┌──────────┬───────────────────────────────┬─────────────────────┬───────┬────────────────────────────┐
│ leads_id │             stage             │      timestamp      │ state │           reason           │
│ 1655     │ initial_communication_success │ 2022-02-07 10:54:21 │ 1     │                            │
│ 1655     │ approach_success              │ 2022-02-08 17:18:06 │ 1     │                            │
│ 1655     │ discussion_success            │ 2022-02-14 13:13:00 │ 0     │ not answered               │
│ 1656     │ leads_registered              │ 2022-01-28 14:18:58 │ 1     │                            │
│ 1656     │ leads_qualification           │ 2022-01-31 17:48:11 │ 1     │                            │
│ 1656     │ initial_communication_success │ 2022-02-01 16:59:00 │ 1     │                            │
│ 1656     │ approach_success              │ 2022-02-04 16:39:39 │ 1     │                            │
│ 1656     │ discussion_success            │ 2022-02-07 16:51:56 │ 1     │                            │
│ 1656     │ offer_sent                    │ 2022-02-10 13:33:26 │ 1     │                            │
│ 1656     │ quotation_recieved            │ 2022-02-18 10:24:30 │ 1     │                            │
│ 1656     │ deal_won                      │ 2022-02-23 17:20:40 │ 1     │                            │
│ 1657     │ leads_registered              │ 2022-01-28 16:45:58 │ 1     │                            │
│ 1658     │ leads_registered              │ 2022-01-31 10:08:37 │ 1     │                            │
│ 1659     │ leads_registered              │ 2022-01-31 10:46:27 │ 1     │                            │
│ 1659     │ leads_qualification           │ 2022-02-04 12:30:52 │ 1     │                            │
│ 1659     │ initial_communication_success │ 2022-02-07 17:17:08 │ 0     │ not answered               │
│ 1660     │ leads_registered              │ 2022-01-31 12:30:21 │ 1     │                            │
│ 1660     │ leads_qualification           │ 2022-02-07 09:00:46 │ 1     │                            │
│ 1660     │ initial_communication_success │ 2022-02-08 10:45:44 │ 1     │                            │
│ 1660     │ approach_success              │ 2022-02-09 12:06:34 │ 1     │                            │
│ 1660     │ discussion_success            │ 2022-02-15 16:15:35 │ 1     │                            │
│ 1660     │ offer_sent                    │ 2022-02-18 14:37:00 │ 0     │ price not fit              │
│ 1661     │ leads_registered              │ 2022-01-31 13:53:54 │ 1     │                            │
│ 1661     │ leads_qualification           │ 2022-02-07 16:41:48 │ 0     │ not selected               │
│ 1662     │ leads_registered              │ 2022-01-31 14:07:39 │ 1     │                            │
│ 1662     │ leads_qualification           │ 2022-02-04 09:15:13 │ 1     │                            │
│ 1662     │ initial_communication_success │ 2022-02-07 16:56:14 │ 1     │                            │
│ 1662     │ approach_success              │ 2022-02-08 11:08:04 │ 1     │                            │
│ 1662     │ discussion_success            │ 2022-02-14 15:30:12 │ 0     │ not answered               │
│ 1663     │ leads_registered              │ 2022-01-31 16:10:24 │ 1     │                            │
│ 1663     │ leads_qualification           │ 2022-02-04 12:25:51 │ 1     │                            │
│ 1663     │ initial_communication_success │ 2022-02-07 13:06:08 │ 1     │                            │
│ 1663     │ approach_success              │ 2022-02-08 12:54:43 │ 1     │                            │
│ 1663     │ discussion_success            │ 2022-02-14 13:58:08 │ 1     │                            │
│ 1663     │ offer_sent                    │ 2022-02-18 09:11:16 │ 1     │                            │
│ 1663     │ quotation_recieved            │ 2022-02-25 13:51:29 │ 1     │                            │
│ 1663     │ deal_won                      │ 2022-03-02 09:50:19 │ 1     │                            │
│ 1664     │ leads_registered              │ 2022-02-01 09:26:46 │ 1     │                            │
│ 1664     │ leads_qualification           │ 2022-02-07 17:43:57 │ 1     │                            │
│ 1664     │ initial_communication_success │ 2022-02-08 17:32:52 │ 1     │                            │
│ 1664     │ approach_success              │ 2022-02-09 17:06:38 │ 1     │                            │
│ 1664     │ discussion_success            │ 2022-02-15 09:30:05 │ 1     │                            │
│ 1664     │ offer_sent                    │ 2022-02-16 16:21:14 │ 1     │                            │
│ 1664     │ quotation_recieved            │ 2022-02-24 09:54:38 │ 1     │                            │
│ 1664     │ deal_won                      │ 2022-03-01 09:14:20 │ 1     │                            │
│ 1665     │ leads_registered              │ 2022-02-01 10:09:53 │ 1     │                            │
│ 1665     │ leads_qualification           │ 2022-02-07 10:08:19 │ 1     │                            │
│ 1665     │ initial_communication_success │ 2022-02-08 16:53:48 │ 1     │                            │
│ 1665     │ approach_success              │ 2022-02-09 12:02:18 │ 1     │                            │
│ 1665     │ discussion_success            │ 2022-02-14 10:10:24 │ 1     │                            │
│ 1665     │ offer_sent                    │ 2022-02-15 10:45:02 │ 1     │                            │
│ 1665     │ quotation_recieved            │ 2022-02-22 11:56:15 │ 0     │ not answered               │
│ 1666     │ leads_registered              │ 2022-02-01 16:10:34 │ 1     │                            │
│ 1666     │ leads_qualification           │ 2022-02-04 16:08:31 │ 1     │                            │
│ 1666     │ initial_communication_success │ 2022-02-07 15:10:05 │ 1     │                            │
│ 1666     │ approach_success              │ 2022-02-08 13:30:33 │ 1     │                            │
│ 1666     │ discussion_success            │ 2022-02-14 15:04:11 │ 1     │                            │
│ 1666     │ offer_sent                    │ 2022-02-17 10:27:08 │ 1     │                            │
│ 1666     │ quotation_recieved            │ 2022-02-25 09:11:02 │ 1     │                            │
│ 1666     │ deal_won                      │ 2022-02-28 15:22:45 │ 1     │                            │
│ 1667     │ leads_registered              │ 2022-02-01 17:27:09 │ 1     │                            │
│ 1667     │ leads_qualification           │ 2022-02-07 16:55:08 │ 1     │                            │
│ 1667     │ initial_communication_success │ 2022-02-08 13:32:41 │ 1     │                            │
│ 1667     │ approach_success              │ 2022-02-10 15:09:57 │ 1     │                            │
│ 1667     │ discussion_success            │ 2022-02-15 17:30:24 │ 1     │                            │
│ 1667     │ offer_sent                    │ 2022-02-17 17:03:50 │ 1     │                            │
│ 1667     │ quotation_recieved            │ 2022-02-22 12:29:26 │ 0     │ price not fit              │
│ 1668     │ leads_registered              │ 2022-02-02 10:02:14 │ 1     │                            │
│ 1668     │ leads_qualification           │ 2022-02-07 09:54:18 │ 1     │                            │
│ 1668     │ initial_communication_success │ 2022-02-08 09:23:22 │ 1     │                            │
│ 1668     │ approach_success              │ 2022-02-09 12:34:16 │ 1     │                            │
│ 1668     │ discussion_success            │ 2022-02-18 10:39:53 │ 1     │                            │
│ 1668     │ offer_sent                    │ 2022-02-21 17:23:28 │ 1     │                            │
│ 1668     │ quotation_recieved            │ 2022-03-01 14:37:46 │ 0     │ price not fit              │
│ 1669     │ leads_registered              │ 2022-02-02 12:56:29 │ 1     │                            │
│ 1669     │ leads_qualification           │ 2022-02-04 10:53:20 │ 1     │                            │
│ 1669     │ initial_communication_success │ 2022-02-07 15:53:59 │ 1     │                            │
│ 1669     │ approach_success              │ 2022-02-08 14:58:21 │ 1     │                            │
│ 1669     │ discussion_success            │ 2022-02-17 12:27:25 │ 1     │                            │
│ 1669     │ offer_sent                    │ 2022-02-21 17:32:24 │ 1     │                            │
│ 1669     │ quotation_recieved            │ 2022-02-28 17:19:41 │ 1     │                            │
│ 1669     │ deal_won                      │ 2022-03-04 09:22:29 │ 1     │                            │
│ 1670     │ leads_registered              │ 2022-02-02 13:12:22 │ 1     │                            │
│ 1670     │ leads_qualification           │ 2022-02-04 17:30:55 │ 1     │                            │
│ 1670     │ initial_communication_success │ 2022-02-07 17:26:32 │ 1     │                            │
│ 1670     │ approach_success              │ 2022-02-09 09:48:52 │ 1     │                            │
│ 1670     │ discussion_success            │ 2022-02-15 14:12:20 │ 0     │ not interested             │
│ 1671     │ leads_registered              │ 2022-02-02 13:59:01 │ 1     │                            │
│ 1671     │ leads_qualification           │ 2022-02-04 16:07:23 │ 1     │                            │
│ 1671     │ initial_communication_success │ 2022-02-07 11:27:57 │ 1     │                            │
│ 1671     │ approach_success              │ 2022-02-08 09:35:18 │ 1     │                            │
│ 1671     │ discussion_success            │ 2022-02-16 11:10:04 │ 1     │                            │
│ 1671     │ offer_sent                    │ 2022-02-18 16:19:12 │ 1     │                            │
│ 1671     │ quotation_recieved            │ 2022-02-25 09:38:49 │ 1     │                            │
│ 1671     │ deal_won                      │ 2022-03-04 10:34:46 │ 1     │                            │
│ 1672     │ leads_registered              │ 2022-02-02 15:02:45 │ 1     │                            │
│ 1672     │ leads_qualification           │ 2022-02-04 13:32:16 │ 1     │                            │
│ 1672     │ initial_communication_success │ 2022-02-07 09:44:18 │ 1     │                            │
│ 1672     │ approach_success              │ 2022-02-08 15:48:33 │ 1     │                            │
│ 1672     │ discussion_success            │ 2022-02-14 12:39:13 │ 1     │                            │
│ 1672     │ offer_sent                    │ 2022-02-16 09:15:57 │ 0     │ not answered               │
│ 1673     │ leads_registered              │ 2022-02-02 15:39:30 │ 1     │                            │
│ 1673     │ leads_qualification           │ 2022-02-08 17:51:08 │ 1     │                            │
│ 1673     │ initial_communication_success │ 2022-02-11 17:42:49 │ 1     │                            │
│ 1673     │ approach_success              │ 2022-02-14 17:26:18 │ 1     │                            │
│ 1673     │ discussion_success            │ 2022-02-21 14:08:08 │ 1     │                            │
│ 1673     │ offer_sent                    │ 2022-02-22 13:25:52 │ 1     │                            │
│ 1673     │ quotation_recieved            │ 2022-03-02 16:45:09 │ 1     │                            │
│ 1673     │ deal_won                      │ 2022-03-11 10:02:20 │ 1     │                            │
│ 1674     │ leads_registered              │ 2022-02-02 16:22:33 │ 1     │                            │
│ 1674     │ leads_qualification           │ 2022-02-04 17:02:07 │ 1     │                            │
│ 1674     │ initial_communication_success │ 2022-02-07 17:06:56 │ 1     │                            │
│ 1674     │ approach_success              │ 2022-02-08 10:54:22 │ 1     │                            │
│ 1674     │ discussion_success            │ 2022-02-14 10:36:15 │ 1     │                            │
│ 1674     │ offer_sent                    │ 2022-02-15 12:37:23 │ 1     │                            │
│ 1674     │ quotation_recieved            │ 2022-02-23 17:05:48 │ 1     │                            │
│ 1674     │ deal_won                      │ 2022-03-03 10:52:55 │ 1     │                            │
│ 1675     │ leads_registered              │ 2022-02-02 16:56:54 │ 1     │                            │
│ 1675     │ leads_qualification           │ 2022-02-04 14:06:39 │ 1     │                            │
│ 1675     │ initial_communication_success │ 2022-02-07 17:47:46 │ 1     │                            │
│ 1675     │ approach_success              │ 2022-02-08 12:48:07 │ 1     │                            │
│ 1675     │ discussion_success            │ 2022-02-15 10:43:01 │ 1     │                            │
│ 1675     │ offer_sent                    │ 2022-02-17 17:46:53 │ 1     │                            │
│ 1675     │ quotation_recieved            │ 2022-02-25 15:20:31 │ 1     │                            │
│ 1675     │ deal_won                      │ 2022-02-28 15:05:48 │ 1     │                            │
│ 1676     │ leads_registered              │ 2022-02-03 09:42:20 │ 1     │                            │
│ 1676     │ leads_qualification           │ 2022-02-07 10:29:47 │ 1     │                            │
│ 1676     │ initial_communication_success │ 2022-02-08 16:57:03 │ 0     │ not answered               │
│ 1677     │ leads_registered              │ 2022-02-03 12:24:13 │ 1     │                            │
│ 1677     │ leads_qualification           │ 2022-02-07 17:56:25 │ 1     │                            │
│ 1677     │ initial_communication_success │ 2022-02-08 17:24:54 │ 1     │                            │
│ 1677     │ approach_success              │ 2022-02-09 13:59:39 │ 1     │                            │
│ 1677     │ discussion_success            │ 2022-02-15 13:38:44 │ 1     │                            │
│ 1677     │ offer_sent                    │ 2022-02-16 14:41:18 │ 1     │                            │
│ 1677     │ quotation_recieved            │ 2022-02-21 15:20:03 │ 1     │                            │
│ 1677     │ deal_won                      │ 2022-03-01 16:00:32 │ 1     │                            │
│ 1678     │ leads_registered              │ 2022-02-03 16:17:11 │ 1     │                            │
│ 1678     │ leads_qualification           │ 2022-02-09 09:41:14 │ 1     │                            │
│ 1678     │ initial_communication_success │ 2022-02-10 17:44:47 │ 1     │                            │
│ 1678     │ approach_success              │ 2022-02-11 14:58:17 │ 1     │                            │
│ 1678     │ discussion_success            │ 2022-02-15 09:53:03 │ 0     │ price not fit              │
│ 1679     │ leads_registered              │ 2022-02-03 17:33:54 │ 1     │                            │
│ 1679     │ leads_qualification           │ 2022-02-08 11:54:19 │ 1     │                            │
│ 1679     │ initial_communication_success │ 2022-02-10 15:19:51 │ 1     │                            │
│ 1679     │ approach_success              │ 2022-02-11 10:02:40 │ 1     │                            │
│ 1679     │ discussion_success            │ 2022-02-18 09:55:13 │ 1     │                            │
│ 1679     │ offer_sent                    │ 2022-02-22 09:05:36 │ 1     │                            │
│ 1679     │ quotation_recieved            │ 2022-03-01 15:24:58 │ 1     │                            │
│ 1679     │ deal_won                      │ 2022-03-04 16:51:45 │ 1     │                            │
│ 1680     │ leads_registered              │ 2022-02-04 10:37:00 │ 1     │                            │
│ 1680     │ leads_qualification           │ 2022-02-11 10:41:41 │ 1     │                            │
│ 1680     │ initial_communication_success │ 2022-02-14 17:14:40 │ 1     │                            │
│ 1680     │ approach_success              │ 2022-02-15 11:15:34 │ 0     │ not answered               │
│ 1681     │ leads_registered              │ 2022-02-04 12:13:11 │ 1     │                            │
│ 1681     │ leads_qualification           │ 2022-02-11 15:40:57 │ 1     │                            │
│ 1681     │ initial_communication_success │ 2022-02-14 10:00:52 │ 0     │ not answered               │
│ 1682     │ leads_registered              │ 2022-02-04 12:53:21 │ 1     │                            │
│ 1683     │ leads_registered              │ 2022-02-04 17:31:26 │ 1     │                            │
│ 1684     │ leads_registered              │ 2022-02-07 14:30:29 │ 1     │                            │
│ 1684     │ leads_qualification           │ 2022-02-11 16:42:15 │ 1     │                            │
│ 1684     │ initial_communication_success │ 2022-02-14 14:45:09 │ 0     │ not answered               │
│ 1685     │ leads_registered              │ 2022-02-07 15:32:41 │ 1     │                            │
│ 1686     │ leads_registered              │ 2022-02-07 17:24:05 │ 1     │                            │
│ 1686     │ leads_qualification           │ 2022-02-11 09:06:01 │ 1     │                            │
│ 1686     │ initial_communication_success │ 2022-02-14 09:14:02 │ 0     │ not answered               │
│ 1687     │ leads_registered              │ 2022-02-09 16:32:18 │ 1     │                            │
│ 1688     │ leads_registered              │ 2022-02-09 17:27:55 │ 1     │                            │
│ 1689     │ leads_registered              │ 2022-02-10 09:08:50 │ 1     │                            │
│ 1689     │ leads_qualification           │ 2022-02-16 16:57:14 │ 1     │                            │
│ 1689     │ initial_communication_success │ 2022-02-18 12:15:01 │ 0     │ not answered               │
│ 1690     │ leads_registered              │ 2022-02-10 09:51:48 │ 1     │                            │
│ 1690     │ leads_qualification           │ 2022-02-16 10:37:41 │ 1     │                            │
│ 1690     │ initial_communication_success │ 2022-02-17 16:40:35 │ 1     │                            │
│ 1690     │ approach_success              │ 2022-02-18 11:32:35 │ 1     │                            │
│ 1690     │ discussion_success            │ 2022-02-22 10:55:21 │ 0     │ not answered               │
│ 1691     │ leads_registered              │ 2022-02-10 12:41:06 │ 1     │                            │
│ 1691     │ leads_qualification           │ 2022-02-14 12:51:53 │ 1     │                            │
│ 1691     │ initial_communication_success │ 2022-02-16 16:32:19 │ 0     │ not answered               │
│ 1692     │ leads_registered              │ 2022-02-10 13:42:10 │ 1     │                            │
│ 1692     │ leads_qualification           │ 2022-02-16 16:35:00 │ 1     │                            │
│ 1692     │ initial_communication_success │ 2022-02-18 14:12:10 │ 1     │                            │
│ 1692     │ approach_success              │ 2022-02-21 13:12:46 │ 1     │                            │
│ 1692     │ discussion_success            │ 2022-02-28 16:34:35 │ 0     │ price not fit              │
│ 1693     │ leads_registered              │ 2022-02-11 10:07:37 │ 1     │                            │
│ 1693     │ leads_qualification           │ 2022-02-18 17:18:18 │ 1     │                            │
│ 1693     │ initial_communication_success │ 2022-02-21 10:00:02 │ 1     │                            │
│ 1693     │ approach_success              │ 2022-02-22 12:58:47 │ 1     │                            │
│ 1693     │ discussion_success            │ 2022-03-04 17:48:50 │ 1     │                            │
│ 1693     │ offer_sent                    │ 2022-03-08 10:00:36 │ 1     │                            │
│ 1693     │ quotation_recieved            │ 2022-03-14 14:49:26 │ 1     │                            │
│ 1693     │ deal_won                      │ 2022-03-22 10:21:25 │ 1     │                            │
│ 1694     │ leads_registered              │ 2022-02-11 10:36:56 │ 1     │                            │
│ 1694     │ leads_qualification           │ 2022-02-14 11:24:34 │ 0     │ not selected               │
│ 1695     │ leads_registered              │ 2022-02-11 12:22:06 │ 1     │                            │
│ 1695     │ leads_qualification           │ 2022-02-15 11:52:42 │ 1     │                            │
│ 1695     │ initial_communication_success │ 2022-02-16 16:32:37 │ 1     │                            │
│ 1695     │ approach_success              │ 2022-02-17 10:12:39 │ 1     │                            │
│ 1695     │ discussion_success            │ 2022-02-23 17:27:23 │ 1     │                            │
│ 1695     │ offer_sent                    │ 2022-02-25 09:12:42 │ 0     │ price not fit              │
│ 1696     │ leads_registered              │ 2022-02-14 14:39:14 │ 1     │                            │
│ 1696     │ leads_qualification           │ 2022-02-18 13:19:11 │ 1     │                            │
│ 1696     │ initial_communication_success │ 2022-02-21 11:19:15 │ 1     │                            │
│ 1696     │ approach_success              │ 2022-02-22 17:34:26 │ 1     │                            │
│ 1696     │ discussion_success            │ 2022-03-04 11:13:47 │ 1     │                            │
│ 1696     │ offer_sent                    │ 2022-03-07 11:22:12 │ 0     │ not interested             │
│ 1697     │ leads_registered              │ 2022-02-14 17:14:26 │ 1     │                            │
│ 1697     │ leads_qualification           │ 2022-02-18 17:26:34 │ 1     │                            │
│ 1697     │ initial_communication_success │ 2022-02-21 10:13:37 │ 0     │ not answered               │
│ 1698     │ leads_registered              │ 2022-02-15 16:22:45 │ 1     │                            │
│ 1698     │ leads_qualification           │ 2022-02-18 16:55:05 │ 1     │                            │
│ 1698     │ initial_communication_success │ 2022-02-21 17:11:58 │ 1     │                            │
│ 1698     │ approach_success              │ 2022-02-22 10:18:30 │ 1     │                            │
│ 1698     │ discussion_success            │ 2022-03-04 12:46:45 │ 1     │                            │
│ 1698     │ offer_sent                    │ 2022-03-07 11:16:02 │ 1     │                            │
│ 1698     │ quotation_recieved            │ 2022-03-16 17:36:52 │ 1     │                            │
│ 1698     │ deal_won                      │ 2022-03-25 15:59:55 │ 1     │                            │
│ 1699     │ leads_registered              │ 2022-02-16 09:40:54 │ 1     │                            │
│ 1699     │ leads_qualification           │ 2022-02-21 16:13:58 │ 1     │                            │
│ 1699     │ initial_communication_success │ 2022-02-23 15:46:23 │ 1     │                            │
│ 1699     │ approach_success              │ 2022-02-25 15:22:51 │ 1     │                            │
│ 1699     │ discussion_success            │ 2022-03-03 14:06:45 │ 1     │                            │
│ 1699     │ offer_sent                    │ 2022-03-07 16:19:45 │ 0     │ price not fit              │
│ 1700     │ leads_registered              │ 2022-02-16 10:40:22 │ 1     │                            │
│ 1700     │ leads_qualification           │ 2022-02-22 16:18:42 │ 0     │ not selected               │
│ 1701     │ leads_registered              │ 2022-02-16 16:13:38 │ 1     │                            │
│ 1701     │ leads_qualification           │ 2022-02-21 10:32:35 │ 1     │                            │
│ 1701     │ initial_communication_success │ 2022-02-23 16:19:48 │ 1     │                            │
│ 1701     │ approach_success              │ 2022-02-25 15:40:15 │ 1     │                            │
│ 1701     │ discussion_success            │ 2022-03-07 09:11:38 │ 0     │ not interested             │
│ 1702     │ leads_registered              │ 2022-02-16 16:43:41 │ 1     │                            │
│ 1702     │ leads_qualification           │ 2022-02-21 10:54:41 │ 1     │                            │
│ 1702     │ initial_communication_success │ 2022-02-22 13:20:52 │ 1     │                            │
│ 1702     │ approach_success              │ 2022-02-25 13:39:12 │ 1     │                            │
│ 1702     │ discussion_success            │ 2022-03-03 09:17:52 │ 0     │ price not fit              │
│ 1703     │ leads_registered              │ 2022-02-16 17:49:57 │ 1     │                            │
│ 1703     │ leads_qualification           │ 2022-02-22 11:08:54 │ 1     │                            │
│ 1703     │ initial_communication_success │ 2022-02-25 12:49:22 │ 1     │                            │
│ 1703     │ approach_success              │ 2022-02-28 10:55:26 │ 0     │ not interested             │
│ 1704     │ leads_registered              │ 2022-02-17 10:27:08 │ 1     │                            │
│ 1704     │ leads_qualification           │ 2022-02-22 16:10:54 │ 1     │                            │
│ 1704     │ initial_communication_success │ 2022-02-25 14:30:02 │ 1     │                            │
│ 1704     │ approach_success              │ 2022-02-28 16:55:36 │ 1     │                            │
│ 1704     │ discussion_success            │ 2022-03-07 14:58:03 │ 1     │                            │
│ 1704     │ offer_sent                    │ 2022-03-10 11:33:19 │ 1     │                            │
│ 1704     │ quotation_recieved            │ 2022-03-17 16:09:54 │ 1     │                            │
│ 1704     │ deal_won                      │ 2022-03-22 10:09:35 │ 1     │                            │
│ 1705     │ leads_registered              │ 2022-02-17 14:50:06 │ 1     │                            │
│ 1705     │ leads_qualification           │ 2022-02-22 09:26:51 │ 1     │                            │
│ 1705     │ initial_communication_success │ 2022-02-24 15:30:02 │ 1     │                            │
│ 1705     │ approach_success              │ 2022-02-25 13:51:29 │ 0     │ not interested             │
│ 1706     │ leads_registered              │ 2022-02-17 16:15:54 │ 1     │                            │
│ 1706     │ leads_qualification           │ 2022-02-22 17:10:00 │ 1     │                            │
│ 1706     │ initial_communication_success │ 2022-02-25 10:53:11 │ 1     │                            │
│ 1706     │ approach_success              │ 2022-02-28 11:35:03 │ 1     │                            │
│ 1706     │ discussion_success            │ 2022-03-07 12:36:05 │ 1     │                            │
│ 1706     │ offer_sent                    │ 2022-03-08 17:22:08 │ 1     │                            │
│ 1706     │ quotation_recieved            │ 2022-03-15 09:50:59 │ 1     │                            │
│ 1706     │ deal_won                      │ 2022-03-25 12:03:36 │ 1     │                            │
│ 1707     │ leads_registered              │ 2022-02-18 10:50:06 │ 1     │                            │
│ 1707     │ leads_qualification           │ 2022-02-21 10:08:05 │ 1     │                            │
│ 1707     │ initial_communication_success │ 2022-02-22 16:06:53 │ 1     │                            │
│ 1707     │ approach_success              │ 2022-02-24 13:52:51 │ 1     │                            │
│ 1707     │ discussion_success            │ 2022-03-04 17:37:51 │ 1     │                            │
│ 1707     │ offer_sent                    │ 2022-03-07 13:09:43 │ 0     │ not answered               │
│ 1708     │ leads_registered              │ 2022-02-18 15:10:43 │ 1     │                            │
│ 1708     │ leads_qualification           │ 2022-02-25 16:17:08 │ 0     │ not selected               │
│ 1709     │ leads_registered              │ 2022-02-21 09:28:05 │ 1     │                            │
│ 1709     │ leads_qualification           │ 2022-02-28 09:12:39 │ 1     │                            │
│ 1709     │ initial_communication_success │ 2022-03-02 15:00:27 │ 0     │ not answered               │
│ 1710     │ leads_registered              │ 2022-02-21 11:26:55 │ 1     │                            │
│ 1710     │ leads_qualification           │ 2022-02-28 10:30:41 │ 1     │                            │
│ 1710     │ initial_communication_success │ 2022-03-02 16:21:25 │ 1     │                            │
│ 1710     │ approach_success              │ 2022-03-04 16:35:06 │ 1     │                            │
│ 1710     │ discussion_success            │ 2022-03-14 14:40:35 │ 1     │                            │
│ 1710     │ offer_sent                    │ 2022-03-15 11:50:02 │ 1     │                            │
│ 1710     │ quotation_recieved            │ 2022-03-23 15:55:19 │ 1     │                            │
│ 1710     │ deal_won                      │ 2022-04-01 16:20:06 │ 1     │                            │
│ 1711     │ leads_registered              │ 2022-02-21 11:59:08 │ 1     │                            │
│ 1712     │ leads_registered              │ 2022-02-21 12:38:49 │ 1     │                            │
│ 1712     │ leads_qualification           │ 2022-02-25 17:32:24 │ 1     │                            │
│ 1712     │ initial_communication_success │ 2022-02-28 14:14:17 │ 0     │ not answered               │
│ 1713     │ leads_registered              │ 2022-02-21 16:55:26 │ 1     │                            │
│ 1713     │ leads_qualification           │ 2022-02-25 10:49:11 │ 1     │                            │
│ 1713     │ initial_communication_success │ 2022-02-28 15:57:35 │ 1     │                            │
│ 1713     │ approach_success              │ 2022-03-01 09:22:57 │ 0     │ not answered               │
│ 1714     │ leads_registered              │ 2022-02-22 09:17:06 │ 1     │                            │
│ 1714     │ leads_qualification           │ 2022-02-28 16:26:52 │ 1     │                            │
│ 1714     │ initial_communication_success │ 2022-03-03 17:03:31 │ 1     │                            │
│ 1714     │ approach_success              │ 2022-03-04 13:06:42 │ 1     │                            │
│ 1714     │ discussion_success            │ 2022-03-14 13:59:27 │ 1     │                            │
│ 1714     │ offer_sent                    │ 2022-03-15 17:37:33 │ 1     │                            │
│ 1714     │ quotation_recieved            │ 2022-03-23 14:34:07 │ 0     │ not answered               │
│ 1715     │ leads_registered              │ 2022-02-22 10:30:22 │ 1     │                            │
│ 1715     │ leads_qualification           │ 2022-02-28 12:08:21 │ 0     │ not selected               │
│ 1716     │ leads_registered              │ 2022-02-22 10:35:56 │ 1     │                            │
│ 1717     │ leads_registered              │ 2022-02-22 15:05:37 │ 1     │                            │
│ 1718     │ leads_registered              │ 2022-02-23 09:04:32 │ 1     │                            │
│ 1718     │ leads_qualification           │ 2022-02-25 11:12:46 │ 1     │                            │
│ 1718     │ initial_communication_success │ 2022-02-28 17:10:59 │ 1     │                            │
│ 1718     │ approach_success              │ 2022-03-01 12:23:36 │ 1     │                            │
│ 1718     │ discussion_success            │ 2022-03-07 11:51:24 │ 0     │ not answered               │
│ 1719     │ leads_registered              │ 2022-02-23 09:37:25 │ 1     │                            │
│ 1719     │ leads_qualification           │ 2022-03-01 11:54:33 │ 1     │                            │
│ 1719     │ initial_communication_success │ 2022-03-04 11:23:26 │ 1     │                            │
│ 1719     │ approach_success              │ 2022-03-07 11:59:55 │ 0     │ not answered               │
│ 1720     │ leads_registered              │ 2022-02-23 13:25:21 │ 1     │                            │
│ 1720     │ leads_qualification           │ 2022-03-02 14:32:57 │ 1     │                            │
│ 1720     │ initial_communication_success │ 2022-03-04 17:53:28 │ 1     │                            │
│ 1720     │ approach_success              │ 2022-03-07 10:44:52 │ 1     │                            │
│ 1720     │ discussion_success            │ 2022-03-14 17:22:51 │ 0     │ not interested             │
│ 1721     │ leads_registered              │ 2022-02-23 14:18:18 │ 1     │                            │
│ 1721     │ leads_qualification           │ 2022-02-28 14:58:37 │ 1     │                            │
│ 1721     │ initial_communication_success │ 2022-03-01 13:58:59 │ 1     │                            │
│ 1721     │ approach_success              │ 2022-03-03 11:31:15 │ 1     │                            │
│ 1721     │ discussion_success            │ 2022-03-14 13:52:57 │ 1     │                            │
│ 1721     │ offer_sent                    │ 2022-03-15 13:24:21 │ 1     │                            │
│ 1721     │ quotation_recieved            │ 2022-03-21 15:59:25 │ 0     │ price not fit              │
│ 1722     │ leads_registered              │ 2022-02-23 14:24:04 │ 1     │                            │
│ 1722     │ leads_qualification           │ 2022-03-01 17:01:59 │ 0     │ not selected               │
│ 1723     │ leads_registered              │ 2022-02-23 16:16:42 │ 1     │                            │
│ 1723     │ leads_qualification           │ 2022-03-01 12:37:00 │ 1     │                            │
│ 1723     │ initial_communication_success │ 2022-03-02 17:51:58 │ 0     │ not interested             │
│ 1724     │ leads_registered              │ 2022-02-23 16:35:09 │ 1     │                            │
│ 1724     │ leads_qualification           │ 2022-03-02 16:58:14 │ 1     │                            │
│ 1724     │ initial_communication_success │ 2022-03-04 14:05:59 │ 1     │                            │
│ 1724     │ approach_success              │ 2022-03-07 12:50:46 │ 1     │                            │
│ 1724     │ discussion_success            │ 2022-03-15 09:26:49 │ 1     │                            │
│ 1724     │ offer_sent                    │ 2022-03-18 09:52:15 │ 1     │                            │
│ 1724     │ quotation_recieved            │ 2022-03-28 17:43:32 │ 1     │                            │
│ 1724     │ deal_won                      │ 2022-04-01 14:37:07 │ 1     │                            │
│ 1725     │ leads_registered              │ 2022-02-23 16:40:47 │ 1     │                            │
│ 1725     │ leads_qualification           │ 2022-02-25 12:52:28 │ 1     │                            │
│ 1725     │ initial_communication_success │ 2022-02-28 15:26:22 │ 1     │                            │
│ 1725     │ approach_success              │ 2022-03-01 15:08:51 │ 1     │                            │
│ 1725     │ discussion_success            │ 2022-03-07 10:36:32 │ 1     │                            │
│ 1725     │ offer_sent                    │ 2022-03-09 09:37:52 │ 0     │ not interested             │
│ 1726     │ leads_registered              │ 2022-02-24 09:38:05 │ 1     │                            │
│ 1726     │ leads_qualification           │ 2022-03-02 11:01:41 │ 1     │                            │
│ 1726     │ initial_communication_success │ 2022-03-04 09:53:42 │ 1     │                            │
│ 1726     │ approach_success              │ 2022-03-07 11:15:18 │ 1     │                            │
│ 1726     │ discussion_success            │ 2022-03-14 17:17:44 │ 0     │ price not fit              │
