leads_id,session_source,industry,leads_registered,number_of_employee,sessIon_source_code,industry_code
1170,Organic Social,Hospitality,2021-10-13 15:21:01 UTC,130,4,4
2359,CPC,Hospitality,2022-06-10 10:01:46 UTC,130,1,4
2771,Organic Social,Hospitality,2022-08-31 09:15:30 UTC,130,4,4
3360,Refferal,Hospitality,2022-11-25 09:55:21 UTC,130,5,4
411,Refferal,Hospitality,2021-03-26 16:04:42 UTC,140,5,4
548,Organic Social,Hospitality,2021-04-30 17:13:11 UTC,140,4,4
555,CPC,Hospitality,2021-05-03 16:13:33 UTC,140,1,4
737,Organic Search,Hospitality,2021-06-24 17:08:27 UTC,140,3,4
937,Direct,Hospitality,2021-08-20 12:59:19 UTC,140,2,4
1013,CPC,Hospitality,2021-09-03 17:26:26 UTC,140,1,4
1144,Organic Search,Hospitality,2021-10-05 16:22:59 UTC,140,3,4
1147,Direct,Hospitality,2021-10-06 09:40:30 UTC,140,2,4
1176,Organic Search,Hospitality,2021-10-14 17:49:00 UTC,140,3,4
1435,Refferal,Hospitality,2021-12-16 16:22:54 UTC,140,5,4
1826,Refferal,Hospitality,2022-03-09 09:37:43 UTC,140,5,4
2158,Organic Search,Hospitality,2022-05-16 10:41:19 UTC,140,3,4
2185,CPC,Hospitality,2022-05-25 10:52:20 UTC,140,1,4
2206,CPC,Hospitality,2022-05-27 13:56:23 UTC,140,1,4
2283,CPC,Hospitality,2022-06-03 09:55:04 UTC,140,1,4
2558,Organic Social,Hospitality,2022-07-13 13:27:22 UTC,140,4,4
2568,CPC,Hospitality,2022-07-19 09:41:03 UTC,140,1,4
2577,Direct,Hospitality,2022-07-20 16:55:43 UTC,140,2,4
525,Refferal,Hospitality,2021-04-28 13:47:26 UTC,400,5,4
2167,Refferal,Hospitality,2022-05-20 09:51:21 UTC,400,5,4
2824,Organic Search,Hospitality,2022-09-02 16:15:32 UTC,400,3,4
26,Direct,Hospitality,2020-12-04 14:59:50 UTC,150,2,4
149,Direct,Hospitality,2021-01-05 16:46:44 UTC,150,2,4
569,Refferal,Hospitality,2021-05-04 16:43:12 UTC,150,5,4
631,Organic Search,Hospitality,2021-05-28 13:15:32 UTC,150,3,4
1087,Organic Search,Hospitality,2021-09-27 09:58:44 UTC,150,3,4
1211,Direct,Hospitality,2021-10-29 16:47:33 UTC,150,2,4
1521,Direct,Hospitality,2021-12-30 15:23:14 UTC,150,2,4
1646,Refferal,Hospitality,2022-01-27 15:19:52 UTC,150,5,4
1771,Organic Search,Hospitality,2022-03-02 09:51:05 UTC,150,3,4
1904,Refferal,Hospitality,2022-03-23 17:17:22 UTC,150,5,4
1972,Organic Social,Hospitality,2022-03-30 17:24:05 UTC,150,4,4
2082,Refferal,Hospitality,2022-04-27 17:29:57 UTC,150,5,4
2314,Organic Social,Hospitality,2022-06-06 14:15:52 UTC,150,4,4
2448,Refferal,Hospitality,2022-06-24 16:13:35 UTC,150,5,4
2542,Direct,Hospitality,2022-07-07 09:44:09 UTC,150,2,4
2832,Direct,Hospitality,2022-09-05 09:49:13 UTC,150,2,4
2887,Refferal,Hospitality,2022-09-09 15:22:13 UTC,150,5,4
2974,Direct,Hospitality,2022-09-22 10:44:06 UTC,150,2,4
3096,Refferal,Hospitality,2022-09-30 14:16:58 UTC,150,5,4
3259,CPC,Hospitality,2022-10-31 10:29:02 UTC,150,1,4
3274,Direct,Hospitality,2022-11-01 10:05:36 UTC,150,2,4
215,Refferal,Hospitality,2021-01-27 10:58:14 UTC,425,5,4
898,Organic Search,Hospitality,2021-08-04 17:37:19 UTC,425,3,4
1107,Organic Search,Hospitality,2021-09-29 15:09:05 UTC,425,3,4
2412,Organic Social,Hospitality,2022-06-22 10:38:31 UTC,425,4,4
3185,Refferal,Hospitality,2022-10-17 10:29:46 UTC,425,5,4
3245,Direct,Hospitality,2022-10-28 15:16:25 UTC,425,2,4
1500,Refferal,Hospitality,2021-12-28 15:39:09 UTC,175,5,4
1617,Direct,Hospitality,2022-01-19 10:38:42 UTC,175,2,4
1809,Direct,Hospitality,2022-03-07 10:54:55 UTC,175,2,4
2604,Organic Search,Hospitality,2022-07-27 17:10:49 UTC,175,3,4
2735,Organic Search,Hospitality,2022-08-26 14:30:23 UTC,175,3,4
3349,Direct,Hospitality,2022-11-22 14:11:01 UTC,175,2,4
99,Refferal,Hospitality,2020-12-28 10:29:02 UTC,450,5,4
604,Refferal,Hospitality,2021-05-17 17:52:09 UTC,450,5,4
933,Direct,Hospitality,2021-08-19 17:03:25 UTC,450,2,4
1537,Refferal,Hospitality,2021-12-31 13:56:56 UTC,450,5,4
69,Refferal,Hospitality,2020-12-15 12:05:07 UTC,200,5,4
329,Organic Search,Hospitality,2021-03-03 16:06:55 UTC,200,3,4
581,Refferal,Hospitality,2021-05-06 16:57:17 UTC,200,5,4
939,Refferal,Hospitality,2021-08-23 13:05:28 UTC,200,5,4
1300,Refferal,Hospitality,2021-11-26 11:20:05 UTC,200,5,4
1318,Direct,Hospitality,2021-11-30 12:00:38 UTC,200,2,4
2955,CPC,Hospitality,2022-09-21 09:55:12 UTC,200,1,4
3224,Refferal,Hospitality,2022-10-26 12:44:48 UTC,200,5,4
2505,Refferal,Hospitality,2022-07-01 12:52:48 UTC,475,5,4
649,Refferal,Hospitality,2021-06-01 14:22:05 UTC,225,5,4
820,Refferal,Hospitality,2021-07-09 15:55:54 UTC,225,5,4
1230,Direct,Hospitality,2021-11-03 12:17:03 UTC,225,2,4
2953,Refferal,Hospitality,2022-09-20 17:04:47 UTC,225,5,4
2964,Refferal,Hospitality,2022-09-21 15:16:09 UTC,225,5,4
511,Refferal,Hospitality,2021-04-26 10:29:27 UTC,500,5,4
1867,Organic Social,Hospitality,2022-03-17 09:46:55 UTC,500,4,4
2583,Refferal,Hospitality,2022-07-22 16:21:23 UTC,500,5,4
336,Organic Search,Hospitality,2021-03-04 11:22:19 UTC,250,3,4
804,Refferal,Hospitality,2021-07-06 12:48:17 UTC,250,5,4
1065,Refferal,Hospitality,2021-09-21 10:25:57 UTC,250,5,4
1281,Refferal,Hospitality,2021-11-19 12:31:33 UTC,250,5,4
1399,Direct,Hospitality,2021-12-09 10:10:10 UTC,250,2,4
1946,Refferal,Hospitality,2022-03-28 16:17:12 UTC,250,5,4
2156,Refferal,Hospitality,2022-05-12 15:10:47 UTC,250,5,4
2453,Refferal,Hospitality,2022-06-27 09:14:16 UTC,250,5,4
95,Organic Social,Retail,2020-12-24 14:26:15 UTC,5,4,5
357,CPC,Retail,2021-03-08 16:45:07 UTC,5,1,5
419,CPC,Retail,2021-03-29 17:45:14 UTC,5,1,5
422,Organic Search,Retail,2021-03-30 10:11:21 UTC,5,3,5
573,Organic Social,Retail,2021-05-04 17:34:14 UTC,5,4,5
899,Organic Social,Retail,2021-08-04 17:40:26 UTC,5,4,5
1288,Organic Social,Retail,2021-11-24 10:52:06 UTC,5,4,5
1425,CPC,Retail,2021-12-15 09:22:41 UTC,5,1,5
1638,Organic Social,Retail,2022-01-26 09:48:47 UTC,5,4,5
1656,CPC,Retail,2022-01-28 14:18:58 UTC,5,1,5
1833,Refferal,Retail,2022-03-09 13:47:50 UTC,5,5,5
1868,Direct,Retail,2022-03-17 13:20:05 UTC,5,2,5
2033,CPC,Retail,2022-04-08 17:02:52 UTC,5,1,5
2469,CPC,Retail,2022-06-28 10:27:52 UTC,5,1,5
2492,Organic Social,Retail,2022-06-29 17:28:54 UTC,5,4,5
3303,Organic Search,Retail,2022-11-04 10:20:18 UTC,5,3,5
198,Organic Social,Retail,2021-01-22 09:49:37 UTC,10,4,5
445,Organic Social,Retail,2021-04-02 10:10:18 UTC,10,4,5
458,CPC,Retail,2021-04-05 14:54:04 UTC,10,1,5
792,CPC,Retail,2021-07-05 09:49:31 UTC,10,1,5
826,Organic Social,Retail,2021-07-13 10:24:12 UTC,10,4,5
1164,Organic Social,Retail,2021-10-08 12:41:19 UTC,10,4,5
1229,CPC,Retail,2021-11-03 10:43:21 UTC,10,1,5
1548,Organic Search,Retail,2022-01-03 10:10:52 UTC,10,3,5
1615,CPC,Retail,2022-01-18 13:26:08 UTC,10,1,5
1798,CPC,Retail,2022-03-04 10:02:32 UTC,10,1,5
1810,Organic Social,Retail,2022-03-07 12:10:51 UTC,10,4,5
2554,CPC,Retail,2022-07-11 17:14:40 UTC,10,1,5
2600,Direct,Retail,2022-07-27 10:26:19 UTC,10,2,5
3018,CPC,Retail,2022-09-26 14:23:34 UTC,10,1,5
3278,Organic Social,Retail,2022-11-01 12:45:28 UTC,10,4,5
3296,Direct,Retail,2022-11-03 09:02:23 UTC,10,2,5
13,Refferal,Retail,2020-12-01 11:25:09 UTC,15,5,5
249,Organic Social,Retail,2021-02-04 09:26:09 UTC,15,4,5
1227,Organic Social,Retail,2021-11-03 09:41:34 UTC,15,4,5
1378,CPC,Retail,2021-12-07 10:59:06 UTC,15,1,5
1416,CPC,Retail,2021-12-13 16:57:10 UTC,15,1,5
1585,CPC,Retail,2022-01-06 17:36:21 UTC,15,1,5
2305,Organic Social,Retail,2022-06-06 09:16:29 UTC,15,4,5
2317,Refferal,Retail,2022-06-06 15:53:01 UTC,15,5,5
2463,Organic Social,Retail,2022-06-27 17:07:46 UTC,15,4,5
2510,CPC,Retail,2022-07-01 14:42:42 UTC,15,1,5
2787,CPC,Retail,2022-08-31 17:49:30 UTC,15,1,5
3300,Organic Social,Retail,2022-11-03 16:19:04 UTC,15,4,5
3338,CPC,Retail,2022-11-18 11:47:38 UTC,15,1,5
189,CPC,Retail,2021-01-15 09:33:05 UTC,275,1,5
320,Refferal,Retail,2021-03-02 09:44:47 UTC,275,5,5
380,Refferal,Retail,2021-03-18 10:18:23 UTC,275,5,5
711,Organic Social,Retail,2021-06-15 16:45:36 UTC,275,4,5
742,Refferal,Retail,2021-06-25 15:07:12 UTC,275,5,5
1179,Organic Social,Retail,2021-10-19 13:38:01 UTC,275,4,5
1322,Refferal,Retail,2021-11-30 15:17:35 UTC,275,5,5
1385,Organic Search,Retail,2021-12-07 17:05:11 UTC,275,3,5
2218,Refferal,Retail,2022-05-30 10:35:18 UTC,275,5,5
2351,Direct,Retail,2022-06-08 17:32:54 UTC,275,2,5
2737,Refferal,Retail,2022-08-26 14:48:50 UTC,275,5,5
2797,Refferal,Retail,2022-09-01 14:19:15 UTC,275,5,5
3282,Refferal,Retail,2022-11-01 16:50:53 UTC,275,5,5
85,CPC,Retail,2020-12-22 14:17:52 UTC,20,1,5
180,CPC,Retail,2021-01-11 10:49:51 UTC,20,1,5
544,CPC,Retail,2021-04-30 15:35:13 UTC,20,1,5
767,CPC,Retail,2021-07-01 10:17:47 UTC,20,1,5
969,CPC,Retail,2021-08-30 14:43:12 UTC,20,1,5
1465,Organic Search,Retail,2021-12-23 09:55:31 UTC,20,3,5
1860,CPC,Retail,2022-03-15 15:05:12 UTC,20,1,5
2035,CPC,Retail,2022-04-13 09:49:55 UTC,20,1,5
2743,CPC,Retail,2022-08-29 10:14:08 UTC,20,1,5
3027,Organic Social,Retail,2022-09-26 17:02:04 UTC,20,4,5
3351,Organic Social,Retail,2022-11-23 09:24:16 UTC,20,4,5
200,CPC,Retail,2021-01-22 16:51:32 UTC,25,1,5
224,CPC,Retail,2021-01-29 12:54:10 UTC,25,1,5
327,Organic Search,Retail,2021-03-03 13:41:14 UTC,25,3,5
579,Organic Search,Retail,2021-05-06 13:36:42 UTC,25,3,5
609,Organic Social,Retail,2021-05-20 15:23:04 UTC,25,4,5
707,Direct,Retail,2021-06-14 10:54:07 UTC,25,2,5
1019,CPC,Retail,2021-09-06 10:19:07 UTC,25,1,5
2072,Organic Social,Retail,2022-04-26 14:20:39 UTC,25,4,5
2153,CPC,Retail,2022-05-12 09:03:10 UTC,25,1,5
2991,CPC,Retail,2022-09-23 13:53:20 UTC,25,1,5
21,Organic Search,Retail,2020-12-03 10:20:02 UTC,30,3,5
43,Organic Social,Retail,2020-12-08 12:08:28 UTC,30,4,5
173,CPC,Retail,2021-01-08 09:54:41 UTC,30,1,5
397,CPC,Retail,2021-03-24 17:02:39 UTC,30,1,5
528,CPC,Retail,2021-04-29 09:27:57 UTC,30,1,5
559,CPC,Retail,2021-05-03 17:52:28 UTC,30,1,5
791,Organic Social,Retail,2021-07-05 09:29:39 UTC,30,4,5
1020,CPC,Retail,2021-09-06 12:18:01 UTC,30,1,5
1375,CPC,Retail,2021-12-07 09:26:35 UTC,30,1,5
1635,CPC,Retail,2022-01-25 11:19:09 UTC,30,1,5
2354,Organic Social,Retail,2022-06-09 15:37:12 UTC,30,4,5
2695,CPC,Retail,2022-08-11 15:07:31 UTC,30,1,5
2705,CPC,Retail,2022-08-12 17:28:43 UTC,30,1,5
151,Organic Social,Retail,2021-01-05 17:35:07 UTC,35,4,5
165,CPC,Retail,2021-01-07 10:46:00 UTC,35,1,5
220,CPC,Retail,2021-01-29 09:00:36 UTC,35,1,5
288,CPC,Retail,2021-02-23 09:54:39 UTC,35,1,5
587,Organic Search,Retail,2021-05-07 13:16:42 UTC,35,3,5
625,CPC,Retail,2021-05-27 13:20:03 UTC,35,1,5
719,CPC,Retail,2021-06-21 09:38:14 UTC,35,1,5
1025,Organic Search,Retail,2021-09-06 16:44:57 UTC,35,3,5
1165,Organic Social,Retail,2021-10-08 12:41:39 UTC,35,4,5
1593,Organic Social,Retail,2022-01-07 16:31:55 UTC,35,4,5
2569,CPC,Retail,2022-07-19 10:07:59 UTC,35,1,5
2879,Organic Social,Retail,2022-09-08 14:04:39 UTC,35,4,5
2993,CPC,Retail,2022-09-23 15:14:10 UTC,35,1,5
3166,CPC,Retail,2022-10-10 14:04:59 UTC,35,1,5
3172,Organic Social,Retail,2022-10-12 10:24:42 UTC,35,4,5
3386,Organic Search,Retail,2022-11-30 12:38:54 UTC,35,3,5
56,Refferal,Retail,2020-12-10 17:16:59 UTC,40,5,5
128,CPC,Retail,2021-01-01 14:26:03 UTC,40,1,5
806,CPC,Retail,2021-07-06 15:04:45 UTC,40,1,5
843,CPC,Retail,2021-07-22 15:00:40 UTC,40,1,5
845,Organic Social,Retail,2021-07-23 09:32:22 UTC,40,4,5
1507,CPC,Retail,2021-12-29 12:56:46 UTC,40,1,5
2137,CPC,Retail,2022-05-06 12:12:17 UTC,40,1,5
2550,Refferal,Retail,2022-07-08 16:02:40 UTC,40,5,5
311,Refferal,Retail,2021-03-01 14:31:25 UTC,300,5,5
840,Refferal,Retail,2021-07-21 12:36:22 UTC,300,5,5
848,Refferal,Retail,2021-07-23 12:25:57 UTC,300,5,5
1196,Refferal,Retail,2021-10-26 15:34:14 UTC,300,5,5
1417,Refferal,Retail,2021-12-14 10:05:11 UTC,300,5,5
1644,Refferal,Retail,2022-01-26 17:51:50 UTC,300,5,5
1775,Refferal,Retail,2022-03-02 13:30:11 UTC,300,5,5
1887,Refferal,Retail,2022-03-22 09:54:44 UTC,300,5,5
1980,CPC,Retail,2022-03-31 13:55:40 UTC,300,1,5
2047,Refferal,Retail,2022-04-20 09:46:23 UTC,300,5,5
2402,Refferal,Retail,2022-06-20 16:01:43 UTC,300,5,5
2426,Refferal,Retail,2022-06-23 12:18:47 UTC,300,5,5
2599,Refferal,Retail,2022-07-27 09:06:03 UTC,300,5,5
3006,Refferal,Retail,2022-09-26 10:43:57 UTC,300,5,5
3077,Refferal,Retail,2022-09-29 16:18:19 UTC,300,5,5
3083,Direct,Retail,2022-09-30 09:17:23 UTC,300,2,5
3152,Refferal,Retail,2022-10-06 09:19:59 UTC,300,5,5
3210,Organic Search,Retail,2022-10-21 11:47:32 UTC,300,3,5
3213,Refferal,Retail,2022-10-24 09:25:11 UTC,300,5,5
3229,Refferal,Retail,2022-10-26 16:58:42 UTC,300,5,5
3286,Refferal,Retail,2022-11-02 10:31:11 UTC,300,5,5
89,Organic Social,Retail,2020-12-23 15:19:07 UTC,45,4,5
109,Organic Social,Retail,2020-12-30 09:10:00 UTC,45,4,5
347,CPC,Retail,2021-03-05 12:30:54 UTC,45,1,5
520,CPC,Retail,2021-04-28 10:57:35 UTC,45,1,5
535,Organic Social,Retail,2021-04-30 09:39:43 UTC,45,4,5
743,CPC,Retail,2021-06-25 16:14:44 UTC,45,1,5
821,CPC,Retail,2021-07-09 17:53:13 UTC,45,1,5
1166,CPC,Retail,2021-10-08 17:20:33 UTC,45,1,5
1432,Organic Social,Retail,2021-12-16 10:05:12 UTC,45,4,5
1817,CPC,Retail,2022-03-08 09:11:00 UTC,45,1,5
2038,Direct,Retail,2022-04-14 12:55:05 UTC,45,2,5
2118,Organic Search,Retail,2022-05-04 10:07:56 UTC,45,3,5
2143,CPC,Retail,2022-05-09 11:48:03 UTC,45,1,5
2866,Organic Social,Retail,2022-09-07 13:14:58 UTC,45,4,5
3049,CPC,Retail,2022-09-28 10:32:42 UTC,45,1,5
11,Refferal,Retail,2020-12-01 09:19:58 UTC,50,5,5
53,CPC,Retail,2020-12-10 11:56:01 UTC,50,1,5
113,Direct,Retail,2020-12-30 11:10:08 UTC,50,2,5
148,CPC,Retail,2021-01-05 16:37:16 UTC,50,1,5
231,CPC,Retail,2021-02-01 11:49:37 UTC,50,1,5
277,CPC,Retail,2021-02-18 11:23:06 UTC,50,1,5
326,CPC,Retail,2021-03-03 09:34:13 UTC,50,1,5
330,Refferal,Retail,2021-03-03 16:32:57 UTC,50,5,5
365,Organic Social,Retail,2021-03-09 17:46:56 UTC,50,4,5
456,Organic Search,Retail,2021-04-05 11:37:46 UTC,50,3,5
466,Organic Social,Retail,2021-04-07 10:10:34 UTC,50,4,5
722,CPC,Retail,2021-06-22 09:09:10 UTC,50,1,5
763,CPC,Retail,2021-06-30 10:21:24 UTC,50,1,5
946,Organic Search,Retail,2021-08-24 16:41:59 UTC,50,3,5
1054,CPC,Retail,2021-09-15 14:34:26 UTC,50,1,5
1346,CPC,Retail,2021-12-02 09:49:18 UTC,50,1,5
1402,CPC,Retail,2021-12-09 14:49:56 UTC,50,1,5
1412,Refferal,Retail,2021-12-10 15:58:10 UTC,50,5,5
1426,Direct,Retail,2021-12-15 10:05:35 UTC,50,2,5
1440,Organic Social,Retail,2021-12-17 16:49:04 UTC,50,4,5
1595,Organic Search,Retail,2022-01-07 17:46:14 UTC,50,3,5
1942,CPC,Retail,2022-03-28 10:05:58 UTC,50,1,5
2069,CPC,Retail,2022-04-26 10:11:07 UTC,50,1,5
2171,Organic Search,Retail,2022-05-23 10:35:07 UTC,50,3,5
2452,Organic Search,Retail,2022-06-24 17:57:33 UTC,50,3,5
2581,CPC,Retail,2022-07-22 10:13:51 UTC,50,1,5
2691,CPC,Retail,2022-08-10 17:21:40 UTC,50,1,5
2767,Organic Search,Retail,2022-08-30 16:30:35 UTC,50,3,5
2774,Refferal,Retail,2022-08-31 12:55:35 UTC,50,5,5
2920,Organic Social,Retail,2022-09-15 12:44:00 UTC,50,4,5
2988,CPC,Retail,2022-09-23 12:47:56 UTC,50,1,5
3054,CPC,Retail,2022-09-28 11:29:41 UTC,50,1,5
3163,CPC,Retail,2022-10-10 10:21:00 UTC,50,1,5
3174,CPC,Retail,2022-10-12 12:11:27 UTC,50,1,5
3319,Direct,Retail,2022-11-10 15:07:00 UTC,50,2,5
29,CPC,Retail,2020-12-04 16:12:38 UTC,60,1,5
444,Organic Social,Retail,2021-04-02 10:03:20 UTC,60,4,5
479,CPC,Retail,2021-04-08 17:53:41 UTC,60,1,5
1110,Organic Search,Retail,2021-09-29 17:00:27 UTC,60,3,5
1145,Direct,Retail,2021-10-06 09:07:48 UTC,60,2,5
1491,Direct,Retail,2021-12-27 17:30:59 UTC,60,2,5
1520,Organic Search,Retail,2021-12-30 12:56:46 UTC,60,3,5
1637,Direct,Retail,2022-01-25 15:29:39 UTC,60,2,5
1730,Direct,Retail,2022-02-24 11:53:34 UTC,60,2,5
1734,Direct,Retail,2022-02-24 16:36:20 UTC,60,2,5
1802,Refferal,Retail,2022-03-04 12:11:48 UTC,60,5,5
1852,Refferal,Retail,2022-03-11 16:33:54 UTC,60,5,5
1984,Direct,Retail,2022-04-01 09:01:44 UTC,60,2,5
2080,Organic Search,Retail,2022-04-27 15:04:29 UTC,60,3,5
2251,Organic Social,Retail,2022-05-31 17:52:29 UTC,60,4,5
2425,Organic Search,Retail,2022-06-23 11:42:54 UTC,60,3,5
2584,CPC,Retail,2022-07-22 17:08:08 UTC,60,1,5
2770,CPC,Retail,2022-08-30 17:43:24 UTC,60,1,5
2807,CPC,Retail,2022-09-02 09:07:03 UTC,60,1,5
3142,Organic Search,Retail,2022-10-05 15:43:29 UTC,60,3,5
115,Organic Search,Retail,2020-12-30 15:17:41 UTC,325,3,5
629,Refferal,Retail,2021-05-28 10:23:27 UTC,325,5,5
777,Refferal,Retail,2021-07-02 10:47:13 UTC,325,5,5
885,Refferal,Retail,2021-08-03 10:39:18 UTC,325,5,5
947,Refferal,Retail,2021-08-24 17:45:12 UTC,325,5,5
1009,Refferal,Retail,2021-09-03 16:05:25 UTC,325,5,5
1975,Organic Search,Retail,2022-03-31 10:21:46 UTC,325,3,5
2181,Refferal,Retail,2022-05-24 17:22:42 UTC,325,5,5
2607,Refferal,Retail,2022-07-28 10:22:54 UTC,325,5,5
2615,Organic Social,Retail,2022-07-29 09:01:20 UTC,325,4,5
2969,Refferal,Retail,2022-09-21 17:57:34 UTC,325,5,5
57,CPC,Retail,2020-12-11 09:11:03 UTC,70,1,5
266,Direct,Retail,2021-02-09 15:14:14 UTC,70,2,5
409,Organic Search,Retail,2021-03-26 12:19:22 UTC,70,3,5
787,Refferal,Retail,2021-07-02 17:14:08 UTC,70,5,5
979,Organic Social,Retail,2021-08-31 10:20:15 UTC,70,4,5
1010,Organic Search,Retail,2021-09-03 17:16:20 UTC,70,3,5
1091,CPC,Retail,2021-09-27 17:16:30 UTC,70,1,5
1348,CPC,Retail,2021-12-02 12:45:29 UTC,70,1,5
1474,Organic Search,Retail,2021-12-24 10:38:04 UTC,70,3,5
1523,Refferal,Retail,2021-12-30 16:41:24 UTC,70,5,5
1733,Direct,Retail,2022-02-24 16:09:59 UTC,70,2,5
1911,CPC,Retail,2022-03-24 09:06:58 UTC,70,1,5
2001,CPC,Retail,2022-04-04 10:06:07 UTC,70,1,5
2208,Direct,Retail,2022-05-27 14:41:37 UTC,70,2,5
2294,Refferal,Retail,2022-06-03 13:45:57 UTC,70,5,5
2383,CPC,Retail,2022-06-16 09:05:22 UTC,70,1,5
2438,Refferal,Retail,2022-06-24 09:56:40 UTC,70,5,5
2814,Organic Search,Retail,2022-09-02 11:31:09 UTC,70,3,5
3060,CPC,Retail,2022-09-28 14:22:02 UTC,70,1,5
3198,Direct,Retail,2022-10-19 11:50:43 UTC,70,2,5
3199,Organic Social,Retail,2022-10-19 16:33:09 UTC,70,4,5
3261,Organic Social,Retail,2022-10-31 10:41:22 UTC,70,4,5
389,Organic Social,Retail,2021-03-19 16:17:53 UTC,80,4,5
794,Direct,Retail,2021-07-05 11:40:22 UTC,80,2,5
1150,Direct,Retail,2021-10-06 13:28:12 UTC,80,2,5
1214,Organic Search,Retail,2021-11-01 13:26:05 UTC,80,3,5
1284,Direct,Retail,2021-11-23 09:59:13 UTC,80,2,5
1598,CPC,Retail,2022-01-10 11:08:07 UTC,80,1,5
1671,CPC,Retail,2022-02-02 13:59:01 UTC,80,1,5
2105,Refferal,Retail,2022-05-02 13:48:01 UTC,80,5,5
2244,Refferal,Retail,2022-05-31 15:19:51 UTC,80,5,5
2475,Direct,Retail,2022-06-28 17:03:37 UTC,80,2,5
2795,Direct,Retail,2022-09-01 12:44:41 UTC,80,2,5
2901,Direct,Retail,2022-09-13 09:07:44 UTC,80,2,5
2983,CPC,Retail,2022-09-23 09:48:57 UTC,80,1,5
3100,Organic Search,Retail,2022-09-30 15:26:42 UTC,80,3,5
3221,Refferal,Retail,2022-10-26 09:00:29 UTC,80,5,5
577,Organic Search,Retail,2021-05-06 09:32:55 UTC,90,3,5
593,Organic Social,Retail,2021-05-10 17:21:45 UTC,90,4,5
594,Direct,Retail,2021-05-11 10:48:24 UTC,90,2,5
796,CPC,Retail,2021-07-05 12:28:15 UTC,90,1,5
921,Refferal,Retail,2021-08-12 17:20:12 UTC,90,5,5
964,CPC,Retail,2021-08-27 16:53:15 UTC,90,1,5
1035,CPC,Retail,2021-09-08 14:58:17 UTC,90,1,5
1324,Organic Search,Retail,2021-11-30 16:36:40 UTC,90,3,5
1450,CPC,Retail,2021-12-21 14:04:20 UTC,90,1,5
1479,Refferal,Retail,2021-12-24 17:04:16 UTC,90,5,5
1627,Direct,Retail,2022-01-21 16:32:57 UTC,90,2,5
1820,CPC,Retail,2022-03-08 10:31:44 UTC,90,1,5
1903,CPC,Retail,2022-03-23 16:43:50 UTC,90,1,5
2189,Organic Search,Retail,2022-05-25 11:10:03 UTC,90,3,5
2485,Organic Search,Retail,2022-06-29 12:56:03 UTC,90,3,5
2559,Organic Social,Retail,2022-07-14 10:44:13 UTC,90,4,5
2793,CPC,Retail,2022-09-01 11:46:46 UTC,90,1,5
2813,CPC,Retail,2022-09-02 10:57:15 UTC,90,1,5
2842,CPC,Retail,2022-09-05 16:20:34 UTC,90,1,5
2965,CPC,Retail,2022-09-21 15:58:28 UTC,90,1,5
2986,Direct,Retail,2022-09-23 10:53:36 UTC,90,2,5
3078,Organic Social,Retail,2022-09-29 16:22:46 UTC,90,4,5
3102,CPC,Retail,2022-09-30 16:39:54 UTC,90,1,5
3311,Direct,Retail,2022-11-07 15:32:48 UTC,90,2,5
3333,CPC,Retail,2022-11-16 17:22:11 UTC,90,1,5
15,Organic Social,Retail,2020-12-02 10:31:02 UTC,350,4,5
106,Refferal,Retail,2020-12-29 16:04:04 UTC,350,5,5
317,Refferal,Retail,2021-03-01 17:48:47 UTC,350,5,5
1062,Refferal,Retail,2021-09-20 14:51:32 UTC,350,5,5
1243,Refferal,Retail,2021-11-05 10:43:09 UTC,350,5,5
1258,Refferal,Retail,2021-11-09 17:05:09 UTC,350,5,5
1401,Direct,Retail,2021-12-09 13:14:13 UTC,350,2,5
1607,Direct,Retail,2022-01-13 14:08:35 UTC,350,2,5
1777,Refferal,Retail,2022-03-02 15:03:17 UTC,350,5,5
1795,Organic Search,Retail,2022-03-04 09:25:01 UTC,350,3,5
2024,Refferal,Retail,2022-04-06 16:52:01 UTC,350,5,5
2246,Refferal,Retail,2022-05-31 16:34:13 UTC,350,5,5
2266,Direct,Retail,2022-06-01 16:58:16 UTC,350,2,5
2366,Organic Social,Retail,2022-06-10 17:10:49 UTC,350,4,5
2418,Refferal,Retail,2022-06-22 15:23:32 UTC,350,5,5
2573,Direct,Retail,2022-07-20 14:57:03 UTC,350,2,5
2957,CPC,Retail,2022-09-21 12:02:43 UTC,350,1,5
3112,Refferal,Retail,2022-10-03 14:42:55 UTC,350,5,5
3184,Refferal,Retail,2022-10-14 17:21:32 UTC,350,5,5
3307,Refferal,Retail,2022-11-04 17:09:55 UTC,350,5,5
10,Direct,Retail,2020-11-30 17:53:22 UTC,100,2,5
386,Direct,Retail,2021-03-19 11:29:30 UTC,100,2,5
390,CPC,Retail,2021-03-19 17:10:29 UTC,100,1,5
429,CPC,Retail,2021-03-31 16:05:30 UTC,100,1,5
539,Refferal,Retail,2021-04-30 11:28:15 UTC,100,5,5
771,CPC,Retail,2021-07-01 15:44:40 UTC,100,1,5
786,Direct,Retail,2021-07-02 17:12:37 UTC,100,2,5
955,Direct,Retail,2021-08-26 15:13:33 UTC,100,2,5
1045,Refferal,Retail,2021-09-10 12:29:56 UTC,100,5,5
1190,CPC,Retail,2021-10-25 10:34:50 UTC,100,1,5
1295,Refferal,Retail,2021-11-25 17:48:56 UTC,100,5,5
1334,Refferal,Retail,2021-12-01 10:39:31 UTC,100,5,5
