leads_id,last_stage_id,last_stage,last_step,starting_ts,ending_ts,status,reason,cycle_duration
1572,104,approach_success,3,"2022-01-05 16:35:01","2022-01-12 13:46:05",lost,"not interested",6.88
1573,104,approach_success,3,"2022-01-05 16:41:47","2022-01-13 13:27:43",lost,"already use other products",7.87
1574,104,approach_success,3,"2022-01-05 17:39:33","2022-01-12 13:52:53",lost,"not answered",6.84
1575,102,leads_qualification,1,"2022-01-06 09:03:23","2022-01-11 09:48:15",lost,"not selected",5.03
1576,101,leads_registered,0,"2022-01-06 09:17:08","2022-01-06 09:17:08",open,"",0.0
1577,101,leads_registered,0,"2022-01-06 10:10:53","2022-01-06 10:10:53",open,"",0.0
1578,104,approach_success,3,"2022-01-06 10:47:45","2022-01-12 16:21:54",lost,"not answered",6.23
1579,108,deal_won,7,"2022-01-06 10:55:13","2022-02-01 16:37:17",won,"",26.24
1580,103,initial_communication_success,2,"2022-01-06 11:22:50","2022-01-13 14:09:46",lost,"not answered",7.12
1581,101,leads_registered,0,"2022-01-06 15:28:29","2022-01-06 15:28:29",open,"",0.0
1582,107,quotation_recieved,6,"2022-01-06 16:17:54","2022-01-31 15:32:18",lost,"not answered",24.97
1583,106,offer_sent,5,"2022-01-06 17:19:35","2022-01-25 09:42:51",lost,"price not fit",18.68
1584,103,initial_communication_success,2,"2022-01-06 17:28:17","2022-01-11 10:24:27",lost,"not interested",4.71
1585,103,initial_communication_success,2,"2022-01-06 17:36:21","2022-01-13 15:36:58",lost,"not answered",6.92
1586,107,quotation_recieved,6,"2022-01-06 17:42:43","2022-01-26 10:42:44",lost,"not answered",19.71
1587,101,leads_registered,0,"2022-01-07 09:28:33","2022-01-07 09:28:33",open,"",0.0
1588,104,approach_success,3,"2022-01-07 10:05:24","2022-01-18 14:32:35",lost,"not answered",11.19
1589,108,deal_won,7,"2022-01-07 11:08:57","2022-02-09 17:17:15",won,"",33.26
1590,103,initial_communication_success,2,"2022-01-07 12:57:34","2022-01-12 11:45:46",lost,"not answered",4.95
1591,102,leads_qualification,1,"2022-01-07 13:01:32","2022-01-14 15:14:35",lost,"not selected",7.09
1592,106,offer_sent,5,"2022-01-07 13:42:38","2022-01-28 16:29:00",lost,"not interested",21.12
1593,103,initial_communication_success,2,"2022-01-07 16:31:55","2022-01-17 17:30:12",lost,"not interested",10.04
1594,108,deal_won,7,"2022-01-07 17:05:53","2022-02-15 10:43:09",won,"",38.73
1595,101,leads_registered,0,"2022-01-07 17:46:14","2022-01-07 17:46:14",open,"",0.0
1596,102,leads_qualification,1,"2022-01-10 10:19:39","2022-01-12 11:24:03",lost,"not selected",2.04
1597,108,deal_won,7,"2022-01-10 10:24:02","2022-02-04 13:16:39",won,"",25.12
1598,108,deal_won,7,"2022-01-10 11:08:07","2022-02-09 12:58:12",won,"",30.08
1599,108,deal_won,7,"2022-01-11 09:54:47","2022-02-09 17:18:14",won,"",29.31
1600,104,approach_success,3,"2022-01-11 12:33:58","2022-01-21 11:00:51",lost,"not interested",9.94
1601,105,discussion_success,4,"2022-01-11 13:36:49","2022-01-24 15:09:12",lost,"price not fit",13.06
1602,107,quotation_recieved,6,"2022-01-11 15:07:56","2022-02-04 09:10:36",lost,"price not fit",23.75
1603,106,offer_sent,5,"2022-01-12 09:13:57","2022-01-28 13:05:05",lost,"not answered",16.16
1604,105,discussion_success,4,"2022-01-12 15:09:06","2022-01-25 17:02:26",lost,"not answered",13.08
1605,105,discussion_success,4,"2022-01-12 17:23:15","2022-01-24 14:10:33",lost,"not interested",11.87
1606,106,offer_sent,5,"2022-01-13 09:12:47","2022-01-28 10:42:44",lost,"not answered",15.06
1607,106,offer_sent,5,"2022-01-13 14:08:35","2022-02-01 13:43:09",lost,"price not fit",18.98
1608,108,deal_won,7,"2022-01-13 17:17:47","2022-02-17 11:52:06",won,"",34.77
1609,105,discussion_success,4,"2022-01-14 09:46:34","2022-02-03 16:17:48",lost,"not interested",20.27
1610,104,approach_success,3,"2022-01-14 10:12:58","2022-01-25 11:51:33",lost,"not answered",11.07
1611,101,leads_registered,0,"2022-01-17 10:33:19","2022-01-17 10:33:19",open,"",0.0
1612,102,leads_qualification,1,"2022-01-17 15:09:56","2022-01-21 09:08:58",lost,"not selected",3.75
1613,103,initial_communication_success,2,"2022-01-18 11:51:44","2022-01-24 14:47:38",lost,"not answered",6.12
1614,107,quotation_recieved,6,"2022-01-18 13:13:56","2022-02-16 13:07:44",lost,"price not fit",29.0
1615,103,initial_communication_success,2,"2022-01-18 13:26:08","2022-01-26 17:19:10",lost,"not answered",8.16
1616,105,discussion_success,4,"2022-01-18 15:19:19","2022-01-31 16:28:26",lost,"not interested",13.05
1617,104,approach_success,3,"2022-01-19 10:38:42","2022-01-31 11:56:40",lost,"not interested",12.05
1618,107,quotation_recieved,6,"2022-01-19 12:41:52","2022-02-09 14:08:37",lost,"not answered",21.06
1619,108,deal_won,7,"2022-01-19 12:50:19","2022-02-23 17:18:15",won,"",35.19
1620,108,deal_won,7,"2022-01-19 13:54:19","2022-02-24 10:42:45",won,"",35.87
1621,108,deal_won,7,"2022-01-19 16:27:47","2022-02-23 09:43:05",won,"",34.72
1622,105,discussion_success,4,"2022-01-20 14:03:28","2022-02-07 17:53:24",lost,"not interested",18.16
1623,108,deal_won,7,"2022-01-21 10:53:44","2022-02-23 11:11:33",won,"",33.01
1624,104,approach_success,3,"2022-01-21 10:58:16","2022-02-01 11:49:15",lost,"not interested",11.04
1625,108,deal_won,7,"2022-01-21 13:01:17","2022-02-28 11:16:16",won,"",37.93
1626,103,initial_communication_success,2,"2022-01-21 13:29:51","2022-01-31 10:51:31",lost,"not answered",9.89
1627,108,deal_won,7,"2022-01-21 16:32:57","2022-03-03 14:08:28",won,"",40.9
1628,106,offer_sent,5,"2022-01-21 16:46:18","2022-02-07 10:05:13",lost,"price not fit",16.72
1629,101,leads_registered,0,"2022-01-24 09:21:46","2022-01-24 09:21:46",open,"",0.0
1630,102,leads_qualification,1,"2022-01-24 10:27:11","2022-01-28 10:41:12",lost,"not selected",4.01
1631,108,deal_won,7,"2022-01-24 13:52:57","2022-03-01 16:26:16",won,"",36.11
1632,103,initial_communication_success,2,"2022-01-24 14:02:37","2022-01-31 15:24:26",lost,"not answered",7.06
1633,104,approach_success,3,"2022-01-24 17:07:23","2022-02-01 17:32:43",lost,"not interested",8.02
1634,108,deal_won,7,"2022-01-25 09:17:36","2022-03-04 14:53:12",won,"",38.23
1635,101,leads_registered,0,"2022-01-25 11:19:09","2022-01-25 11:19:09",open,"",0.0
1636,108,deal_won,7,"2022-01-25 15:27:39","2022-02-22 13:17:42",won,"",27.91
1637,101,leads_registered,0,"2022-01-25 15:29:39","2022-01-25 15:29:39",open,"",0.0
1638,105,discussion_success,4,"2022-01-26 09:48:47","2022-02-14 17:06:05",lost,"not interested",19.3
1639,108,deal_won,7,"2022-01-26 10:40:37","2022-02-28 17:47:08",won,"",33.3
1640,107,quotation_recieved,6,"2022-01-26 11:27:06","2022-02-18 10:38:51",lost,"price not fit",22.97
1641,103,initial_communication_success,2,"2022-01-26 14:45:37","2022-02-01 10:03:43",lost,"not answered",5.8
1642,104,approach_success,3,"2022-01-26 15:05:57","2022-02-03 12:16:12",lost,"not interested",7.88
1643,108,deal_won,7,"2022-01-26 17:12:15","2022-02-28 10:41:47",won,"",32.73
1644,104,approach_success,3,"2022-01-26 17:51:50","2022-02-03 12:41:30",lost,"not interested",7.78
1645,105,discussion_success,4,"2022-01-27 09:38:16","2022-02-16 17:07:36",lost,"not interested",20.31
1646,108,deal_won,7,"2022-01-27 15:19:52","2022-03-01 14:43:36",won,"",32.97
1647,101,leads_registered,0,"2022-01-27 15:35:55","2022-01-27 15:35:55",open,"",0.0
1648,107,quotation_recieved,6,"2022-01-27 17:25:25","2022-02-22 11:37:32",lost,"not answered",25.76
1649,105,discussion_success,4,"2022-01-27 17:37:53","2022-02-11 14:28:14",lost,"price not fit",14.87
1650,106,offer_sent,5,"2022-01-28 09:12:55","2022-02-15 09:22:11",lost,"not answered",18.01
1651,104,approach_success,3,"2022-01-28 10:13:02","2022-02-07 11:47:57",lost,"not interested",10.07
1652,108,deal_won,7,"2022-01-28 12:17:21","2022-02-28 16:04:00",won,"",31.16
1653,104,approach_success,3,"2022-01-28 12:21:31","2022-02-04 15:06:49",lost,"not answered",7.11
1654,108,deal_won,7,"2022-01-28 12:58:06","2022-03-03 17:42:10",won,"",34.2
1655,105,discussion_success,4,"2022-01-28 13:55:04","2022-02-14 13:13:00",lost,"not answered",16.97
1656,108,deal_won,7,"2022-01-28 14:18:58","2022-02-23 17:20:40",won,"",26.13
1657,101,leads_registered,0,"2022-01-28 16:45:58","2022-01-28 16:45:58",open,"",0.0
1658,101,leads_registered,0,"2022-01-31 10:08:37","2022-01-31 10:08:37",open,"",0.0
1659,103,initial_communication_success,2,"2022-01-31 10:46:27","2022-02-07 17:17:08",lost,"not answered",7.27
1660,106,offer_sent,5,"2022-01-31 12:30:21","2022-02-18 14:37:00",lost,"price not fit",18.09
1661,102,leads_qualification,1,"2022-01-31 13:53:54","2022-02-07 16:41:48",lost,"not selected",7.12
1662,105,discussion_success,4,"2022-01-31 14:07:39","2022-02-14 15:30:12",lost,"not answered",14.06
1663,108,deal_won,7,"2022-01-31 16:10:24","2022-03-02 09:50:19",won,"",29.74
1664,108,deal_won,7,"2022-02-01 09:26:46","2022-03-01 09:14:20",won,"",27.99
1665,107,quotation_recieved,6,"2022-02-01 10:09:53","2022-02-22 11:56:15",lost,"not answered",21.07
1666,108,deal_won,7,"2022-02-01 16:10:34","2022-02-28 15:22:45",won,"",26.97
1667,107,quotation_recieved,6,"2022-02-01 17:27:09","2022-02-22 12:29:26",lost,"price not fit",20.79
1668,107,quotation_recieved,6,"2022-02-02 10:02:14","2022-03-01 14:37:46",lost,"price not fit",27.19
1669,108,deal_won,7,"2022-02-02 12:56:29","2022-03-04 09:22:29",won,"",29.85
1670,105,discussion_success,4,"2022-02-02 13:12:22","2022-02-15 14:12:20",lost,"not interested",13.04
1671,108,deal_won,7,"2022-02-02 13:59:01","2022-03-04 10:34:46",won,"",29.86
1672,106,offer_sent,5,"2022-02-02 15:02:45","2022-02-16 09:15:57",lost,"not answered",13.76
1673,108,deal_won,7,"2022-02-02 15:39:30","2022-03-11 10:02:20",won,"",36.77
1674,108,deal_won,7,"2022-02-02 16:22:33","2022-03-03 10:52:55",won,"",28.77
1675,108,deal_won,7,"2022-02-02 16:56:54","2022-02-28 15:05:48",won,"",25.92
1676,103,initial_communication_success,2,"2022-02-03 09:42:20","2022-02-08 16:57:03",lost,"not answered",5.3
1677,108,deal_won,7,"2022-02-03 12:24:13","2022-03-01 16:00:32",won,"",26.15
1678,105,discussion_success,4,"2022-02-03 16:17:11","2022-02-15 09:53:03",lost,"price not fit",11.73
1679,108,deal_won,7,"2022-02-03 17:33:54","2022-03-04 16:51:45",won,"",28.97
1680,104,approach_success,3,"2022-02-04 10:37:00","2022-02-15 11:15:34",lost,"not answered",11.03
1681,103,initial_communication_success,2,"2022-02-04 12:13:11","2022-02-14 10:00:52",lost,"not answered",9.91
1682,101,leads_registered,0,"2022-02-04 12:53:21","2022-02-04 12:53:21",open,"",0.0
1683,101,leads_registered,0,"2022-02-04 17:31:26","2022-02-04 17:31:26",open,"",0.0
1684,103,initial_communication_success,2,"2022-02-07 14:30:29","2022-02-14 14:45:09",lost,"not answered",7.01
1685,101,leads_registered,0,"2022-02-07 15:32:41","2022-02-07 15:32:41",open,"",0.0
1686,103,initial_communication_success,2,"2022-02-07 17:24:05","2022-02-14 09:14:02",lost,"not answered",6.66
1687,101,leads_registered,0,"2022-02-09 16:32:18","2022-02-09 16:32:18",open,"",0.0
1688,101,leads_registered,0,"2022-02-09 17:27:55","2022-02-09 17:27:55",open,"",0.0
1689,103,initial_communication_success,2,"2022-02-10 09:08:50","2022-02-18 12:15:01",lost,"not answered",8.13
1690,105,discussion_success,4,"2022-02-10 09:51:48","2022-02-22 10:55:21",lost,"not answered",12.04
1691,103,initial_communication_success,2,"2022-02-10 12:41:06","2022-02-16 16:32:19",lost,"not answered",6.16
1692,105,discussion_success,4,"2022-02-10 13:42:10","2022-02-28 16:34:35",lost,"price not fit",18.12
1693,108,deal_won,7,"2022-02-11 10:07:37","2022-03-22 10:21:25",won,"",39.01
1694,102,leads_qualification,1,"2022-02-11 10:36:56","2022-02-14 11:24:34",lost,"not selected",3.03
1695,106,offer_sent,5,"2022-02-11 12:22:06","2022-02-25 09:12:42",lost,"price not fit",13.87
1696,106,offer_sent,5,"2022-02-14 14:39:14","2022-03-07 11:22:12",lost,"not interested",20.86
1697,103,initial_communication_success,2,"2022-02-14 17:14:26","2022-02-21 10:13:37",lost,"not answered",6.71
1698,108,deal_won,7,"2022-02-15 16:22:45","2022-03-25 15:59:55",won,"",37.98
1699,106,offer_sent,5,"2022-02-16 09:40:54","2022-03-07 16:19:45",lost,"price not fit",19.28
1700,102,leads_qualification,1,"2022-02-16 10:40:22","2022-02-22 16:18:42",lost,"not selected",6.23
1701,105,discussion_success,4,"2022-02-16 16:13:38","2022-03-07 09:11:38",lost,"not interested",18.71
1702,105,discussion_success,4,"2022-02-16 16:43:41","2022-03-03 09:17:52",lost,"price not fit",14.69
1703,104,approach_success,3,"2022-02-16 17:49:57","2022-02-28 10:55:26",lost,"not interested",11.71
1704,108,deal_won,7,"2022-02-17 10:27:08","2022-03-22 10:09:35",won,"",32.99
1705,104,approach_success,3,"2022-02-17 14:50:06","2022-02-25 13:51:29",lost,"not interested",7.96
1706,108,deal_won,7,"2022-02-17 16:15:54","2022-03-25 12:03:36",won,"",35.82
1707,106,offer_sent,5,"2022-02-18 10:50:06","2022-03-07 13:09:43",lost,"not answered",17.1
1708,102,leads_qualification,1,"2022-02-18 15:10:43","2022-02-25 16:17:08",lost,"not selected",7.05
1709,103,initial_communication_success,2,"2022-02-21 09:28:05","2022-03-02 15:00:27",lost,"not answered",9.23
1710,108,deal_won,7,"2022-02-21 11:26:55","2022-04-01 16:20:06",won,"",39.2
1711,101,leads_registered,0,"2022-02-21 11:59:08","2022-02-21 11:59:08",open,"",0.0
1712,103,initial_communication_success,2,"2022-02-21 12:38:49","2022-02-28 14:14:17",lost,"not answered",7.07
1713,104,approach_success,3,"2022-02-21 16:55:26","2022-03-01 09:22:57",lost,"not answered",7.69
1714,107,quotation_recieved,6,"2022-02-22 09:17:06","2022-03-23 14:34:07",lost,"not answered",29.22
1715,102,leads_qualification,1,"2022-02-22 10:30:22","2022-02-28 12:08:21",lost,"not selected",6.07
1716,101,leads_registered,0,"2022-02-22 10:35:56","2022-02-22 10:35:56",open,"",0.0
1717,101,leads_registered,0,"2022-02-22 15:05:37","2022-02-22 15:05:37",open,"",0.0
1718,105,discussion_success,4,"2022-02-23 09:04:32","2022-03-07 11:51:24",lost,"not answered",12.12
1719,104,approach_success,3,"2022-02-23 09:37:25","2022-03-07 11:59:55",lost,"not answered",12.1
1720,105,discussion_success,4,"2022-02-23 13:25:21","2022-03-14 17:22:51",lost,"not interested",19.16
1721,107,quotation_recieved,6,"2022-02-23 14:18:18","2022-03-21 15:59:25",lost,"price not fit",26.07
1722,102,leads_qualification,1,"2022-02-23 14:24:04","2022-03-01 17:01:59",lost,"not selected",6.11
1723,103,initial_communication_success,2,"2022-02-23 16:16:42","2022-03-02 17:51:58",lost,"not interested",7.07
1724,108,deal_won,7,"2022-02-23 16:35:09","2022-04-01 14:37:07",won,"",36.92
1725,106,offer_sent,5,"2022-02-23 16:40:47","2022-03-09 09:37:52",lost,"not interested",13.71
1726,105,discussion_success,4,"2022-02-24 09:38:05","2022-03-14 17:17:44",lost,"price not fit",18.32
1727,108,deal_won,7,"2022-02-24 10:08:29","2022-04-01 14:11:02",won,"",36.17
1728,108,deal_won,7,"2022-02-24 10:23:43","2022-04-04 11:22:21",won,"",39.04
1729,102,leads_qualification,1,"2022-02-24 10:30:15","2022-03-03 14:21:55",lost,"not selected",7.16
1730,108,deal_won,7,"2022-02-24 11:53:34","2022-04-01 17:33:19",won,"",36.24
1731,101,leads_registered,0,"2022-02-24 12:22:01","2022-02-24 12:22:01",open,"",0.0
1732,101,leads_registered,0,"2022-02-24 14:37:30","2022-02-24 14:37:30",open,"",0.0
1733,106,offer_sent,5,"2022-02-24 16:09:59","2022-03-16 10:03:12",lost,"not answered",19.75
1734,107,quotation_recieved,6,"2022-02-24 16:36:20","2022-03-25 16:47:08",lost,"price not fit",29.01
1735,101,leads_registered,0,"2022-02-24 17:12:04","2022-02-24 17:12:04",open,"",0.0
1736,104,approach_success,3,"2022-02-25 09:01:41","2022-03-09 10:09:33",lost,"not answered",12.05
1737,108,deal_won,7,"2022-02-25 10:43:07","2022-04-01 16:29:53",won,"",35.24
1738,105,discussion_success,4,"2022-02-25 10:44:48","2022-03-08 15:33:10",lost,"not interested",11.2
1739,106,offer_sent,5,"2022-02-25 14:19:06","2022-03-15 10:11:53",lost,"not answered",17.83
1740,108,deal_won,7,"2022-02-25 16:32:02","2022-04-04 17:33:42",won,"",38.04
1741,101,leads_registered,0,"2022-02-25 16:51:05","2022-02-25 16:51:05",open,"",0.0
1742,107,quotation_recieved,6,"2022-02-25 16:53:01","2022-03-23 10:58:38",lost,"price not fit",25.75
1743,105,discussion_success,4,"2022-02-25 17:54:04","2022-03-15 16:37:25",lost,"not interested",17.95
1744,108,deal_won,7,"2022-02-25 17:54:57","2022-03-30 10:48:30",won,"",32.7
1745,102,leads_qualification,1,"2022-02-28 09:19:07","2022-03-07 17:07:43",lost,"not selected",7.33
1746,104,approach_success,3,"2022-02-28 09:29:49","2022-03-08 12:47:10",lost,"already use other products",8.14
1747,101,leads_registered,0,"2022-02-28 09:50:07","2022-02-28 09:50:07",open,"",0.0
1748,104,approach_success,3,"2022-02-28 10:05:31","2022-03-09 11:07:34",lost,"not interested",9.04
1749,108,deal_won,7,"2022-02-28 10:48:03","2022-04-04 13:13:26",won,"",35.1
1750,101,leads_registered,0,"2022-02-28 11:22:46","2022-02-28 11:22:46",open,"",0.0
1751,104,approach_success,3,"2022-02-28 11:48:07","2022-03-09 17:38:17",lost,"not interested",9.24
1752,108,deal_won,7,"2022-02-28 12:11:37","2022-03-28 12:45:19",won,"",28.02
1753,104,approach_success,3,"2022-02-28 13:30:27","2022-03-08 15:46:54",lost,"not interested",8.09
1754,108,deal_won,7,"2022-02-28 14:23:51","2022-04-01 10:54:11",won,"",31.85
1755,108,deal_won,7,"2022-02-28 14:45:37","2022-04-08 17:08:58",won,"",39.1
1756,105,discussion_success,4,"2022-02-28 14:47:00","2022-03-17 17:30:17",lost,"not interested",17.11
1757,108,deal_won,7,"2022-02-28 14:59:04","2022-04-04 11:03:50",won,"",34.84
1758,104,approach_success,3,"2022-02-28 15:33:01","2022-03-10 16:04:55",lost,"not answered",10.02
1759,104,approach_success,3,"2022-02-28 16:21:45","2022-03-07 09:33:54",lost,"not answered",6.72
1760,103,initial_communication_success,2,"2022-02-28 16:46:05","2022-03-08 10:10:51",lost,"not interested",7.73
1761,104,approach_success,3,"2022-02-28 17:17:21","2022-03-10 13:35:41",lost,"not interested",9.85
1762,104,approach_success,3,"2022-02-28 17:23:28","2022-03-11 11:27:20",lost,"already use other products",10.75
1763,106,offer_sent,5,"2022-02-28 17:41:18","2022-03-21 16:04:47",lost,"not interested",20.93
1764,108,deal_won,7,"2022-03-01 09:36:13","2022-04-04 17:57:21",won,"",34.35
1765,101,leads_registered,0,"2022-03-01 09:44:18","2022-03-01 09:44:18",open,"",0.0
1766,104,approach_success,3,"2022-03-01 12:19:05","2022-03-09 12:46:13",lost,"not interested",8.02
1767,108,deal_won,7,"2022-03-01 13:19:44","2022-04-01 13:16:56",won,"",31.0
1768,103,initial_communication_success,2,"2022-03-01 13:51:49","2022-03-10 11:00:16",lost,"not answered",8.88
1769,105,discussion_success,4,"2022-03-01 14:37:53","2022-03-18 09:39:43",lost,"not interested",16.79
1770,108,deal_won,7,"2022-03-02 09:33:04","2022-04-07 11:55:43",won,"",36.1
1771,101,leads_registered,0,"2022-03-02 09:51:05","2022-03-02 09:51:05",open,"",0.0
1772,108,deal_won,7,"2022-03-02 09:58:58","2022-04-07 13:11:15",won,"",36.13
1773,108,deal_won,7,"2022-03-02 10:02:00","2022-03-25 16:02:36",won,"",23.25
1774,105,discussion_success,4,"2022-03-02 10:58:23","2022-03-22 09:18:12",lost,"price not fit",19.93
1775,101,leads_registered,0,"2022-03-02 13:30:11","2022-03-02 13:30:11",open,"",0.0
1776,106,offer_sent,5,"2022-03-02 14:41:19","2022-03-21 14:04:02",lost,"not interested",18.97
1777,108,deal_won,7,"2022-03-02 15:03:17","2022-03-29 11:18:34",won,"",26.84
1778,104,approach_success,3,"2022-03-02 15:28:32","2022-03-09 11:35:43",lost,"already use other products",6.84
1779,104,approach_success,3,"2022-03-02 16:11:07","2022-03-11 10:20:59",lost,"not answered",8.76
1780,103,initial_communication_success,2,"2022-03-02 16:31:08","2022-03-09 16:19:12",lost,"not interested",6.99
1781,108,deal_won,7,"2022-03-02 16:34:44","2022-04-05 09:04:04",won,"",33.69
1782,108,deal_won,7,"2022-03-02 16:49:19","2022-04-05 16:00:35",won,"",33.97
1783,108,deal_won,7,"2022-03-02 17:13:58","2022-04-04 09:51:03",won,"",32.69
1784,107,quotation_recieved,6,"2022-03-03 10:48:07","2022-03-21 10:24:07",lost,"price not fit",17.98
1785,102,leads_qualification,1,"2022-03-03 11:28:34","2022-03-10 09:36:31",lost,"not selected",6.92
1786,102,leads_qualification,1,"2022-03-03 11:44:45","2022-03-09 09:44:53",lost,"not selected",5.92
1787,104,approach_success,3,"2022-03-03 12:20:31","2022-03-09 09:22:29",lost,"not interested",5.88
1788,106,offer_sent,5,"2022-03-03 12:23:55","2022-03-25 16:17:21",lost,"not answered",22.16
1789,102,leads_qualification,1,"2022-03-03 12:57:59","2022-03-07 10:36:45",lost,"not selected",3.9
1790,106,offer_sent,5,"2022-03-03 13:12:58","2022-03-22 14:18:34",lost,"not answered",19.05
1791,108,deal_won,7,"2022-03-03 13:38:45","2022-03-29 16:18:09",won,"",26.11
1792,108,deal_won,7,"2022-03-03 16:04:21","2022-04-06 10:49:40",won,"",33.78
1793,101,leads_registered,0,"2022-03-03 16:35:06","2022-03-03 16:35:06",open,"",0.0
1794,101,leads_registered,0,"2022-03-04 09:04:08","2022-03-04 09:04:08",open,"",0.0
1795,104,approach_success,3,"2022-03-04 09:25:01","2022-03-14 12:22:17",lost,"not interested",10.12
1796,103,initial_communication_success,2,"2022-03-04 09:32:07","2022-03-14 14:17:06",lost,"not answered",10.2
1797,108,deal_won,7,"2022-03-04 09:58:00","2022-04-01 09:13:51",won,"",27.97
1798,105,discussion_success,4,"2022-03-04 10:02:32","2022-03-21 10:16:04",lost,"not answered",17.01
1799,104,approach_success,3,"2022-03-04 10:44:20","2022-03-14 10:52:05",lost,"not answered",10.01
1800,105,discussion_success,4,"2022-03-04 10:52:54","2022-03-18 12:14:03",lost,"not interested",14.06
1801,103,initial_communication_success,2,"2022-03-04 10:58:39","2022-03-10 15:45:02",lost,"not answered",6.2
1802,105,discussion_success,4,"2022-03-04 12:11:48","2022-03-23 16:28:58",lost,"not answered",19.18
1803,104,approach_success,3,"2022-03-04 12:20:49","2022-03-10 10:23:19",lost,"not answered",5.92
1804,105,discussion_success,4,"2022-03-04 14:13:18","2022-03-17 09:32:27",lost,"not interested",12.8
1805,105,discussion_success,4,"2022-03-04 16:03:57","2022-03-18 14:15:01",lost,"not answered",13.92
1806,108,deal_won,7,"2022-03-04 16:10:02","2022-04-04 09:26:53",won,"",30.72
1807,104,approach_success,3,"2022-03-04 17:07:55","2022-03-14 09:01:08",lost,"not answered",9.66
1808,108,deal_won,7,"2022-03-04 17:14:52","2022-04-01 15:42:18",won,"",27.94
1809,102,leads_qualification,1,"2022-03-07 10:54:55","2022-03-11 17:10:45",lost,"not selected",4.26
1810,105,discussion_success,4,"2022-03-07 12:10:51","2022-03-25 11:59:28",lost,"not interested",17.99
1811,108,deal_won,7,"2022-03-07 13:25:48","2022-04-04 14:01:14",won,"",28.02
1812,105,discussion_success,4,"2022-03-07 13:47:21","2022-03-22 12:39:44",lost,"not answered",14.95
1813,108,deal_won,7,"2022-03-07 13:48:39","2022-04-04 13:20:20",won,"",27.98
1814,108,deal_won,7,"2022-03-07 15:26:06","2022-04-06 09:13:08",won,"",29.74
1815,108,deal_won,7,"2022-03-07 15:34:14","2022-04-05 15:20:50",won,"",28.99
1816,108,deal_won,7,"2022-03-07 16:06:30","2022-04-01 09:09:51",won,"",24.71
1817,103,initial_communication_success,2,"2022-03-08 09:11:00","2022-03-14 16:21:23",lost,"not answered",6.3
1818,103,initial_communication_success,2,"2022-03-08 09:30:54","2022-03-15 13:20:14",lost,"not interested",7.16
1819,103,initial_communication_success,2,"2022-03-08 10:07:33","2022-03-14 10:34:21",lost,"not interested",6.02
1820,108,deal_won,7,"2022-03-08 10:31:44","2022-04-07 10:17:08",won,"",29.99
1821,105,discussion_success,4,"2022-03-08 11:00:57","2022-03-22 10:20:23",lost,"price not fit",13.97
1822,101,leads_registered,0,"2022-03-08 12:08:23","2022-03-08 12:08:23",open,"",0.0
1823,108,deal_won,7,"2022-03-08 15:47:15","2022-04-04 12:13:47",won,"",26.85
1824,102,leads_qualification,1,"2022-03-08 16:14:38","2022-03-14 12:55:12",lost,"not selected",5.86
1825,103,initial_communication_success,2,"2022-03-08 16:26:38","2022-03-14 16:22:51",lost,"not interested",6.0
1826,108,deal_won,7,"2022-03-09 09:37:43","2022-04-04 17:53:19",won,"",26.34
1827,108,deal_won,7,"2022-03-09 10:09:38","2022-04-05 10:35:30",won,"",27.02
1828,101,leads_registered,0,"2022-03-09 10:47:26","2022-03-09 10:47:26",open,"",0.0
1829,104,approach_success,3,"2022-03-09 11:29:15","2022-03-18 09:19:10",lost,"not interested",8.91
1830,101,leads_registered,0,"2022-03-09 12:04:24","2022-03-09 12:04:24",open,"",0.0
1831,107,quotation_recieved,6,"2022-03-09 12:38:56","2022-03-28 10:26:44",lost,"not answered",18.91
1832,101,leads_registered,0,"2022-03-09 13:29:24","2022-03-09 13:29:24",open,"",0.0
1833,105,discussion_success,4,"2022-03-09 13:47:50","2022-03-24 09:03:49",lost,"price not fit",14.8
1834,104,approach_success,3,"2022-03-09 14:03:44","2022-03-21 09:58:25",lost,"not interested",11.83
1835,105,discussion_success,4,"2022-03-09 14:34:49","2022-03-21 14:57:42",lost,"price not fit",12.02
1836,103,initial_communication_success,2,"2022-03-09 14:36:06","2022-03-16 13:20:33",lost,"not answered",6.95
1837,108,deal_won,7,"2022-03-09 15:53:03","2022-04-05 11:40:43",won,"",26.82
1838,103,initial_communication_success,2,"2022-03-09 17:45:33","2022-03-15 12:02:48",lost,"not answered",5.76
1839,106,offer_sent,5,"2022-03-09 17:58:27","2022-03-28 13:43:12",lost,"not interested",18.82
1840,101,leads_registered,0,"2022-03-10 10:48:55","2022-03-10 10:48:55",open,"",0.0
1841,105,discussion_success,4,"2022-03-10 12:51:35","2022-03-21 09:35:10",lost,"not answered",10.86
1842,101,leads_registered,0,"2022-03-10 13:35:04","2022-03-10 13:35:04",open,"",0.0
1843,108,deal_won,7,"2022-03-10 14:06:34","2022-04-14 11:11:16",won,"",34.88
1844,104,approach_success,3,"2022-03-10 16:51:09","2022-03-18 09:43:30",lost,"already use other products",7.7
1845,108,deal_won,7,"2022-03-11 09:51:13","2022-04-05 09:10:01",won,"",24.97
1846,101,leads_registered,0,"2022-03-11 10:17:18","2022-03-11 10:17:18",open,"",0.0
1847,106,offer_sent,5,"2022-03-11 10:41:18","2022-03-30 16:46:47",lost,"price not fit",19.25
