leads_id,last_stage,no_of_stage,start_ts,stage2_ts,stage3_ts,stage4_ts,stage5_ts,stage6_ts,stage7_ts,stage8_ts,stage2_state,stage3_state,stage4_state,stage5_state,stage6_state,stage7_state,stage8_state,reason,last_ts,stage2_duration,stage3_duration,stage4_duration,stage5_duration,stage6_duration,stage7_duration,stage8_duration,last_state,cycle_duration
2321,101,1,"2022-06-06 16:39:38",,,,,,,,,,,,,,,"","2022-06-06 16:39:38",,,,,,,,open,0.0
2322,108,8,"2022-06-06 17:10:22","2022-06-10 10:55:01","2022-06-13 10:35:50","2022-06-15 16:30:01","2022-06-23 09:11:08","2022-06-27 11:53:10","2022-07-05 14:56:25","2022-07-11 10:21:27",1,1,1,1,1,1,1,"","2022-07-11 10:21:27",3.74,2.99,2.25,7.7,4.11,8.13,5.81,won,34.72
2323,105,5,"2022-06-06 17:27:01","2022-06-10 12:47:30","2022-06-13 15:53:02","2022-06-15 14:06:48","2022-06-20 14:44:39",,,,1,1,1,0,,,,"not answered","2022-06-20 14:44:39",3.81,3.13,1.93,5.03,,,,loss,13.89
2324,106,6,"2022-06-07 09:02:13","2022-06-13 12:21:25","2022-06-14 10:36:03","2022-06-15 14:30:54","2022-06-21 10:04:26","2022-06-23 10:26:23",,,1,1,1,1,0,,,"price not fit","2022-06-23 10:26:23",6.14,0.93,1.16,5.81,2.02,,,loss,16.06
2325,108,8,"2022-06-07 09:58:43","2022-06-10 10:38:18","2022-06-13 09:11:49","2022-06-15 17:10:06","2022-06-24 10:53:21","2022-06-27 10:46:37","2022-07-04 17:05:05","2022-07-07 17:38:37",1,1,1,1,1,1,1,"","2022-07-07 17:38:37",3.03,2.94,2.33,8.74,3.0,7.26,3.02,won,30.32
2326,107,7,"2022-06-07 10:06:15","2022-06-13 16:51:40","2022-06-15 17:32:41","2022-06-17 13:33:26","2022-06-20 09:33:40","2022-06-23 10:07:13","2022-07-01 16:58:26",,1,1,1,1,1,0,,"not answered","2022-07-01 16:58:26",6.28,2.03,1.83,2.83,3.02,8.29,,loss,24.29
2327,105,5,"2022-06-07 10:53:39","2022-06-10 15:10:49","2022-06-13 10:52:41","2022-06-14 14:03:06","2022-06-21 12:37:39",,,,1,1,1,0,,,,"not interested","2022-06-21 12:37:39",3.18,2.82,1.13,6.94,,,,loss,14.07
2328,104,4,"2022-06-07 12:47:52","2022-06-13 12:52:31","2022-06-16 12:59:54","2022-06-17 16:11:17",,,,,1,1,0,,,,,"not answered","2022-06-17 16:11:17",6.0,3.01,1.13,,,,,loss,10.14
2329,101,1,"2022-06-07 14:01:50",,,,,,,,,,,,,,,"","2022-06-07 14:01:50",,,,,,,,open,0.0
233,106,6,"2021-02-01 16:03:20","2021-02-05 10:45:50","2021-02-08 17:00:56","2021-02-09 11:24:29","2021-02-12 17:52:55","2021-02-16 11:23:35",,,1,1,1,1,0,,,"price not fit","2021-02-16 11:23:35",3.78,3.26,0.77,3.27,3.73,,,loss,14.81
2330,108,8,"2022-06-07 15:19:25","2022-06-10 11:55:01","2022-06-13 15:35:01","2022-06-14 15:49:44","2022-06-20 14:25:11","2022-06-24 09:23:22","2022-07-01 12:15:31","2022-07-04 13:14:24",1,1,1,1,1,1,1,"","2022-07-04 13:14:24",2.86,3.15,1.01,5.94,3.79,7.12,3.04,won,26.91
2331,105,5,"2022-06-07 16:19:37","2022-06-13 11:30:35","2022-06-14 15:07:30","2022-06-16 14:53:58","2022-06-20 10:07:01",,,,1,1,1,0,,,,"price not fit","2022-06-20 10:07:01",5.8,1.15,1.99,3.8,,,,loss,12.74
2332,108,8,"2022-06-07 16:47:56","2022-06-10 11:20:19","2022-06-13 15:49:30","2022-06-15 14:58:36","2022-06-21 14:22:08","2022-06-23 12:38:14","2022-06-30 15:50:55","2022-07-06 14:19:29",1,1,1,1,1,1,1,"","2022-07-06 14:19:29",2.77,3.19,1.96,5.97,1.93,7.13,5.94,won,28.9
2333,103,3,"2022-06-07 17:04:37","2022-06-13 09:00:02","2022-06-14 17:33:19",,,,,,1,0,,,,,,"not answered","2022-06-14 17:33:19",5.66,1.36,,,,,,loss,7.02
2334,106,6,"2022-06-08 09:06:48","2022-06-13 15:26:31","2022-06-14 17:38:11","2022-06-15 16:48:09","2022-06-21 11:59:28","2022-06-24 09:11:10",,,1,1,1,1,0,,,"price not fit","2022-06-24 09:11:10",5.26,1.09,0.97,5.8,2.88,,,loss,16.0
2335,103,3,"2022-06-08 09:31:20","2022-06-14 09:04:41","2022-06-17 15:01:38",,,,,,1,0,,,,,,"not answered","2022-06-17 15:01:38",5.98,3.25,,,,,,loss,9.23
2336,108,8,"2022-06-08 09:42:27","2022-06-13 09:38:56","2022-06-15 10:24:58","2022-06-16 09:25:06","2022-06-23 17:53:04","2022-06-27 09:20:11","2022-07-04 16:01:02","2022-07-07 16:16:48",1,1,1,1,1,1,1,"","2022-07-07 16:16:48",5.0,2.03,0.96,7.35,3.64,7.28,3.01,won,29.27
2337,107,7,"2022-06-08 10:16:35","2022-06-13 09:51:35","2022-06-15 17:46:27","2022-06-16 12:21:50","2022-06-20 17:24:39","2022-06-22 13:15:08","2022-06-28 09:55:41",,1,1,1,1,1,0,,"not answered","2022-06-28 09:55:41",4.98,2.33,0.77,4.21,1.83,5.86,,loss,19.99
2338,107,7,"2022-06-08 10:44:06","2022-06-14 16:41:16","2022-06-16 17:24:22","2022-06-17 17:24:07","2022-06-23 09:28:03","2022-06-27 14:20:38","2022-07-05 13:09:20",,1,1,1,1,1,0,,"not answered","2022-07-05 13:09:20",6.25,2.03,1.0,5.67,4.2,7.95,,loss,27.1
2339,104,4,"2022-06-08 11:24:31","2022-06-13 13:36:32","2022-06-15 09:18:22","2022-06-16 13:35:39",,,,,1,1,0,,,,,"not interested","2022-06-16 13:35:39",5.09,1.82,1.18,,,,,loss,8.09
234,101,1,"2021-02-01 17:01:34",,,,,,,,,,,,,,,"","2021-02-01 17:01:34",,,,,,,,open,0.0
2340,104,4,"2022-06-08 11:29:51","2022-06-14 16:53:12","2022-06-15 16:49:17","2022-06-16 14:02:37",,,,,1,1,0,,,,,"not answered","2022-06-16 14:02:37",6.22,1.0,0.88,,,,,loss,8.11
2341,104,4,"2022-06-08 11:31:28","2022-06-10 15:44:35","2022-06-13 17:04:02","2022-06-14 11:03:51",,,,,1,1,0,,,,,"not interested","2022-06-14 11:03:51",2.18,3.06,0.75,,,,,loss,5.98
2342,108,8,"2022-06-08 12:58:20","2022-06-10 17:22:10","2022-06-13 10:41:53","2022-06-14 14:53:45","2022-06-21 17:17:58","2022-06-23 13:10:45","2022-07-01 16:27:24","2022-07-06 10:24:19",1,1,1,1,1,1,1,"","2022-07-06 10:24:19",2.18,2.72,1.17,7.1,1.83,8.14,4.75,won,27.89
2343,105,5,"2022-06-08 13:49:13","2022-06-15 10:46:50","2022-06-17 13:22:59","2022-06-20 12:25:24","2022-06-28 17:14:50",,,,1,1,1,0,,,,"price not fit","2022-06-28 17:14:50",6.87,2.11,2.96,8.2,,,,loss,20.14
2344,108,8,"2022-06-08 14:54:09","2022-06-13 09:18:30","2022-06-14 16:09:35","2022-06-16 10:38:06","2022-06-27 12:05:09","2022-06-28 15:53:11","2022-07-04 12:26:31","2022-07-08 15:50:22",1,1,1,1,1,1,1,"","2022-07-08 15:50:22",4.77,1.29,1.77,11.06,1.16,5.86,4.14,won,30.04
2345,103,3,"2022-06-08 15:59:35","2022-06-13 09:39:20","2022-06-14 09:07:17",,,,,,1,0,,,,,,"not answered","2022-06-14 09:07:17",4.74,0.98,,,,,,loss,5.71
2346,101,1,"2022-06-08 16:25:28",,,,,,,,,,,,,,,"","2022-06-08 16:25:28",,,,,,,,open,0.0
2347,101,1,"2022-06-08 16:52:54",,,,,,,,,,,,,,,"","2022-06-08 16:52:54",,,,,,,,open,0.0
2348,104,4,"2022-06-08 16:58:04","2022-06-13 15:56:23","2022-06-15 17:16:06","2022-06-16 11:16:47",,,,,1,1,0,,,,,"already use other products","2022-06-16 11:16:47",4.96,2.06,0.75,,,,,loss,7.76
2349,102,2,"2022-06-08 17:22:30","2022-06-15 15:58:56",,,,,,,0,,,,,,,"not selected","2022-06-15 15:58:56",6.94,,,,,,,loss,6.94
235,101,1,"2021-02-01 17:50:44",,,,,,,,,,,,,,,"","2021-02-01 17:50:44",,,,,,,,open,0.0
2350,101,1,"2022-06-08 17:32:54",,,,,,,,,,,,,,,"","2022-06-08 17:32:54",,,,,,,,open,0.0
2351,108,8,"2022-06-08 17:32:54","2022-06-13 09:10:01","2022-06-14 13:52:12","2022-06-17 13:22:19","2022-06-21 13:08:40","2022-06-24 10:17:23","2022-07-01 16:58:25","2022-07-08 09:17:52",1,1,1,1,1,1,1,"","2022-07-08 09:17:52",4.65,1.2,2.98,3.99,2.88,7.28,6.68,won,29.66
2352,102,2,"2022-06-09 10:39:24","2022-06-13 17:02:02",,,,,,,0,,,,,,,"not selected","2022-06-13 17:02:02",4.27,,,,,,,loss,4.27
2353,101,1,"2022-06-09 11:50:51",,,,,,,,,,,,,,,"","2022-06-09 11:50:51",,,,,,,,open,0.0
2354,101,1,"2022-06-09 15:37:12",,,,,,,,,,,,,,,"","2022-06-09 15:37:12",,,,,,,,open,0.0
2355,105,5,"2022-06-09 16:30:07","2022-06-13 15:38:54","2022-06-15 09:43:56","2022-06-16 09:19:55","2022-06-20 16:27:37",,,,1,1,1,0,,,,"not answered","2022-06-20 16:27:37",3.96,1.75,0.98,4.3,,,,loss,11.0
2356,103,3,"2022-06-09 17:31:40","2022-06-14 12:14:21","2022-06-16 16:11:59",,,,,,1,0,,,,,,"not interested","2022-06-16 16:11:59",4.78,2.17,,,,,,loss,6.94
2357,107,7,"2022-06-10 09:23:42","2022-06-14 15:19:57","2022-06-15 17:34:28","2022-06-16 14:43:05","2022-06-20 17:48:15","2022-06-22 09:26:17","2022-06-29 17:35:04",,1,1,1,1,1,0,,"price not fit","2022-06-29 17:35:04",4.25,1.09,0.88,4.13,1.65,7.34,,loss,19.34
2358,108,8,"2022-06-10 09:41:38","2022-06-17 14:51:36","2022-06-20 09:57:25","2022-06-21 12:56:32","2022-06-27 17:07:53","2022-06-29 10:38:19","2022-07-05 15:58:56","2022-07-07 09:36:53",1,1,1,1,1,1,1,"","2022-07-07 09:36:53",7.22,2.8,1.12,6.17,1.73,6.22,1.73,won,27.0
2359,104,4,"2022-06-10 10:01:46","2022-06-13 17:05:57","2022-06-16 09:38:21","2022-06-17 09:06:05",,,,,1,1,0,,,,,"already use other products","2022-06-17 09:06:05",3.29,2.69,0.98,,,,,loss,6.96
236,105,5,"2021-02-02 09:55:01","2021-02-05 13:27:38","2021-02-08 10:55:01","2021-02-10 11:58:10","2021-02-15 09:35:06",,,,1,1,1,0,,,,"not answered","2021-02-15 09:35:06",3.15,2.89,2.04,4.9,,,,loss,12.99
2360,108,8,"2022-06-10 10:46:13","2022-06-14 10:30:47","2022-06-16 13:03:29","2022-06-17 11:07:28","2022-06-24 16:51:53","2022-06-28 16:01:12","2022-07-06 16:21:45","2022-07-13 17:14:21",1,1,1,1,1,1,1,"","2022-07-13 17:14:21",3.99,2.11,0.92,7.24,3.96,8.01,7.04,won,33.27
2361,101,1,"2022-06-10 10:51:42",,,,,,,,,,,,,,,"","2022-06-10 10:51:42",,,,,,,,open,0.0
2362,105,5,"2022-06-10 14:06:49","2022-06-14 12:31:04","2022-06-17 14:36:54","2022-06-20 11:49:28","2022-06-27 10:52:03",,,,1,1,1,0,,,,"not answered","2022-06-27 10:52:03",3.93,3.09,2.88,6.96,,,,loss,16.86
2363,108,8,"2022-06-10 14:48:01","2022-06-14 10:21:21","2022-06-17 10:18:22","2022-06-20 15:29:44","2022-06-27 09:58:23","2022-06-28 15:09:25","2022-07-04 12:32:20","2022-07-08 10:32:44",1,1,1,1,1,1,1,"","2022-07-08 10:32:44",3.81,3.0,3.22,6.77,1.22,5.89,3.92,won,27.82
2364,107,7,"2022-06-10 15:53:02","2022-06-13 15:32:52","2022-06-14 10:34:01","2022-06-15 10:02:34","2022-06-20 10:24:32","2022-06-22 16:17:30","2022-06-27 12:04:47",,1,1,1,1,1,0,,"not answered","2022-06-27 12:04:47",2.99,0.79,0.98,5.02,2.25,4.82,,loss,16.84
2365,108,8,"2022-06-10 16:45:03","2022-06-17 09:15:13","2022-06-20 15:32:06","2022-06-22 12:46:22","2022-06-28 16:29:32","2022-06-30 09:47:00","2022-07-07 10:17:32","2022-07-13 17:41:40",1,1,1,1,1,1,1,"","2022-07-13 17:41:40",6.69,3.26,1.88,6.15,1.72,7.02,6.31,won,33.04
2366,103,3,"2022-06-10 17:10:49","2022-06-13 17:21:52","2022-06-14 10:39:52",,,,,,1,0,,,,,,"not answered","2022-06-14 10:39:52",3.01,0.72,,,,,,loss,3.73
2367,104,4,"2022-06-13 10:30:22","2022-06-17 17:17:59","2022-06-20 09:20:01","2022-06-21 17:33:33",,,,,1,1,0,,,,,"not answered","2022-06-21 17:33:33",4.28,2.67,1.34,,,,,loss,8.29
2368,104,4,"2022-06-13 13:21:31","2022-06-17 17:47:16","2022-06-20 09:07:36","2022-06-21 17:40:24",,,,,1,1,0,,,,,"not answered","2022-06-21 17:40:24",4.18,2.64,1.36,,,,,loss,8.18
2369,108,8,"2022-06-13 16:09:56","2022-06-20 13:11:20","2022-06-21 10:32:10","2022-06-24 16:21:51","2022-07-01 17:54:45","2022-07-04 10:28:26","2022-07-11 11:12:41","2022-07-18 11:33:37",1,1,1,1,1,1,1,"","2022-07-18 11:33:37",6.88,0.89,3.24,7.06,2.69,7.03,7.01,won,34.81
237,105,5,"2021-02-02 10:40:46","2021-02-05 14:53:54","2021-02-08 16:27:49","2021-02-09 09:38:41","2021-02-16 16:42:03",,,,1,1,1,0,,,,"not interested","2021-02-16 16:42:03",3.18,3.07,0.72,7.29,,,,loss,14.25
2370,108,8,"2022-06-14 14:52:51","2022-06-20 10:13:11","2022-06-21 17:24:53","2022-06-22 11:09:10","2022-06-27 14:04:22","2022-06-28 15:57:58","2022-07-04 09:10:41","2022-07-08 10:00:52",1,1,1,1,1,1,1,"","2022-07-08 10:00:52",5.81,1.3,0.74,5.12,1.08,5.72,4.03,won,23.8
2371,105,5,"2022-06-14 16:33:24","2022-06-21 15:06:09","2022-06-24 17:13:19","2022-06-27 16:51:07","2022-07-06 10:27:00",,,,1,1,1,0,,,,"price not fit","2022-07-06 10:27:00",6.94,3.09,2.98,8.73,,,,loss,21.75
2372,108,8,"2022-06-14 16:56:37","2022-06-21 09:11:44","2022-06-24 10:42:42","2022-06-27 13:30:14","2022-07-04 16:50:53","2022-07-07 09:22:37","2022-07-14 10:13:25","2022-07-21 09:08:05",1,1,1,1,1,1,1,"","2022-07-21 09:08:05",6.68,3.06,3.12,7.14,2.69,7.04,6.95,won,36.67
2373,106,6,"2022-06-14 17:06:54","2022-06-21 16:21:31","2022-06-24 15:22:19","2022-06-27 12:47:56","2022-07-04 13:46:49","2022-07-06 12:10:14",,,1,1,1,1,0,,,"not answered","2022-07-06 12:10:14",6.97,2.96,2.89,7.04,1.93,,,loss,21.79
2374,105,5,"2022-06-14 17:27:35","2022-06-20 17:00:00","2022-06-21 17:06:55","2022-06-24 16:59:56","2022-06-30 16:16:00",,,,1,1,1,0,,,,"not interested","2022-06-30 16:16:00",5.98,1.0,3.0,5.97,,,,loss,15.95
2375,101,1,"2022-06-14 17:47:53",,,,,,,,,,,,,,,"","2022-06-14 17:47:53",,,,,,,,open,0.0
2376,104,4,"2022-06-15 09:07:28","2022-06-20 16:19:04","2022-06-22 17:42:02","2022-06-24 12:18:03",,,,,1,1,0,,,,,"not answered","2022-06-24 12:18:03",5.3,2.06,1.78,,,,,loss,9.13
2377,106,6,"2022-06-15 11:15:05","2022-06-17 16:19:11","2022-06-20 14:26:27","2022-06-21 12:51:56","2022-06-27 14:53:01","2022-06-29 12:21:54",,,1,1,1,1,0,,,"price not fit","2022-06-29 12:21:54",2.21,2.92,0.93,6.08,1.9,,,loss,14.05
2378,103,3,"2022-06-15 13:42:20","2022-06-20 09:59:15","2022-06-22 11:21:38",,,,,,1,0,,,,,,"not answered","2022-06-22 11:21:38",4.85,2.06,,,,,,loss,6.9
2379,102,2,"2022-06-15 16:13:55","2022-06-17 17:53:19",,,,,,,0,,,,,,,"not selected","2022-06-17 17:53:19",2.07,,,,,,,loss,2.07
238,105,5,"2021-02-02 13:52:41","2021-02-08 16:35:25","2021-02-10 14:10:16","2021-02-12 11:06:22","2021-02-16 14:31:24",,,,1,1,1,0,,,,"price not fit","2021-02-16 14:31:24",6.11,1.9,1.87,4.14,,,,loss,14.03
2380,108,8,"2022-06-15 16:27:53","2022-06-22 09:01:11","2022-06-24 13:02:55","2022-06-27 10:40:02","2022-07-04 11:36:27","2022-07-06 16:36:31","2022-07-11 09:04:45","2022-07-18 17:07:00",1,1,1,1,1,1,1,"","2022-07-18 17:07:00",6.69,2.17,2.9,7.04,2.21,4.69,7.33,won,33.03
2381,102,2,"2022-06-15 17:41:35","2022-06-17 12:47:47",,,,,,,0,,,,,,,"not selected","2022-06-17 12:47:47",1.8,,,,,,,loss,1.8
2382,108,8,"2022-06-15 17:58:43","2022-06-22 11:23:48","2022-06-24 10:52:56","2022-06-27 12:50:04","2022-07-04 09:27:08","2022-07-08 15:55:19","2022-07-15 17:21:18","2022-07-22 10:07:40",1,1,1,1,1,1,1,"","2022-07-22 10:07:40",6.73,1.98,3.08,6.86,4.27,7.06,6.7,won,36.67
2383,108,8,"2022-06-16 09:05:22","2022-06-21 10:14:48","2022-06-24 10:12:22","2022-06-27 13:25:17","2022-07-04 11:27:37","2022-07-07 12:39:07","2022-07-15 12:26:25","2022-07-22 10:31:00",1,1,1,1,1,1,1,"","2022-07-22 10:31:00",5.05,3.0,3.13,6.92,3.05,7.99,6.92,won,36.06
2384,107,7,"2022-06-16 10:39:59","2022-06-21 16:23:45","2022-06-22 09:50:08","2022-06-24 13:46:25","2022-07-01 17:51:55","2022-07-04 11:43:51","2022-07-14 17:32:52",,1,1,1,1,1,0,,"price not fit","2022-07-14 17:32:52",5.24,0.73,2.16,7.17,2.74,10.24,,loss,28.29
2385,108,8,"2022-06-16 11:43:12","2022-06-20 09:19:47","2022-06-22 09:15:16","2022-06-23 14:32:14","2022-07-01 09:36:58","2022-07-04 10:15:32","2022-07-13 17:33:25","2022-07-19 17:52:25",1,1,1,1,1,1,1,"","2022-07-19 17:52:25",3.9,2.0,1.22,7.79,3.03,9.3,6.01,won,33.26
2386,108,8,"2022-06-16 12:29:42","2022-06-22 09:14:07","2022-06-24 13:46:53","2022-06-27 12:38:07","2022-07-06 10:04:21","2022-07-07 14:12:05","2022-07-13 11:36:07","2022-07-22 10:56:07",1,1,1,1,1,1,1,"","2022-07-22 10:56:07",5.86,2.19,2.95,8.89,1.17,5.89,8.97,won,35.94
2387,108,8,"2022-06-16 16:55:00","2022-06-20 12:11:15","2022-06-23 11:51:53","2022-06-24 17:33:37","2022-07-04 16:53:12","2022-07-06 10:21:21","2022-07-13 10:40:18","2022-07-19 09:38:47",1,1,1,1,1,1,1,"","2022-07-19 09:38:47",3.8,2.99,1.24,9.97,1.73,7.01,5.96,won,32.7
2388,101,1,"2022-06-17 09:00:56",,,,,,,,,,,,,,,"","2022-06-17 09:00:56",,,,,,,,open,0.0
2389,108,8,"2022-06-17 09:07:46","2022-06-21 10:51:08","2022-06-24 14:26:20","2022-06-27 17:03:20","2022-07-04 14:33:17","2022-07-05 09:25:52","2022-07-12 15:03:24","2022-07-20 16:47:00",1,1,1,1,1,1,1,"","2022-07-20 16:47:00",4.07,3.15,3.11,6.9,0.79,7.23,8.07,won,33.32
239,101,1,"2021-02-02 15:33:02",,,,,,,,,,,,,,,"","2021-02-02 15:33:02",,,,,,,,open,0.0
2390,105,5,"2022-06-17 09:30:04","2022-06-24 10:23:45","2022-06-27 09:43:55","2022-06-29 10:18:33","2022-07-04 17:49:16",,,,1,1,1,0,,,,"price not fit","2022-07-04 17:49:16",7.04,2.97,2.02,5.31,,,,loss,17.35
2391,103,3,"2022-06-17 09:52:59","2022-06-23 16:16:09","2022-06-24 17:48:01",,,,,,1,0,,,,,,"not interested","2022-06-24 17:48:01",6.27,1.06,,,,,,loss,7.33
2392,101,1,"2022-06-17 10:00:05",,,,,,,,,,,,,,,"","2022-06-17 10:00:05",,,,,,,,open,0.0
2393,101,1,"2022-06-17 10:35:38",,,,,,,,,,,,,,,"","2022-06-17 10:35:38",,,,,,,,open,0.0
2394,104,4,"2022-06-17 12:18:59","2022-06-23 17:09:34","2022-06-24 14:19:58","2022-06-27 14:52:26",,,,,1,1,0,,,,,"not interested","2022-06-27 14:52:26",6.2,0.88,3.02,,,,,loss,10.11
2395,108,8,"2022-06-17 15:05:47","2022-06-21 12:07:02","2022-06-24 09:45:32","2022-06-27 10:36:02","2022-07-04 17:36:21","2022-07-07 13:36:50","2022-07-13 11:46:09","2022-07-19 11:32:01",1,1,1,1,1,1,1,"","2022-07-19 11:32:01",3.88,2.9,3.04,7.29,2.83,5.92,5.99,won,31.85
2396,103,3,"2022-06-17 16:43:18","2022-06-20 17:08:34","2022-06-21 12:22:34",,,,,,1,0,,,,,,"not answered","2022-06-21 12:22:34",3.02,0.8,,,,,,loss,3.82
2397,105,5,"2022-06-20 10:25:25","2022-06-24 14:16:04","2022-06-27 10:59:51","2022-06-28 13:26:48","2022-07-08 11:19:44",,,,1,1,1,0,,,,"not interested","2022-07-08 11:19:44",4.16,2.86,1.1,9.91,,,,loss,18.04
2398,108,8,"2022-06-20 12:40:18","2022-06-27 10:41:41","2022-06-29 14:03:27","2022-07-01 10:29:32","2022-07-08 10:53:59","2022-07-12 17:41:53","2022-07-20 14:33:17","2022-07-29 12:16:49",1,1,1,1,1,1,1,"","2022-07-29 12:16:49",6.92,2.14,1.85,7.02,4.28,7.87,8.91,won,38.98
2399,107,7,"2022-06-20 14:05:54","2022-06-27 13:15:32","2022-06-29 16:38:28","2022-06-30 13:23:45","2022-07-08 12:07:25","2022-07-12 09:06:04","2022-07-19 15:18:56",,1,1,1,1,1,0,,"price not fit","2022-07-19 15:18:56",6.97,2.14,0.86,7.95,3.87,7.26,,loss,29.05
24,108,8,"2020-12-04 11:01:40","2020-12-09 10:31:28","2020-12-11 09:27:17","2020-12-14 17:22:55","2020-12-18 09:34:04","2020-12-22 09:22:32","2020-12-30 09:03:41","2021-01-04 09:28:55",1,1,1,1,1,1,1,"","2021-01-04 09:28:55",4.98,1.96,3.33,3.67,3.99,7.99,5.02,won,30.94
240,107,7,"2021-02-02 16:50:29","2021-02-05 13:53:53","2021-02-08 14:02:19","2021-02-09 09:04:05","2021-02-11 17:37:35","2021-02-15 12:58:40","2021-02-19 12:05:58",,1,1,1,1,1,0,,"not answered","2021-02-19 12:05:58",2.88,3.01,0.79,2.36,3.81,3.96,,loss,16.8
2400,105,5,"2022-06-20 14:17:21","2022-06-27 10:33:37","2022-06-30 16:22:29","2022-07-01 10:16:43","2022-07-08 10:18:23",,,,1,1,1,0,,,,"price not fit","2022-07-08 10:18:23",6.84,3.24,0.75,7.0,,,,loss,17.83
2401,101,1,"2022-06-20 15:52:53",,,,,,,,,,,,,,,"","2022-06-20 15:52:53",,,,,,,,open,0.0
2402,108,8,"2022-06-20 16:01:43","2022-06-24 15:25:01","2022-06-27 17:21:45","2022-06-28 10:57:29","2022-07-07 16:30:05","2022-07-11 10:37:27","2022-07-20 17:34:02","2022-07-27 10:56:48",1,1,1,1,1,1,1,"","2022-07-27 10:56:48",3.97,3.08,0.73,9.23,3.76,9.29,6.72,won,36.79
2403,104,4,"2022-06-20 16:55:03","2022-06-24 16:35:15","2022-06-27 09:40:48","2022-06-28 09:27:12",,,,,1,1,0,,,,,"not interested","2022-06-28 09:27:12",3.99,2.71,0.99,,,,,loss,7.69
2404,106,6,"2022-06-21 11:29:13","2022-06-28 11:44:51","2022-06-29 11:10:58","2022-06-30 13:32:09","2022-07-05 16:44:33","2022-07-07 14:03:54",,,1,1,1,1,0,,,"price not fit","2022-07-07 14:03:54",7.01,0.98,1.1,5.13,1.89,,,loss,16.11
2405,104,4,"2022-06-21 14:11:38","2022-06-27 14:10:08","2022-06-29 12:54:54","2022-06-30 09:08:48",,,,,1,1,0,,,,,"not answered","2022-06-30 09:08:48",6.0,1.95,0.84,,,,,loss,8.79
2406,106,6,"2022-06-21 14:24:04","2022-06-27 10:34:26","2022-06-28 09:14:28","2022-06-30 15:06:39","2022-07-06 09:25:21","2022-07-07 09:33:48",,,1,1,1,1,0,,,"price not fit","2022-07-07 09:33:48",5.84,0.94,2.24,5.76,1.01,,,loss,15.8
2407,102,2,"2022-06-21 14:25:25","2022-06-28 13:31:11",,,,,,,0,,,,,,,"not selected","2022-06-28 13:31:11",6.96,,,,,,,loss,6.96
2408,107,7,"2022-06-21 15:35:12","2022-06-27 16:33:26","2022-06-29 15:51:25","2022-06-30 13:21:47","2022-07-08 17:23:03","2022-07-11 17:38:48","2022-07-18 10:21:34",,1,1,1,1,1,0,,"price not fit","2022-07-18 10:21:34",6.04,1.97,0.9,8.17,3.01,6.7,,loss,26.78
2409,103,3,"2022-06-22 09:29:54","2022-06-24 09:46:56","2022-06-27 10:52:57",,,,,,1,0,,,,,,"not answered","2022-06-27 10:52:57",2.01,3.05,,,,,,loss,5.06
241,101,1,"2021-02-02 17:36:19",,,,,,,,,,,,,,,"","2021-02-02 17:36:19",,,,,,,,open,0.0
2410,108,8,"2022-06-22 10:07:38","2022-06-28 16:01:17","2022-07-01 17:30:07","2022-07-04 12:43:53","2022-07-13 10:00:15","2022-07-14 17:38:45","2022-07-25 11:18:59","2022-08-02 10:57:59",1,1,1,1,1,1,1,"","2022-08-02 10:57:59",6.25,3.06,2.8,8.89,1.32,10.74,7.99,won,41.03
2411,105,5,"2022-06-22 10:20:10","2022-06-27 09:24:58","2022-06-30 11:16:27","2022-07-01 11:56:22","2022-07-12 11:28:01",,,,1,1,1,0,,,,"price not fit","2022-07-12 11:28:01",4.96,3.08,1.03,10.98,,,,loss,20.05
2412,108,8,"2022-06-22 10:38:31","2022-06-27 17:41:31","2022-06-28 16:41:48","2022-06-30 12:16:06","2022-07-08 16:03:11","2022-07-11 14:00:33","2022-07-21 10:28:50","2022-07-27 14:27:53",1,1,1,1,1,1,1,"","2022-07-27 14:27:53",5.29,0.96,1.82,8.16,2.91,9.85,6.17,won,35.16
2413,105,5,"2022-06-22 10:44:06","2022-06-27 17:57:34","2022-06-29 10:11:10","2022-07-01 17:47:13","2022-07-06 16:53:54",,,,1,1,1,0,,,,"not interested","2022-07-06 16:53:54",5.3,1.68,2.32,4.96,,,,loss,14.26
2414,108,8,"2022-06-22 11:20:07","2022-06-28 12:40:10","2022-06-30 10:40:55","2022-07-01 13:37:24","2022-07-08 14:03:11","2022-07-11 09:08:45","2022-07-19 10:41:42","2022-07-20 14:02:36",1,1,1,1,1,1,1,"","2022-07-20 14:02:36",6.06,1.92,1.12,7.02,2.8,8.06,1.14,won,28.11
2415,104,4,"2022-06-22 12:01:41","2022-06-29 09:22:28","2022-06-30 16:13:04","2022-07-01 17:34:56",,,,,1,1,0,,,,,"not answered","2022-07-01 17:34:56",6.89,1.29,1.06,,,,,loss,9.23
2416,108,8,"2022-06-22 12:41:48","2022-06-27 12:14:55","2022-06-29 10:01:52","2022-06-30 13:41:56","2022-07-04 16:59:02","2022-07-08 16:56:23","2022-07-18 10:09:33","2022-07-25 15:22:02",1,1,1,1,1,1,1,"","2022-07-25 15:22:02",4.98,1.91,1.15,4.14,4.0,9.72,7.22,won,33.11
