leads_id,no_of_page,first_page,last_page,first_ts,last_ts,session_duration,no_form_page,no_info_page,cta
1782,2,/features,/form/brochure,"2022-03-02 16:47:04","2022-03-02 16:47:50",46.0,1,1,brochure
1783,6,/testimonials,/form/brochure,"2022-03-02 17:10:10","2022-03-02 17:12:30",140.0,1,5,brochure
1784,3,/home,/form/set-a-meeting,"2022-03-03 10:45:52","2022-03-03 10:46:58",66.0,1,1,set-a-meeting
1785,5,/home,/form/demo,"2022-03-03 11:25:58","2022-03-03 11:27:39",101.0,2,2,demo
1786,6,/testimonials,/form/brochure,"2022-03-03 11:41:22","2022-03-03 11:43:39",137.0,2,4,brochure
1787,5,/studycase,/form/set-a-meeting,"2022-03-03 12:17:46","2022-03-03 12:19:25",99.0,2,3,set-a-meeting
1788,3,/home,/form/brochure,"2022-03-03 12:22:00","2022-03-03 12:23:00",60.0,1,1,brochure
1789,5,/home,/form/set-a-meeting,"2022-03-03 12:54:40","2022-03-03 12:56:42",122.0,1,3,set-a-meeting
1790,1,/form/brochure,/form/brochure,"2022-03-03 13:11:50","2022-03-03 13:11:50",0.0,1,0,brochure
1791,4,/home,/form/demo,"2022-03-03 13:36:22","2022-03-03 13:37:45",83.0,1,2,demo
1792,2,/testimonials,/form/set-a-meeting,"2022-03-03 16:02:21","2022-03-03 16:03:10",49.0,1,1,set-a-meeting
1793,6,/portofolio,/form/set-a-meeting,"2022-03-03 16:31:25","2022-03-03 16:33:47",142.0,2,3,set-a-meeting
1794,3,/testimonials,/form/brochure,"2022-03-04 09:02:08","2022-03-04 09:03:13",65.0,1,2,brochure
1795,2,/studycase,/form/set-a-meeting,"2022-03-04 09:23:11","2022-03-04 09:23:55",44.0,1,1,set-a-meeting
1796,6,/home,/form/set-a-meeting,"2022-03-04 09:28:46","2022-03-04 09:30:45",119.0,2,3,set-a-meeting
1797,6,/studycase,/form/brochure,"2022-03-04 09:54:21","2022-03-04 09:56:43",142.0,1,4,brochure
1798,3,/features,/form/brochure,"2022-03-04 10:00:09","2022-03-04 10:01:18",69.0,1,2,brochure
1799,5,/home,/form/brochure,"2022-03-04 10:41:41","2022-03-04 10:43:17",96.0,2,2,brochure
1800,4,/features,/form/brochure,"2022-03-04 10:49:59","2022-03-04 10:51:36",97.0,1,3,brochure
1801,5,/portofolio,/form/set-a-meeting,"2022-03-04 10:55:38","2022-03-04 10:57:22",104.0,2,3,set-a-meeting
1802,5,/features,/form/brochure,"2022-03-04 12:08:55","2022-03-04 12:10:44",109.0,1,4,brochure
1803,2,/home,/form/brochure,"2022-03-04 12:19:18","2022-03-04 12:19:55",37.0,1,0,brochure
1804,5,/home,/form/demo,"2022-03-04 14:10:42","2022-03-04 14:12:15",93.0,2,1,demo
1805,6,/studycase,/form/demo,"2022-03-04 16:00:41","2022-03-04 16:02:52",131.0,2,4,demo
1806,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-04 16:08:45","2022-03-04 16:08:45",0.0,1,0,set-a-meeting
1807,4,/testimonials,/form/demo,"2022-03-04 17:05:15","2022-03-04 17:06:34",79.0,1,2,demo
1808,2,/features,/form/brochure,"2022-03-04 17:12:51","2022-03-04 17:13:41",50.0,1,1,brochure
1809,2,/features,/form/brochure,"2022-03-07 10:52:54","2022-03-07 10:53:42",48.0,1,1,brochure
1810,4,/features,/form/brochure,"2022-03-07 12:07:57","2022-03-07 12:09:33",96.0,1,3,brochure
1811,6,/studycase,/form/demo,"2022-03-07 13:22:33","2022-03-07 13:24:48",135.0,1,5,demo
1812,3,/studycase,/form/brochure,"2022-03-07 13:45:19","2022-03-07 13:46:31",72.0,1,2,brochure
1813,4,/features,/form/demo,"2022-03-07 13:46:00","2022-03-07 13:47:19",79.0,2,1,demo
1814,2,/portofolio,/form/set-a-meeting,"2022-03-07 15:23:47","2022-03-07 15:24:37",50.0,1,1,set-a-meeting
1815,6,/studycase,/form/demo,"2022-03-07 15:30:37","2022-03-07 15:32:50",133.0,2,3,demo
1816,3,/features,/form/demo,"2022-03-07 16:04:30","2022-03-07 16:05:35",65.0,1,2,demo
1817,2,/features,/form/brochure,"2022-03-08 09:08:49","2022-03-08 09:09:35",46.0,1,1,brochure
1818,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-08 09:30:03","2022-03-08 09:30:03",0.0,1,0,set-a-meeting
1819,2,/testimonials,/form/brochure,"2022-03-08 10:05:35","2022-03-08 10:06:22",47.0,1,1,brochure
1820,5,/home,/form/demo,"2022-03-08 10:28:54","2022-03-08 10:30:38",104.0,1,3,demo
1821,4,/home,/form/brochure,"2022-03-08 10:58:36","2022-03-08 10:59:58",82.0,1,2,brochure
1822,5,/home,/form/set-a-meeting,"2022-03-08 12:05:13","2022-03-08 12:06:59",106.0,1,3,set-a-meeting
1823,3,/features,/form/set-a-meeting,"2022-03-08 15:45:03","2022-03-08 15:46:06",63.0,1,2,set-a-meeting
1824,5,/portofolio,/form/demo,"2022-03-08 16:11:31","2022-03-08 16:13:11",100.0,2,3,demo
1825,3,/home,/form/demo,"2022-03-08 16:24:27","2022-03-08 16:25:17",50.0,2,0,demo
1826,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-09 09:36:47","2022-03-09 09:36:47",0.0,1,0,set-a-meeting
1827,4,/portofolio,/form/demo,"2022-03-09 10:07:12","2022-03-09 10:08:38",86.0,2,2,demo
1828,4,/home,/form/demo,"2022-03-09 10:45:07","2022-03-09 10:46:23",76.0,1,1,demo
1829,3,/home,/form/brochure,"2022-03-09 11:26:57","2022-03-09 11:28:05",68.0,1,1,brochure
1830,3,/portofolio,/form/brochure,"2022-03-09 12:01:58","2022-03-09 12:03:11",73.0,1,2,brochure
1831,3,/home,/form/brochure,"2022-03-09 12:36:31","2022-03-09 12:37:37",66.0,1,1,brochure
1832,3,/home,/form/brochure,"2022-03-09 13:26:56","2022-03-09 13:27:57",61.0,1,1,brochure
1833,3,/features,/form/demo,"2022-03-09 13:45:24","2022-03-09 13:46:28",64.0,1,2,demo
1834,6,/home,/form/demo,"2022-03-09 14:00:38","2022-03-09 14:02:23",105.0,2,3,demo
1835,4,/features,/form/set-a-meeting,"2022-03-09 14:32:00","2022-03-09 14:33:41",101.0,1,3,set-a-meeting
1836,4,/features,/form/demo,"2022-03-09 14:33:20","2022-03-09 14:34:52",92.0,1,3,demo
1837,4,/features,/form/set-a-meeting,"2022-03-09 15:50:21","2022-03-09 15:51:54",93.0,1,3,set-a-meeting
1838,4,/features,/form/demo,"2022-03-09 17:42:58","2022-03-09 17:44:24",86.0,2,2,demo
1839,6,/testimonials,/form/demo,"2022-03-09 17:55:18","2022-03-09 17:57:24",126.0,2,3,demo
1840,3,/studycase,/form/demo,"2022-03-10 10:46:25","2022-03-10 10:47:26",61.0,1,2,demo
1841,4,/home,/form/brochure,"2022-03-10 12:48:42","2022-03-10 12:50:09",87.0,1,2,brochure
1842,2,/testimonials,/form/demo,"2022-03-10 13:32:52","2022-03-10 13:33:40",48.0,1,1,demo
1843,6,/studycase,/form/demo,"2022-03-10 14:03:17","2022-03-10 14:05:21",124.0,2,4,demo
1844,2,/portofolio,/form/demo,"2022-03-10 16:49:20","2022-03-10 16:50:06",46.0,1,1,demo
1845,6,/home,/form/demo,"2022-03-11 09:47:30","2022-03-11 09:49:47",137.0,1,4,demo
1846,4,/features,/form/brochure,"2022-03-11 10:14:42","2022-03-11 10:16:10",88.0,2,2,brochure
1847,5,/home,/form/brochure,"2022-03-11 10:38:38","2022-03-11 10:40:23",105.0,1,3,brochure
1848,3,/testimonials,/form/brochure,"2022-03-11 12:16:25","2022-03-11 12:17:20",55.0,1,1,brochure
1849,3,/portofolio,/form/brochure,"2022-03-11 13:09:54","2022-03-11 13:11:04",70.0,1,2,brochure
1850,4,/features,/form/demo,"2022-03-11 15:54:07","2022-03-11 15:55:48",101.0,1,3,demo
1851,4,/features,/form/brochure,"2022-03-11 16:24:41","2022-03-11 16:26:09",88.0,2,2,brochure
1852,6,/features,/form/set-a-meeting,"2022-03-11 16:30:07","2022-03-11 16:32:37",150.0,1,5,set-a-meeting
1853,2,/portofolio,/form/brochure,"2022-03-11 17:22:01","2022-03-11 17:22:44",43.0,1,1,brochure
1854,2,/home,/form/demo,"2022-03-14 10:05:33","2022-03-14 10:06:05",32.0,1,0,demo
1855,4,/home,/form/demo,"2022-03-14 13:49:40","2022-03-14 13:51:00",80.0,1,2,demo
1856,5,/home,/form/demo,"2022-03-14 14:17:10","2022-03-14 14:19:05",115.0,2,2,demo
1857,5,/portofolio,/form/set-a-meeting,"2022-03-15 09:51:03","2022-03-15 09:52:50",107.0,2,2,set-a-meeting
1858,4,/studycase,/form/brochure,"2022-03-15 10:26:21","2022-03-15 10:27:50",89.0,2,2,brochure
1859,6,/testimonials,/form/brochure,"2022-03-15 11:28:11","2022-03-15 11:30:09",118.0,3,3,brochure
1860,4,/features,/form/brochure,"2022-03-15 15:02:39","2022-03-15 15:04:13",94.0,1,3,brochure
1861,4,/features,/form/brochure,"2022-03-15 17:02:39","2022-03-15 17:04:16",97.0,1,3,brochure
1862,3,/features,/form/brochure,"2022-03-15 17:16:35","2022-03-15 17:17:40",65.0,1,2,brochure
1863,6,/testimonials,/form/set-a-meeting,"2022-03-16 10:13:38","2022-03-16 10:16:08",150.0,2,4,set-a-meeting
1864,4,/testimonials,/form/demo,"2022-03-16 10:23:29","2022-03-16 10:25:01",92.0,1,3,demo
1865,6,/home,/form/brochure,"2022-03-16 15:06:37","2022-03-16 15:08:28",111.0,3,2,brochure
1866,2,/testimonials,/form/set-a-meeting,"2022-03-16 15:43:57","2022-03-16 15:44:45",48.0,1,1,set-a-meeting
1867,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-17 09:45:51","2022-03-17 09:45:51",0.0,1,0,set-a-meeting
1868,4,/home,/form/set-a-meeting,"2022-03-17 13:18:00","2022-03-17 13:19:10",70.0,2,1,set-a-meeting
1869,2,/features,/form/brochure,"2022-03-17 13:29:07","2022-03-17 13:29:52",45.0,1,1,brochure
1870,4,/home,/form/brochure,"2022-03-17 14:05:16","2022-03-17 14:06:44",88.0,1,2,brochure
1871,6,/studycase,/form/set-a-meeting,"2022-03-18 09:06:30","2022-03-18 09:08:53",143.0,2,4,set-a-meeting
1872,5,/portofolio,/form/demo,"2022-03-18 09:37:42","2022-03-18 09:39:25",103.0,1,4,demo
1873,2,/studycase,/form/set-a-meeting,"2022-03-18 10:01:32","2022-03-18 10:02:17",45.0,1,1,set-a-meeting
1874,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-18 10:57:18","2022-03-18 10:57:18",0.0,1,0,set-a-meeting
1875,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-18 12:27:04","2022-03-18 12:27:04",0.0,1,0,set-a-meeting
1876,4,/testimonials,/form/set-a-meeting,"2022-03-18 16:58:07","2022-03-18 16:59:38",91.0,1,3,set-a-meeting
1877,5,/studycase,/form/demo,"2022-03-21 09:08:56","2022-03-21 09:10:49",113.0,1,3,demo
1878,3,/testimonials,/form/brochure,"2022-03-21 10:21:57","2022-03-21 10:23:12",75.0,1,2,brochure
1879,4,/home,/form/brochure,"2022-03-21 11:05:03","2022-03-21 11:06:11",68.0,2,1,brochure
1880,6,/studycase,/form/demo,"2022-03-21 12:02:35","2022-03-21 12:04:59",144.0,2,4,demo
1881,1,/form/brochure,/form/brochure,"2022-03-21 13:35:10","2022-03-21 13:35:10",0.0,1,0,brochure
1882,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-21 13:53:11","2022-03-21 13:53:11",0.0,1,0,set-a-meeting
1883,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-21 15:23:35","2022-03-21 15:23:35",0.0,1,0,set-a-meeting
1884,6,/home,/form/set-a-meeting,"2022-03-21 16:43:34","2022-03-21 16:45:47",133.0,2,3,set-a-meeting
1885,1,/form/demo,/form/demo,"2022-03-21 17:22:43","2022-03-21 17:22:43",0.0,1,0,demo
1886,3,/home,/form/demo,"2022-03-22 09:09:15","2022-03-22 09:10:18",63.0,1,1,demo
1887,2,/testimonials,/form/set-a-meeting,"2022-03-22 09:52:50","2022-03-22 09:53:32",42.0,1,1,set-a-meeting
1888,5,/home,/form/demo,"2022-03-22 14:10:08","2022-03-22 14:12:01",113.0,1,3,demo
1889,4,/home,/form/brochure,"2022-03-22 15:26:19","2022-03-22 15:27:50",91.0,1,2,brochure
1890,2,/home,/form/demo,"2022-03-22 16:02:43","2022-03-22 16:03:14",31.0,1,0,demo
1891,4,/studycase,/form/demo,"2022-03-22 16:45:25","2022-03-22 16:46:46",81.0,2,2,demo
1892,3,/home,/form/brochure,"2022-03-23 09:18:26","2022-03-23 09:19:25",59.0,1,1,brochure
1893,3,/studycase,/form/brochure,"2022-03-23 09:18:30","2022-03-23 09:19:39",69.0,1,2,brochure
1894,6,/portofolio,/form/brochure,"2022-03-23 09:42:53","2022-03-23 09:45:17",144.0,1,5,brochure
1895,1,/form/brochure,/form/brochure,"2022-03-23 10:22:07","2022-03-23 10:22:07",0.0,1,0,brochure
1896,5,/home,/form/set-a-meeting,"2022-03-23 10:28:58","2022-03-23 10:30:13",75.0,3,0,set-a-meeting
1897,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-23 13:13:18","2022-03-23 13:13:18",0.0,1,0,set-a-meeting
1898,5,/portofolio,/form/brochure,"2022-03-23 14:31:58","2022-03-23 14:33:50",112.0,2,3,brochure
1899,2,/home,/form/brochure,"2022-03-23 14:50:46","2022-03-23 14:51:24",38.0,1,0,brochure
1900,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-23 15:41:39","2022-03-23 15:41:39",0.0,1,0,set-a-meeting
1901,4,/home,/form/demo,"2022-03-23 15:52:19","2022-03-23 15:53:35",76.0,2,1,demo
1902,4,/features,/form/set-a-meeting,"2022-03-23 16:31:33","2022-03-23 16:32:51",78.0,2,2,set-a-meeting
1903,5,/studycase,/form/brochure,"2022-03-23 16:40:41","2022-03-23 16:42:37",116.0,1,4,brochure
1904,2,/features,/form/set-a-meeting,"2022-03-23 17:15:10","2022-03-23 17:15:55",45.0,1,1,set-a-meeting
1905,2,/features,/form/set-a-meeting,"2022-03-23 17:27:06","2022-03-23 17:27:53",47.0,1,1,set-a-meeting
1906,6,/studycase,/form/demo,"2022-03-23 17:38:20","2022-03-23 17:40:39",139.0,2,4,demo
1907,6,/portofolio,/form/demo,"2022-03-23 17:42:28","2022-03-23 17:44:42",134.0,3,3,demo
1908,4,/testimonials,/form/set-a-meeting,"2022-03-23 17:44:42","2022-03-23 17:46:12",90.0,1,3,set-a-meeting
1909,5,/home,/form/demo,"2022-03-23 17:56:50","2022-03-23 17:58:35",105.0,2,2,demo
1910,6,/studycase,/form/demo,"2022-03-24 09:03:12","2022-03-24 09:04:49",97.0,5,1,demo
1911,5,/portofolio,/form/brochure,"2022-03-24 09:03:43","2022-03-24 09:05:29",106.0,2,3,brochure
1912,4,/home,/form/brochure,"2022-03-24 10:27:56","2022-03-24 10:29:16",80.0,1,2,brochure
1913,6,/home,/form/demo,"2022-03-24 10:58:22","2022-03-24 11:00:54",152.0,1,4,demo
1914,4,/studycase,/form/set-a-meeting,"2022-03-24 12:59:26","2022-03-24 13:00:34",68.0,3,1,set-a-meeting
1915,4,/portofolio,/form/set-a-meeting,"2022-03-24 14:37:40","2022-03-24 14:39:06",86.0,1,2,set-a-meeting
1916,1,/form/brochure,/form/brochure,"2022-03-24 14:41:05","2022-03-24 14:41:05",0.0,1,0,brochure
1917,4,/studycase,/form/set-a-meeting,"2022-03-24 14:57:01","2022-03-24 14:58:33",92.0,1,3,set-a-meeting
1918,6,/home,/form/set-a-meeting,"2022-03-24 15:09:24","2022-03-24 15:11:34",130.0,1,3,set-a-meeting
1919,4,/studycase,/form/set-a-meeting,"2022-03-24 15:44:48","2022-03-24 15:46:26",98.0,1,3,set-a-meeting
1920,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-24 17:01:53","2022-03-24 17:01:53",0.0,1,0,set-a-meeting
1921,5,/home,/form/brochure,"2022-03-24 17:44:20","2022-03-24 17:46:03",103.0,2,2,brochure
1922,4,/portofolio,/form/demo,"2022-03-25 09:17:38","2022-03-25 09:18:51",73.0,2,1,demo
1923,4,/home,/form/set-a-meeting,"2022-03-25 09:21:45","2022-03-25 09:23:06",81.0,1,1,set-a-meeting
1924,6,/portofolio,/form/set-a-meeting,"2022-03-25 09:23:44","2022-03-25 09:26:06",142.0,1,4,set-a-meeting
1925,5,/features,/form/set-a-meeting,"2022-03-25 09:27:45","2022-03-25 09:29:36",111.0,2,3,set-a-meeting
1926,6,/testimonials,/form/set-a-meeting,"2022-03-25 09:33:49","2022-03-25 09:36:12",143.0,2,4,set-a-meeting
1927,3,/home,/form/brochure,"2022-03-25 10:08:19","2022-03-25 10:09:10",51.0,1,1,brochure
1928,5,/features,/form/demo,"2022-03-25 10:48:26","2022-03-25 10:50:06",100.0,3,2,demo
1929,6,/home,/form/demo,"2022-03-25 10:59:54","2022-03-25 11:01:47",113.0,2,2,demo
1930,3,/testimonials,/form/demo,"2022-03-25 11:11:40","2022-03-25 11:12:54",74.0,1,2,demo
1931,6,/home,/form/set-a-meeting,"2022-03-25 13:19:24","2022-03-25 13:21:40",136.0,1,4,set-a-meeting
1932,4,/testimonials,/form/set-a-meeting,"2022-03-25 16:04:33","2022-03-25 16:06:09",96.0,1,3,set-a-meeting
1933,4,/home,/form/demo,"2022-03-25 16:31:44","2022-03-25 16:32:56",72.0,2,1,demo
1934,2,/home,/form/set-a-meeting,"2022-03-25 16:34:04","2022-03-25 16:34:41",37.0,1,0,set-a-meeting
1935,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-25 16:37:04","2022-03-25 16:37:04",0.0,1,0,set-a-meeting
1936,6,/home,/form/set-a-meeting,"2022-03-25 16:36:16","2022-03-25 16:38:11",115.0,3,2,set-a-meeting
1937,4,/home,/form/demo,"2022-03-25 16:44:05","2022-03-25 16:45:25",80.0,1,2,demo
1938,4,/home,/form/set-a-meeting,"2022-03-25 16:50:33","2022-03-25 16:51:50",77.0,2,1,set-a-meeting
1939,4,/home,/form/brochure,"2022-03-25 17:16:01","2022-03-25 17:17:21",80.0,1,2,brochure
1940,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-28 09:08:33","2022-03-28 09:08:33",0.0,1,0,set-a-meeting
1941,4,/portofolio,/form/set-a-meeting,"2022-03-28 09:53:56","2022-03-28 09:55:20",84.0,2,2,set-a-meeting
1942,5,/portofolio,/form/demo,"2022-03-28 10:02:57","2022-03-28 10:04:36",99.0,2,3,demo
1943,4,/portofolio,/form/set-a-meeting,"2022-03-28 13:58:09","2022-03-28 13:59:42",93.0,1,3,set-a-meeting
1944,4,/features,/form/demo,"2022-03-28 14:20:24","2022-03-28 14:21:51",87.0,3,1,demo
1945,1,/form/brochure,/form/brochure,"2022-03-28 16:14:05","2022-03-28 16:14:05",0.0,1,0,brochure
1946,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-28 16:16:19","2022-03-28 16:16:19",0.0,1,0,set-a-meeting
1947,5,/home,/form/set-a-meeting,"2022-03-28 16:16:25","2022-03-28 16:18:06",101.0,2,2,set-a-meeting
1948,2,/features,/form/brochure,"2022-03-28 16:18:43","2022-03-28 16:19:30",47.0,1,1,brochure
1949,3,/portofolio,/form/demo,"2022-03-28 16:19:16","2022-03-28 16:20:20",64.0,1,2,demo
1950,4,/features,/form/brochure,"2022-03-28 17:28:32","2022-03-28 17:30:02",90.0,1,3,brochure
1951,2,/studycase,/form/set-a-meeting,"2022-03-28 17:30:47","2022-03-28 17:31:36",49.0,1,1,set-a-meeting
1952,4,/portofolio,/form/demo,"2022-03-28 17:32:53","2022-03-28 17:34:29",96.0,1,3,demo
1953,3,/home,/form/demo,"2022-03-28 17:42:15","2022-03-28 17:43:15",60.0,1,1,demo
1954,2,/testimonials,/form/demo,"2022-03-28 17:46:00","2022-03-28 17:46:40",40.0,1,1,demo
1955,4,/studycase,/form/brochure,"2022-03-29 09:09:18","2022-03-29 09:11:06",108.0,1,3,brochure
1956,6,/home,/form/set-a-meeting,"2022-03-29 12:27:48","2022-03-29 12:29:47",119.0,2,2,set-a-meeting
1957,1,/form/brochure,/form/brochure,"2022-03-29 16:08:50","2022-03-29 16:08:50",0.0,1,0,brochure
1958,2,/features,/form/brochure,"2022-03-29 17:09:43","2022-03-29 17:10:31",48.0,1,1,brochure
1959,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-29 17:34:44","2022-03-29 17:34:44",0.0,1,0,set-a-meeting
1960,3,/testimonials,/form/brochure,"2022-03-30 09:02:52","2022-03-30 09:03:46",54.0,2,1,brochure
1961,3,/portofolio,/form/brochure,"2022-03-30 10:09:33","2022-03-30 10:10:43",70.0,1,2,brochure
1962,5,/studycase,/form/demo,"2022-03-30 10:09:29","2022-03-30 10:11:21",112.0,2,3,demo
1963,2,/features,/form/brochure,"2022-03-30 10:17:47","2022-03-30 10:18:28",41.0,1,1,brochure
1964,4,/studycase,/form/set-a-meeting,"2022-03-30 10:18:40","2022-03-30 10:20:09",89.0,1,3,set-a-meeting
1965,5,/portofolio,/form/set-a-meeting,"2022-03-30 10:24:55","2022-03-30 10:26:56",121.0,2,3,set-a-meeting
1966,6,/home,/form/set-a-meeting,"2022-03-30 14:04:29","2022-03-30 14:06:41",132.0,1,4,set-a-meeting
1967,4,/portofolio,/form/demo,"2022-03-30 14:48:30","2022-03-30 14:50:02",92.0,1,3,demo
1968,4,/studycase,/form/set-a-meeting,"2022-03-30 15:04:39","2022-03-30 15:06:00",81.0,3,1,set-a-meeting
1969,6,/studycase,/form/set-a-meeting,"2022-03-30 15:39:48","2022-03-30 15:42:01",133.0,3,3,set-a-meeting
1970,4,/studycase,/form/brochure,"2022-03-30 16:54:04","2022-03-30 16:55:44",100.0,1,3,brochure
1971,6,/studycase,/form/brochure,"2022-03-30 17:01:05","2022-03-30 17:03:14",129.0,3,3,brochure
1972,1,/form/set-a-meeting,/form/set-a-meeting,"2022-03-30 17:22:48","2022-03-30 17:22:48",0.0,1,0,set-a-meeting
1973,6,/studycase,/form/set-a-meeting,"2022-03-31 09:10:40","2022-03-31 09:12:56",136.0,2,3,set-a-meeting
1974,4,/portofolio,/form/demo,"2022-03-31 09:28:31","2022-03-31 09:29:59",88.0,2,2,demo
1975,5,/testimonials,/form/set-a-meeting,"2022-03-31 10:18:42","2022-03-31 10:20:30",108.0,2,2,set-a-meeting
1976,4,/features,/form/brochure,"2022-03-31 12:05:31","2022-03-31 12:06:56",85.0,1,3,brochure
1977,4,/studycase,/form/set-a-meeting,"2022-03-31 12:25:04","2022-03-31 12:26:38",94.0,1,3,set-a-meeting
1978,4,/home,/form/set-a-meeting,"2022-03-31 12:27:45","2022-03-31 12:29:10",85.0,1,2,set-a-meeting
1979,6,/testimonials,/form/set-a-meeting,"2022-03-31 12:35:40","2022-03-31 12:38:03",143.0,2,4,set-a-meeting
1980,6,/home,/form/demo,"2022-03-31 13:52:01","2022-03-31 13:54:17",136.0,2,3,demo
1981,6,/portofolio,/form/set-a-meeting,"2022-03-31 16:01:58","2022-03-31 16:04:22",144.0,1,4,set-a-meeting
1982,4,/features,/form/demo,"2022-03-31 16:22:05","2022-03-31 16:23:39",94.0,1,3,demo
1983,2,/features,/form/brochure,"2022-03-31 17:08:07","2022-03-31 17:08:50",43.0,1,1,brochure
1984,5,/features,/form/set-a-meeting,"2022-04-01 08:58:37","2022-04-01 09:00:23",106.0,2,3,set-a-meeting
1985,3,/testimonials,/form/brochure,"2022-04-01 09:42:26","2022-04-01 09:43:27",61.0,1,2,brochure
1986,4,/home,/form/set-a-meeting,"2022-04-01 09:43:39","2022-04-01 09:44:56",77.0,2,1,set-a-meeting
1987,4,/testimonials,/form/set-a-meeting,"2022-04-01 10:28:25","2022-04-01 10:29:44",79.0,2,2,set-a-meeting
1988,4,/features,/form/set-a-meeting,"2022-04-01 12:04:48","2022-04-01 12:06:22",94.0,2,2,set-a-meeting
1989,1,/form/brochure,/form/brochure,"2022-04-01 12:18:25","2022-04-01 12:18:25",0.0,1,0,brochure
1990,4,/home,/form/demo,"2022-04-01 13:22:11","2022-04-01 13:23:44",93.0,1,2,demo
1991,5,/home,/form/demo,"2022-04-01 13:23:30","2022-04-01 13:25:23",113.0,1,3,demo
1992,3,/features,/form/set-a-meeting,"2022-04-01 14:50:04","2022-04-01 14:51:18",74.0,1,2,set-a-meeting
1993,3,/features,/form/brochure,"2022-04-01 14:50:32","2022-04-01 14:51:47",75.0,1,2,brochure
1994,3,/testimonials,/form/demo,"2022-04-01 15:12:25","2022-04-01 15:13:35",70.0,1,2,demo
1995,4,/studycase,/form/demo,"2022-04-01 15:23:47","2022-04-01 15:25:27",100.0,1,3,demo
1996,4,/features,/form/set-a-meeting,"2022-04-01 17:05:23","2022-04-01 17:06:48",85.0,1,2,set-a-meeting
1997,1,/form/set-a-meeting,/form/set-a-meeting,"2022-04-01 17:29:28","2022-04-01 17:29:28",0.0,1,0,set-a-meeting
1998,2,/studycase,/form/brochure,"2022-04-01 17:39:20","2022-04-01 17:40:05",45.0,1,1,brochure
1999,5,/testimonials,/form/demo,"2022-04-01 17:45:49","2022-04-01 17:47:36",107.0,2,3,demo
2000,4,/features,/form/brochure,"2022-04-01 17:51:02","2022-04-01 17:52:27",85.0,2,2,brochure
2001,6,/studycase,/form/demo,"2022-04-04 10:02:45","2022-04-04 10:05:03",138.0,2,4,demo
2002,4,/features,/form/set-a-meeting,"2022-04-04 10:19:39","2022-04-04 10:21:05",86.0,1,3,set-a-meeting
2003,1,/form/set-a-meeting,/form/set-a-meeting,"2022-04-04 10:22:07","2022-04-04 10:22:07",0.0,1,0,set-a-meeting
2004,4,/home,/form/set-a-meeting,"2022-04-04 12:21:37","2022-04-04 12:22:55",78.0,2,1,set-a-meeting
2005,4,/home,/form/brochure,"2022-04-04 13:23:20","2022-04-04 13:24:35",75.0,2,1,brochure
2006,2,/features,/form/brochure,"2022-04-04 17:11:09","2022-04-04 17:11:58",49.0,1,1,brochure
2007,3,/features,/form/brochure,"2022-04-04 17:43:31","2022-04-04 17:44:46",75.0,1,2,brochure
2008,4,/home,/form/brochure,"2022-04-04 17:46:07","2022-04-04 17:47:39",92.0,1,2,brochure
2009,3,/home,/form/brochure,"2022-04-05 09:46:37","2022-04-05 09:47:34",57.0,1,1,brochure
2010,1,/form/set-a-meeting,/form/set-a-meeting,"2022-04-05 10:15:29","2022-04-05 10:15:29",0.0,1,0,set-a-meeting
2011,3,/portofolio,/form/demo,"2022-04-05 11:57:24","2022-04-05 11:58:23",59.0,2,1,demo
2012,4,/home,/form/brochure,"2022-04-05 12:19:32","2022-04-05 12:20:37",65.0,2,1,brochure
2013,5,/portofolio,/form/set-a-meeting,"2022-04-05 12:20:45","2022-04-05 12:22:36",111.0,2,3,set-a-meeting
2014,2,/studycase,/form/brochure,"2022-04-05 13:35:28","2022-04-05 13:36:09",41.0,1,1,brochure
2015,6,/home,/form/brochure,"2022-04-05 14:30:54","2022-04-05 14:32:56",122.0,1,4,brochure
2016,3,/home,/form/brochure,"2022-04-05 15:59:16","2022-04-05 16:00:16",60.0,1,1,brochure
2017,2,/features,/form/demo,"2022-04-05 17:06:38","2022-04-05 17:07:21",43.0,1,1,demo
2018,5,/portofolio,/form/set-a-meeting,"2022-04-06 10:44:58","2022-04-06 10:46:35",97.0,2,2,set-a-meeting
2019,1,/form/brochure,/form/brochure,"2022-04-06 10:53:04","2022-04-06 10:53:04",0.0,1,0,brochure
2020,4,/testimonials,/form/demo,"2022-04-06 10:52:59","2022-04-06 10:54:32",93.0,2,2,demo
