leads_id,step_id,starting_ts,start_of_week,ending_ts,end_of_week
1703,3,2022-02-25,2022-02-21,2022-02-28,2022-02-27
1703,3,2022-02-25,2022-02-28,2022-02-28,2022-03-06
1703,3,2022-02-25,2022-03-07,2022-02-28,2022-03-13
1704,0,2022-02-17,2022-02-14,2022-02-17,2022-02-20
1704,0,2022-02-17,2022-02-21,2022-02-17,2022-02-27
1704,1,2022-02-17,2022-02-14,2022-02-22,2022-02-20
1704,1,2022-02-17,2022-02-21,2022-02-22,2022-02-27
1704,1,2022-02-17,2022-02-28,2022-02-22,2022-03-06
1704,2,2022-02-22,2022-02-21,2022-02-25,2022-02-27
1704,2,2022-02-22,2022-02-28,2022-02-25,2022-03-06
1704,3,2022-02-25,2022-02-21,2022-02-28,2022-02-27
1704,3,2022-02-25,2022-02-28,2022-02-28,2022-03-06
1704,3,2022-02-25,2022-03-07,2022-02-28,2022-03-13
1704,4,2022-02-28,2022-02-28,2022-03-07,2022-03-06
1704,4,2022-02-28,2022-03-07,2022-03-07,2022-03-13
1704,4,2022-02-28,2022-03-14,2022-03-07,2022-03-20
1704,5,2022-03-07,2022-03-07,2022-03-10,2022-03-13
1704,5,2022-03-07,2022-03-14,2022-03-10,2022-03-20
1704,6,2022-03-10,2022-03-07,2022-03-17,2022-03-13
1704,6,2022-03-10,2022-03-14,2022-03-17,2022-03-20
1704,6,2022-03-10,2022-03-21,2022-03-17,2022-03-27
1704,7,2022-03-17,2022-03-14,2022-03-22,2022-03-20
1704,7,2022-03-17,2022-03-21,2022-03-22,2022-03-27
1704,7,2022-03-17,2022-03-28,2022-03-22,2022-04-03
1705,0,2022-02-17,2022-02-14,2022-02-17,2022-02-20
1705,0,2022-02-17,2022-02-21,2022-02-17,2022-02-27
1705,1,2022-02-17,2022-02-14,2022-02-22,2022-02-20
1705,1,2022-02-17,2022-02-21,2022-02-22,2022-02-27
1705,1,2022-02-17,2022-02-28,2022-02-22,2022-03-06
1705,2,2022-02-22,2022-02-21,2022-02-24,2022-02-27
1705,2,2022-02-22,2022-02-28,2022-02-24,2022-03-06
1705,3,2022-02-24,2022-02-21,2022-02-25,2022-02-27
1705,3,2022-02-24,2022-02-28,2022-02-25,2022-03-06
1706,0,2022-02-17,2022-02-14,2022-02-17,2022-02-20
1706,0,2022-02-17,2022-02-21,2022-02-17,2022-02-27
1706,1,2022-02-17,2022-02-14,2022-02-22,2022-02-20
1706,1,2022-02-17,2022-02-21,2022-02-22,2022-02-27
1706,1,2022-02-17,2022-02-28,2022-02-22,2022-03-06
1706,2,2022-02-22,2022-02-21,2022-02-25,2022-02-27
1706,2,2022-02-22,2022-02-28,2022-02-25,2022-03-06
1706,3,2022-02-25,2022-02-21,2022-02-28,2022-02-27
1706,3,2022-02-25,2022-02-28,2022-02-28,2022-03-06
1706,3,2022-02-25,2022-03-07,2022-02-28,2022-03-13
1706,4,2022-02-28,2022-02-28,2022-03-07,2022-03-06
1706,4,2022-02-28,2022-03-07,2022-03-07,2022-03-13
1706,4,2022-02-28,2022-03-14,2022-03-07,2022-03-20
1706,5,2022-03-07,2022-03-07,2022-03-08,2022-03-13
1706,5,2022-03-07,2022-03-14,2022-03-08,2022-03-20
1706,6,2022-03-08,2022-03-07,2022-03-15,2022-03-13
1706,6,2022-03-08,2022-03-14,2022-03-15,2022-03-20
1706,6,2022-03-08,2022-03-21,2022-03-15,2022-03-27
1706,7,2022-03-15,2022-03-14,2022-03-25,2022-03-20
1706,7,2022-03-15,2022-03-21,2022-03-25,2022-03-27
1706,7,2022-03-15,2022-03-28,2022-03-25,2022-04-03
1707,0,2022-02-18,2022-02-14,2022-02-18,2022-02-20
1707,0,2022-02-18,2022-02-21,2022-02-18,2022-02-27
1707,1,2022-02-18,2022-02-14,2022-02-21,2022-02-20
1707,1,2022-02-18,2022-02-21,2022-02-21,2022-02-27
1707,1,2022-02-18,2022-02-28,2022-02-21,2022-03-06
1707,2,2022-02-21,2022-02-21,2022-02-22,2022-02-27
1707,2,2022-02-21,2022-02-28,2022-02-22,2022-03-06
1707,3,2022-02-22,2022-02-21,2022-02-24,2022-02-27
1707,3,2022-02-22,2022-02-28,2022-02-24,2022-03-06
1707,4,2022-02-24,2022-02-21,2022-03-04,2022-02-27
1707,4,2022-02-24,2022-02-28,2022-03-04,2022-03-06
1707,4,2022-02-24,2022-03-07,2022-03-04,2022-03-13
1707,5,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1707,5,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1707,5,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1708,0,2022-02-18,2022-02-14,2022-02-18,2022-02-20
1708,0,2022-02-18,2022-02-21,2022-02-18,2022-02-27
1708,1,2022-02-18,2022-02-14,2022-02-25,2022-02-20
1708,1,2022-02-18,2022-02-21,2022-02-25,2022-02-27
1708,1,2022-02-18,2022-02-28,2022-02-25,2022-03-06
1709,0,2022-02-21,2022-02-21,2022-02-21,2022-02-27
1709,0,2022-02-21,2022-02-28,2022-02-21,2022-03-06
1709,1,2022-02-21,2022-02-21,2022-02-28,2022-02-27
1709,1,2022-02-21,2022-02-28,2022-02-28,2022-03-06
1709,1,2022-02-21,2022-03-07,2022-02-28,2022-03-13
1709,2,2022-02-28,2022-02-28,2022-03-02,2022-03-06
1709,2,2022-02-28,2022-03-07,2022-03-02,2022-03-13
1710,0,2022-02-21,2022-02-21,2022-02-21,2022-02-27
1710,0,2022-02-21,2022-02-28,2022-02-21,2022-03-06
1710,1,2022-02-21,2022-02-21,2022-02-28,2022-02-27
1710,1,2022-02-21,2022-02-28,2022-02-28,2022-03-06
1710,1,2022-02-21,2022-03-07,2022-02-28,2022-03-13
1710,2,2022-02-28,2022-02-28,2022-03-02,2022-03-06
1710,2,2022-02-28,2022-03-07,2022-03-02,2022-03-13
1710,3,2022-03-02,2022-02-28,2022-03-04,2022-03-06
1710,3,2022-03-02,2022-03-07,2022-03-04,2022-03-13
1710,4,2022-03-04,2022-02-28,2022-03-14,2022-03-06
1710,4,2022-03-04,2022-03-07,2022-03-14,2022-03-13
1710,4,2022-03-04,2022-03-14,2022-03-14,2022-03-20
1710,4,2022-03-04,2022-03-21,2022-03-14,2022-03-27
1710,5,2022-03-14,2022-03-14,2022-03-15,2022-03-20
1710,5,2022-03-14,2022-03-21,2022-03-15,2022-03-27
1710,6,2022-03-15,2022-03-14,2022-03-23,2022-03-20
1710,6,2022-03-15,2022-03-21,2022-03-23,2022-03-27
1710,6,2022-03-15,2022-03-28,2022-03-23,2022-04-03
1710,7,2022-03-23,2022-03-21,2022-04-01,2022-03-27
1710,7,2022-03-23,2022-03-28,2022-04-01,2022-04-03
1710,7,2022-03-23,2022-04-04,2022-04-01,2022-04-10
1711,0,2022-02-21,2022-02-21,2022-02-21,2022-02-27
1711,0,2022-02-21,2022-02-28,2022-02-21,2022-03-06
1712,0,2022-02-21,2022-02-21,2022-02-21,2022-02-27
1712,0,2022-02-21,2022-02-28,2022-02-21,2022-03-06
1712,1,2022-02-21,2022-02-21,2022-02-25,2022-02-27
1712,1,2022-02-21,2022-02-28,2022-02-25,2022-03-06
1712,2,2022-02-25,2022-02-21,2022-02-28,2022-02-27
1712,2,2022-02-25,2022-02-28,2022-02-28,2022-03-06
1712,2,2022-02-25,2022-03-07,2022-02-28,2022-03-13
1713,0,2022-02-21,2022-02-21,2022-02-21,2022-02-27
1713,0,2022-02-21,2022-02-28,2022-02-21,2022-03-06
1713,1,2022-02-21,2022-02-21,2022-02-25,2022-02-27
1713,1,2022-02-21,2022-02-28,2022-02-25,2022-03-06
1713,2,2022-02-25,2022-02-21,2022-02-28,2022-02-27
1713,2,2022-02-25,2022-02-28,2022-02-28,2022-03-06
1713,2,2022-02-25,2022-03-07,2022-02-28,2022-03-13
1713,3,2022-02-28,2022-02-28,2022-03-01,2022-03-06
1713,3,2022-02-28,2022-03-07,2022-03-01,2022-03-13
1714,0,2022-02-22,2022-02-21,2022-02-22,2022-02-27
1714,0,2022-02-22,2022-02-28,2022-02-22,2022-03-06
1714,1,2022-02-22,2022-02-21,2022-02-28,2022-02-27
1714,1,2022-02-22,2022-02-28,2022-02-28,2022-03-06
1714,1,2022-02-22,2022-03-07,2022-02-28,2022-03-13
1714,2,2022-02-28,2022-02-28,2022-03-03,2022-03-06
1714,2,2022-02-28,2022-03-07,2022-03-03,2022-03-13
1714,3,2022-03-03,2022-02-28,2022-03-04,2022-03-06
1714,3,2022-03-03,2022-03-07,2022-03-04,2022-03-13
1714,4,2022-03-04,2022-02-28,2022-03-14,2022-03-06
1714,4,2022-03-04,2022-03-07,2022-03-14,2022-03-13
1714,4,2022-03-04,2022-03-14,2022-03-14,2022-03-20
1714,4,2022-03-04,2022-03-21,2022-03-14,2022-03-27
1714,5,2022-03-14,2022-03-14,2022-03-15,2022-03-20
1714,5,2022-03-14,2022-03-21,2022-03-15,2022-03-27
1714,6,2022-03-15,2022-03-14,2022-03-23,2022-03-20
1714,6,2022-03-15,2022-03-21,2022-03-23,2022-03-27
1714,6,2022-03-15,2022-03-28,2022-03-23,2022-04-03
1715,0,2022-02-22,2022-02-21,2022-02-22,2022-02-27
1715,0,2022-02-22,2022-02-28,2022-02-22,2022-03-06
1715,1,2022-02-22,2022-02-21,2022-02-28,2022-02-27
1715,1,2022-02-22,2022-02-28,2022-02-28,2022-03-06
1715,1,2022-02-22,2022-03-07,2022-02-28,2022-03-13
1716,0,2022-02-22,2022-02-21,2022-02-22,2022-02-27
1716,0,2022-02-22,2022-02-28,2022-02-22,2022-03-06
1717,0,2022-02-22,2022-02-21,2022-02-22,2022-02-27
1717,0,2022-02-22,2022-02-28,2022-02-22,2022-03-06
1718,0,2022-02-23,2022-02-21,2022-02-23,2022-02-27
1718,0,2022-02-23,2022-02-28,2022-02-23,2022-03-06
1718,1,2022-02-23,2022-02-21,2022-02-25,2022-02-27
1718,1,2022-02-23,2022-02-28,2022-02-25,2022-03-06
1718,2,2022-02-25,2022-02-21,2022-02-28,2022-02-27
1718,2,2022-02-25,2022-02-28,2022-02-28,2022-03-06
1718,2,2022-02-25,2022-03-07,2022-02-28,2022-03-13
1718,3,2022-02-28,2022-02-28,2022-03-01,2022-03-06
1718,3,2022-02-28,2022-03-07,2022-03-01,2022-03-13
1718,4,2022-03-01,2022-02-28,2022-03-07,2022-03-06
1718,4,2022-03-01,2022-03-07,2022-03-07,2022-03-13
1718,4,2022-03-01,2022-03-14,2022-03-07,2022-03-20
1719,0,2022-02-23,2022-02-21,2022-02-23,2022-02-27
1719,0,2022-02-23,2022-02-28,2022-02-23,2022-03-06
1719,1,2022-02-23,2022-02-21,2022-03-01,2022-02-27
1719,1,2022-02-23,2022-02-28,2022-03-01,2022-03-06
1719,1,2022-02-23,2022-03-07,2022-03-01,2022-03-13
1719,2,2022-03-01,2022-02-28,2022-03-04,2022-03-06
1719,2,2022-03-01,2022-03-07,2022-03-04,2022-03-13
1719,3,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1719,3,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1719,3,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1720,0,2022-02-23,2022-02-21,2022-02-23,2022-02-27
1720,0,2022-02-23,2022-02-28,2022-02-23,2022-03-06
1720,1,2022-02-23,2022-02-21,2022-03-02,2022-02-27
1720,1,2022-02-23,2022-02-28,2022-03-02,2022-03-06
1720,1,2022-02-23,2022-03-07,2022-03-02,2022-03-13
1720,2,2022-03-02,2022-02-28,2022-03-04,2022-03-06
1720,2,2022-03-02,2022-03-07,2022-03-04,2022-03-13
1720,3,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1720,3,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1720,3,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1720,4,2022-03-07,2022-03-07,2022-03-14,2022-03-13
1720,4,2022-03-07,2022-03-14,2022-03-14,2022-03-20
1720,4,2022-03-07,2022-03-21,2022-03-14,2022-03-27
1721,0,2022-02-23,2022-02-21,2022-02-23,2022-02-27
1721,0,2022-02-23,2022-02-28,2022-02-23,2022-03-06
1721,1,2022-02-23,2022-02-21,2022-02-28,2022-02-27
1721,1,2022-02-23,2022-02-28,2022-02-28,2022-03-06
1721,1,2022-02-23,2022-03-07,2022-02-28,2022-03-13
1721,2,2022-02-28,2022-02-28,2022-03-01,2022-03-06
1721,2,2022-02-28,2022-03-07,2022-03-01,2022-03-13
1721,3,2022-03-01,2022-02-28,2022-03-03,2022-03-06
1721,3,2022-03-01,2022-03-07,2022-03-03,2022-03-13
1721,4,2022-03-03,2022-02-28,2022-03-14,2022-03-06
1721,4,2022-03-03,2022-03-07,2022-03-14,2022-03-13
1721,4,2022-03-03,2022-03-14,2022-03-14,2022-03-20
1721,4,2022-03-03,2022-03-21,2022-03-14,2022-03-27
1721,5,2022-03-14,2022-03-14,2022-03-15,2022-03-20
1721,5,2022-03-14,2022-03-21,2022-03-15,2022-03-27
1721,6,2022-03-15,2022-03-14,2022-03-21,2022-03-20
1721,6,2022-03-15,2022-03-21,2022-03-21,2022-03-27
1721,6,2022-03-15,2022-03-28,2022-03-21,2022-04-03
1722,0,2022-02-23,2022-02-21,2022-02-23,2022-02-27
1722,0,2022-02-23,2022-02-28,2022-02-23,2022-03-06
1722,1,2022-02-23,2022-02-21,2022-03-01,2022-02-27
1722,1,2022-02-23,2022-02-28,2022-03-01,2022-03-06
1722,1,2022-02-23,2022-03-07,2022-03-01,2022-03-13
1723,0,2022-02-23,2022-02-21,2022-02-23,2022-02-27
1723,0,2022-02-23,2022-02-28,2022-02-23,2022-03-06
1723,1,2022-02-23,2022-02-21,2022-03-01,2022-02-27
1723,1,2022-02-23,2022-02-28,2022-03-01,2022-03-06
1723,1,2022-02-23,2022-03-07,2022-03-01,2022-03-13
1723,2,2022-03-01,2022-02-28,2022-03-02,2022-03-06
1723,2,2022-03-01,2022-03-07,2022-03-02,2022-03-13
1724,0,2022-02-23,2022-02-21,2022-02-23,2022-02-27
1724,0,2022-02-23,2022-02-28,2022-02-23,2022-03-06
1724,1,2022-02-23,2022-02-21,2022-03-02,2022-02-27
1724,1,2022-02-23,2022-02-28,2022-03-02,2022-03-06
1724,1,2022-02-23,2022-03-07,2022-03-02,2022-03-13
1724,2,2022-03-02,2022-02-28,2022-03-04,2022-03-06
1724,2,2022-03-02,2022-03-07,2022-03-04,2022-03-13
1724,3,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1724,3,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1724,3,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1724,4,2022-03-07,2022-03-07,2022-03-15,2022-03-13
1724,4,2022-03-07,2022-03-14,2022-03-15,2022-03-20
1724,4,2022-03-07,2022-03-21,2022-03-15,2022-03-27
1724,5,2022-03-15,2022-03-14,2022-03-18,2022-03-20
1724,5,2022-03-15,2022-03-21,2022-03-18,2022-03-27
1724,6,2022-03-18,2022-03-14,2022-03-28,2022-03-20
1724,6,2022-03-18,2022-03-21,2022-03-28,2022-03-27
1724,6,2022-03-18,2022-03-28,2022-03-28,2022-04-03
1724,6,2022-03-18,2022-04-04,2022-03-28,2022-04-10
1724,7,2022-03-28,2022-03-28,2022-04-01,2022-04-03
1724,7,2022-03-28,2022-04-04,2022-04-01,2022-04-10
1725,0,2022-02-23,2022-02-21,2022-02-23,2022-02-27
1725,0,2022-02-23,2022-02-28,2022-02-23,2022-03-06
1725,1,2022-02-23,2022-02-21,2022-02-25,2022-02-27
1725,1,2022-02-23,2022-02-28,2022-02-25,2022-03-06
1725,2,2022-02-25,2022-02-21,2022-02-28,2022-02-27
1725,2,2022-02-25,2022-02-28,2022-02-28,2022-03-06
1725,2,2022-02-25,2022-03-07,2022-02-28,2022-03-13
1725,3,2022-02-28,2022-02-28,2022-03-01,2022-03-06
1725,3,2022-02-28,2022-03-07,2022-03-01,2022-03-13
1725,4,2022-03-01,2022-02-28,2022-03-07,2022-03-06
1725,4,2022-03-01,2022-03-07,2022-03-07,2022-03-13
1725,4,2022-03-01,2022-03-14,2022-03-07,2022-03-20
1725,5,2022-03-07,2022-03-07,2022-03-09,2022-03-13
1725,5,2022-03-07,2022-03-14,2022-03-09,2022-03-20
1726,0,2022-02-24,2022-02-21,2022-02-24,2022-02-27
1726,0,2022-02-24,2022-02-28,2022-02-24,2022-03-06
1726,1,2022-02-24,2022-02-21,2022-03-02,2022-02-27
1726,1,2022-02-24,2022-02-28,2022-03-02,2022-03-06
1726,1,2022-02-24,2022-03-07,2022-03-02,2022-03-13
1726,2,2022-03-02,2022-02-28,2022-03-04,2022-03-06
1726,2,2022-03-02,2022-03-07,2022-03-04,2022-03-13
1726,3,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1726,3,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1726,3,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1726,4,2022-03-07,2022-03-07,2022-03-14,2022-03-13
1726,4,2022-03-07,2022-03-14,2022-03-14,2022-03-20
1726,4,2022-03-07,2022-03-21,2022-03-14,2022-03-27
1727,0,2022-02-24,2022-02-21,2022-02-24,2022-02-27
1727,0,2022-02-24,2022-02-28,2022-02-24,2022-03-06
1727,1,2022-02-24,2022-02-21,2022-03-01,2022-02-27
1727,1,2022-02-24,2022-02-28,2022-03-01,2022-03-06
1727,1,2022-02-24,2022-03-07,2022-03-01,2022-03-13
1727,2,2022-03-01,2022-02-28,2022-03-04,2022-03-06
1727,2,2022-03-01,2022-03-07,2022-03-04,2022-03-13
1727,3,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1727,3,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1727,3,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1727,4,2022-03-07,2022-03-07,2022-03-15,2022-03-13
1727,4,2022-03-07,2022-03-14,2022-03-15,2022-03-20
1727,4,2022-03-07,2022-03-21,2022-03-15,2022-03-27
1727,5,2022-03-15,2022-03-14,2022-03-17,2022-03-20
1727,5,2022-03-15,2022-03-21,2022-03-17,2022-03-27
1727,6,2022-03-17,2022-03-14,2022-03-25,2022-03-20
1727,6,2022-03-17,2022-03-21,2022-03-25,2022-03-27
1727,6,2022-03-17,2022-03-28,2022-03-25,2022-04-03
1727,7,2022-03-25,2022-03-21,2022-04-01,2022-03-27
1727,7,2022-03-25,2022-03-28,2022-04-01,2022-04-03
1727,7,2022-03-25,2022-04-04,2022-04-01,2022-04-10
1728,0,2022-02-24,2022-02-21,2022-02-24,2022-02-27
1728,0,2022-02-24,2022-02-28,2022-02-24,2022-03-06
1728,1,2022-02-24,2022-02-21,2022-03-02,2022-02-27
1728,1,2022-02-24,2022-02-28,2022-03-02,2022-03-06
1728,1,2022-02-24,2022-03-07,2022-03-02,2022-03-13
1728,2,2022-03-02,2022-02-28,2022-03-04,2022-03-06
1728,2,2022-03-02,2022-03-07,2022-03-04,2022-03-13
1728,3,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1728,3,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1728,3,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1728,4,2022-03-07,2022-03-07,2022-03-16,2022-03-13
1728,4,2022-03-07,2022-03-14,2022-03-16,2022-03-20
1728,4,2022-03-07,2022-03-21,2022-03-16,2022-03-27
1728,5,2022-03-16,2022-03-14,2022-03-18,2022-03-20
1728,5,2022-03-16,2022-03-21,2022-03-18,2022-03-27
1728,6,2022-03-18,2022-03-14,2022-03-29,2022-03-20
1728,6,2022-03-18,2022-03-21,2022-03-29,2022-03-27
1728,6,2022-03-18,2022-03-28,2022-03-29,2022-04-03
1728,6,2022-03-18,2022-04-04,2022-03-29,2022-04-10
1728,7,2022-03-29,2022-03-28,2022-04-04,2022-04-03
1728,7,2022-03-29,2022-04-04,2022-04-04,2022-04-10
1728,7,2022-03-29,2022-04-11,2022-04-04,2022-04-17
1729,0,2022-02-24,2022-02-21,2022-02-24,2022-02-27
1729,0,2022-02-24,2022-02-28,2022-02-24,2022-03-06
1729,1,2022-02-24,2022-02-21,2022-03-03,2022-02-27
1729,1,2022-02-24,2022-02-28,2022-03-03,2022-03-06
1729,1,2022-02-24,2022-03-07,2022-03-03,2022-03-13
1730,0,2022-02-24,2022-02-21,2022-02-24,2022-02-27
1730,0,2022-02-24,2022-02-28,2022-02-24,2022-03-06
1730,1,2022-02-24,2022-02-21,2022-03-02,2022-02-27
1730,1,2022-02-24,2022-02-28,2022-03-02,2022-03-06
1730,1,2022-02-24,2022-03-07,2022-03-02,2022-03-13
1730,2,2022-03-02,2022-02-28,2022-03-04,2022-03-06
1730,2,2022-03-02,2022-03-07,2022-03-04,2022-03-13
1730,3,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1730,3,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1730,3,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1730,4,2022-03-07,2022-03-07,2022-03-15,2022-03-13
1730,4,2022-03-07,2022-03-14,2022-03-15,2022-03-20
1730,4,2022-03-07,2022-03-21,2022-03-15,2022-03-27
1730,5,2022-03-15,2022-03-14,2022-03-17,2022-03-20
1730,5,2022-03-15,2022-03-21,2022-03-17,2022-03-27
1730,6,2022-03-17,2022-03-14,2022-03-25,2022-03-20
1730,6,2022-03-17,2022-03-21,2022-03-25,2022-03-27
1730,6,2022-03-17,2022-03-28,2022-03-25,2022-04-03
1730,7,2022-03-25,2022-03-21,2022-04-01,2022-03-27
1730,7,2022-03-25,2022-03-28,2022-04-01,2022-04-03
1730,7,2022-03-25,2022-04-04,2022-04-01,2022-04-10
1731,0,2022-02-24,2022-02-21,2022-02-24,2022-02-27
1731,0,2022-02-24,2022-02-28,2022-02-24,2022-03-06
1732,0,2022-02-24,2022-02-21,2022-02-24,2022-02-27
1732,0,2022-02-24,2022-02-28,2022-02-24,2022-03-06
1733,0,2022-02-24,2022-02-21,2022-02-24,2022-02-27
1733,0,2022-02-24,2022-02-28,2022-02-24,2022-03-06
1733,1,2022-02-24,2022-02-21,2022-03-02,2022-02-27
1733,1,2022-02-24,2022-02-28,2022-03-02,2022-03-06
1733,1,2022-02-24,2022-03-07,2022-03-02,2022-03-13
1733,2,2022-03-02,2022-02-28,2022-03-04,2022-03-06
1733,2,2022-03-02,2022-03-07,2022-03-04,2022-03-13
1733,3,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1733,3,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1733,3,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1733,4,2022-03-07,2022-03-07,2022-03-14,2022-03-13
1733,4,2022-03-07,2022-03-14,2022-03-14,2022-03-20
1733,4,2022-03-07,2022-03-21,2022-03-14,2022-03-27
1733,5,2022-03-14,2022-03-14,2022-03-16,2022-03-20
1733,5,2022-03-14,2022-03-21,2022-03-16,2022-03-27
1734,0,2022-02-24,2022-02-21,2022-02-24,2022-02-27
1734,0,2022-02-24,2022-02-28,2022-02-24,2022-03-06
1734,1,2022-02-24,2022-02-21,2022-03-02,2022-02-27
1734,1,2022-02-24,2022-02-28,2022-03-02,2022-03-06
1734,1,2022-02-24,2022-03-07,2022-03-02,2022-03-13
1734,2,2022-03-02,2022-02-28,2022-03-04,2022-03-06
1734,2,2022-03-02,2022-03-07,2022-03-04,2022-03-13
1734,3,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1734,3,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1734,3,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1734,4,2022-03-07,2022-03-07,2022-03-14,2022-03-13
1734,4,2022-03-07,2022-03-14,2022-03-14,2022-03-20
1734,4,2022-03-07,2022-03-21,2022-03-14,2022-03-27
1734,5,2022-03-14,2022-03-14,2022-03-18,2022-03-20
1734,5,2022-03-14,2022-03-21,2022-03-18,2022-03-27
1734,6,2022-03-18,2022-03-14,2022-03-25,2022-03-20
1734,6,2022-03-18,2022-03-21,2022-03-25,2022-03-27
1734,6,2022-03-18,2022-03-28,2022-03-25,2022-04-03
1735,0,2022-02-24,2022-02-21,2022-02-24,2022-02-27
1735,0,2022-02-24,2022-02-28,2022-02-24,2022-03-06
1736,0,2022-02-25,2022-02-21,2022-02-25,2022-02-27
1736,0,2022-02-25,2022-02-28,2022-02-25,2022-03-06
1736,1,2022-02-25,2022-02-21,2022-03-04,2022-02-27
1736,1,2022-02-25,2022-02-28,2022-03-04,2022-03-06
1736,1,2022-02-25,2022-03-07,2022-03-04,2022-03-13
1736,2,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1736,2,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1736,2,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1736,3,2022-03-07,2022-03-07,2022-03-09,2022-03-13
1736,3,2022-03-07,2022-03-14,2022-03-09,2022-03-20
1737,0,2022-02-25,2022-02-21,2022-02-25,2022-02-27
1737,0,2022-02-25,2022-02-28,2022-02-25,2022-03-06
1737,1,2022-02-25,2022-02-21,2022-03-04,2022-02-27
1737,1,2022-02-25,2022-02-28,2022-03-04,2022-03-06
1737,1,2022-02-25,2022-03-07,2022-03-04,2022-03-13
1737,2,2022-03-04,2022-02-28,2022-03-07,2022-03-06
1737,2,2022-03-04,2022-03-07,2022-03-07,2022-03-13
1737,2,2022-03-04,2022-03-14,2022-03-07,2022-03-20
1737,3,2022-03-07,2022-03-07,2022-03-08,2022-03-13
1737,3,2022-03-07,2022-03-14,2022-03-08,2022-03-20
1737,4,2022-03-08,2022-03-07,2022-03-15,2022-03-13
1737,4,2022-03-08,2022-03-14,2022-03-15,2022-03-20
1737,4,2022-03-08,2022-03-21,2022-03-15,2022-03-27
1737,5,2022-03-15,2022-03-14,2022-03-17,2022-03-20
1737,5,2022-03-15,2022-03-21,2022-03-17,2022-03-27
1737,6,2022-03-17,2022-03-14,2022-03-25,2022-03-20
1737,6,2022-03-17,2022-03-21,2022-03-25,2022-03-27
1737,6,2022-03-17,2022-03-28,2022-03-25,2022-04-03
1737,7,2022-03-25,2022-03-21,2022-04-01,2022-03-27
1737,7,2022-03-25,2022-03-28,2022-04-01,2022-04-03
1737,7,2022-03-25,2022-04-04,2022-04-01,2022-04-10
1738,0,2022-02-25,2022-02-21,2022-02-25,2022-02-27
1738,0,2022-02-25,2022-02-28,2022-02-25,2022-03-06
1738,1,2022-02-25,2022-02-21,2022-02-28,2022-02-27
1738,1,2022-02-25,2022-02-28,2022-02-28,2022-03-06
1738,1,2022-02-25,2022-03-07,2022-02-28,2022-03-13
1738,2,2022-02-28,2022-02-28,2022-03-02,2022-03-06
1738,2,2022-02-28,2022-03-07,2022-03-02,2022-03-13
1738,3,2022-03-02,2022-02-28,2022-03-03,2022-03-06
1738,3,2022-03-02,2022-03-07,2022-03-03,2022-03-13
1738,4,2022-03-03,2022-02-28,2022-03-08,2022-03-06
1738,4,2022-03-03,2022-03-07,2022-03-08,2022-03-13
1738,4,2022-03-03,2022-03-14,2022-03-08,2022-03-20
1739,0,2022-02-25,2022-02-21,2022-02-25,2022-02-27
1739,0,2022-02-25,2022-02-28,2022-02-25,2022-03-06
1739,1,2022-02-25,2022-02-21,2022-03-02,2022-02-27
1739,1,2022-02-25,2022-02-28,2022-03-02,2022-03-06
1739,1,2022-02-25,2022-03-07,2022-03-02,2022-03-13
1739,2,2022-03-02,2022-02-28,2022-03-03,2022-03-06
1739,2,2022-03-02,2022-03-07,2022-03-03,2022-03-13
1739,3,2022-03-03,2022-02-28,2022-03-04,2022-03-06
1739,3,2022-03-03,2022-03-07,2022-03-04,2022-03-13
1739,4,2022-03-04,2022-02-28,2022-03-11,2022-03-06
1739,4,2022-03-04,2022-03-07,2022-03-11,2022-03-13
1739,4,2022-03-04,2022-03-14,2022-03-11,2022-03-20
