month_period,funnel_id,leads_id,stage_id,stage_name,stage_date,stage_time,reason,reason_id,drop_flag,stage_month_id,stage_month,first_date,first_month
2022-04-01,9763,2051,102,"Lead Qualification",2022-04-25,15:48:57,,0,0,18,2022-04-01,2022-04-20,2022-04-01
2022-04-01,9781,2051,103,"Initial Communication Success",2022-04-26,11:18:05,,,1,18,2022-04-01,2022-04-20,2022-04-01
2022-04-01,9698,2052,101,"Lead Registered",2022-04-21,10:29:59,,0,0,18,2022-04-01,2022-04-21,2022-04-01
2022-04-01,9817,2052,102,"Lead Qualification",2022-04-27,15:26:50,,0,0,18,2022-04-01,2022-04-21,2022-04-01
2022-04-01,9863,2052,103,"Initial Communication Success",2022-04-29,16:39:31,,0,0,18,2022-04-01,2022-04-21,2022-04-01
2022-04-01,9896,2052,104,"Approach Success",2022-05-02,15:07:21,"Not Answered",1,1,19,2022-05-01,2022-04-21,2022-04-01
2022-04-01,9705,2053,101,"Lead Registered",2022-04-21,12:16:34,,0,0,18,2022-04-01,2022-04-21,2022-04-01
2022-04-01,9718,2054,101,"Lead Registered",2022-04-22,10:42:43,,0,0,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9747,2054,102,"Lead Qualification",2022-04-25,10:10:01,"Not Selected",2,1,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9724,2055,101,"Lead Registered",2022-04-22,13:12:35,,0,0,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9852,2055,102,"Lead Qualification",2022-04-29,12:37:53,,0,0,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9894,2055,103,"Initial Communication Success",2022-05-02,14:28:37,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,9923,2055,104,"Approach Success",2022-05-03,12:41:02,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,10119,2055,105,"Discussion Success",2022-05-11,13:41:23,,,1,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,9726,2056,101,"Lead Registered",2022-04-22,14:21:49,,0,0,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9799,2056,102,"Lead Qualification",2022-04-27,09:16:25,"Not Selected",2,1,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9730,2057,101,"Lead Registered",2022-04-22,16:22:50,,0,0,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9845,2057,102,"Lead Qualification",2022-04-29,10:58:09,,0,0,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9908,2057,103,"Initial Communication Success",2022-05-02,17:28:07,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,9922,2057,104,"Approach Success",2022-05-03,11:46:31,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,10157,2057,105,"Discussion Success",2022-05-13,14:50:07,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,10176,2057,106,"Offer Sent",2022-05-16,13:10:31,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,10278,2057,107,"Quatation Received",2022-05-23,16:40:51,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,10404,2057,108,"Deal Won",2022-05-30,15:16:17,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,9736,2058,101,"Lead Registered",2022-04-22,17:41:43,,0,0,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9822,2058,102,"Lead Qualification",2022-04-27,16:16:28,,0,0,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9868,2058,103,"Initial Communication Success",2022-04-29,16:59:58,,0,0,18,2022-04-01,2022-04-22,2022-04-01
2022-04-01,9891,2058,104,"Approach Success",2022-05-02,14:11:31,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,10025,2058,105,"Discussion Success",2022-05-09,09:33:06,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,10142,2058,106,"Offer Sent",2022-05-12,15:54:53,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,10259,2058,107,"Quatation Received",2022-05-20,16:28:51,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,10395,2058,108,"Deal Won",2022-05-30,12:54:08,,0,0,19,2022-05-01,2022-04-22,2022-04-01
2022-04-01,9741,2059,101,"Lead Registered",2022-04-25,09:04:42,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9746,2060,101,"Lead Registered",2022-04-25,09:51:53,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9838,2060,102,"Lead Qualification",2022-04-29,09:07:50,"Not Selected",2,1,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9751,2061,101,"Lead Registered",2022-04-25,10:58:21,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9870,2061,102,"Lead Qualification",2022-04-29,17:13:02,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9882,2061,103,"Initial Communication Success",2022-05-02,10:38:27,"Not Answered",1,1,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9752,2062,101,"Lead Registered",2022-04-25,12:58:42,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9867,2062,102,"Lead Qualification",2022-04-29,16:55:26,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9880,2062,103,"Initial Communication Success",2022-05-02,10:25:13,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9985,2062,104,"Approach Success",2022-05-05,16:54:11,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,10125,2062,105,"Discussion Success",2022-05-11,16:50:59,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,10141,2062,106,"Offer Sent",2022-05-12,15:27:45,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,10204,2062,107,"Quatation Received",2022-05-17,17:32:02,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,10256,2062,108,"Deal Won",2022-05-20,16:04:13,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9753,2063,101,"Lead Registered",2022-04-25,13:04:39,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9760,2064,101,"Lead Registered",2022-04-25,15:06:19,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9892,2064,102,"Lead Qualification",2022-05-02,14:18:01,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9927,2064,103,"Initial Communication Success",2022-05-03,14:46:53,"Not Answered",1,1,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9761,2065,101,"Lead Registered",2022-04-25,15:14:16,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9765,2066,101,"Lead Registered",2022-04-25,16:08:03,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9847,2066,102,"Lead Qualification",2022-04-29,11:46:26,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9900,2066,103,"Initial Communication Success",2022-05-02,16:16:24,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9924,2066,104,"Approach Success",2022-05-03,12:42:43,"Not Answered",1,1,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9767,2067,101,"Lead Registered",2022-04-25,16:23:32,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9869,2067,102,"Lead Qualification",2022-04-29,17:11:43,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9886,2067,103,"Initial Communication Success",2022-05-02,12:12:42,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9921,2067,104,"Approach Success",2022-05-03,11:19:02,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,10108,2067,105,"Discussion Success",2022-05-11,10:30:50,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,10152,2067,106,"Offer Sent",2022-05-13,11:28:04,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,10262,2067,107,"Quatation Received",2022-05-23,10:20:20,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,10501,2067,108,"Deal Won",2022-06-01,17:41:04,,0,0,20,2022-06-01,2022-04-25,2022-04-01
2022-04-01,9770,2068,101,"Lead Registered",2022-04-25,17:05:29,,0,0,18,2022-04-01,2022-04-25,2022-04-01
2022-04-01,9890,2068,102,"Lead Qualification",2022-05-02,13:59:31,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9961,2068,103,"Initial Communication Success",2022-05-04,16:00:42,,0,0,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9979,2068,104,"Approach Success",2022-05-05,13:42:24,"Use Other Products",5,1,19,2022-05-01,2022-04-25,2022-04-01
2022-04-01,9778,2069,101,"Lead Registered",2022-04-26,10:11:07,,0,0,18,2022-04-01,2022-04-26,2022-04-01
2022-04-01,9865,2069,102,"Lead Qualification",2022-04-29,16:51:53,,0,0,18,2022-04-01,2022-04-26,2022-04-01
2022-04-01,9902,2069,103,"Initial Communication Success",2022-05-02,16:38:30,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,9952,2069,104,"Approach Success",2022-05-04,12:23:53,"Use Other Products",5,1,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,9783,2070,101,"Lead Registered",2022-04-26,13:45:13,,0,0,18,2022-04-01,2022-04-26,2022-04-01
2022-04-01,9784,2071,101,"Lead Registered",2022-04-26,13:46:29,,0,0,18,2022-04-01,2022-04-26,2022-04-01
2022-04-01,9876,2071,102,"Lead Qualification",2022-05-02,09:28:25,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,9971,2071,103,"Initial Communication Success",2022-05-04,17:42:01,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,10014,2071,104,"Approach Success",2022-05-06,14:26:06,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,10178,2071,105,"Discussion Success",2022-05-16,13:29:16,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,10195,2071,106,"Offer Sent",2022-05-17,14:22:21,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,10313,2071,107,"Quatation Received",2022-05-25,15:01:32,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,10506,2071,108,"Deal Won",2022-06-02,10:13:38,,0,0,20,2022-06-01,2022-04-26,2022-04-01
2022-04-01,9787,2072,101,"Lead Registered",2022-04-26,14:20:39,,0,0,18,2022-04-01,2022-04-26,2022-04-01
2022-04-01,9932,2072,102,"Lead Qualification",2022-05-03,15:59:44,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,9993,2072,103,"Initial Communication Success",2022-05-06,09:35:23,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,10034,2072,104,"Approach Success",2022-05-09,11:03:00,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,10171,2072,105,"Discussion Success",2022-05-16,11:24:36,,,1,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,9794,2073,101,"Lead Registered",2022-04-26,16:54:53,,0,0,18,2022-04-01,2022-04-26,2022-04-01
2022-04-01,9917,2073,102,"Lead Qualification",2022-05-03,10:33:07,"Not Selected",2,1,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,9795,2074,101,"Lead Registered",2022-04-26,17:04:30,,0,0,18,2022-04-01,2022-04-26,2022-04-01
2022-04-01,9897,2074,102,"Lead Qualification",2022-05-02,15:39:48,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,9967,2074,103,"Initial Communication Success",2022-05-04,16:55:31,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,9976,2074,104,"Approach Success",2022-05-05,12:11:24,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,10041,2074,105,"Discussion Success",2022-05-09,12:28:50,,0,0,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,10107,2074,106,"Offer Sent",2022-05-11,10:21:05,"Price Not Fit",3,1,19,2022-05-01,2022-04-26,2022-04-01
2022-04-01,9798,2075,101,"Lead Registered",2022-04-27,09:11:56,,0,0,18,2022-04-01,2022-04-27,2022-04-01
2022-04-01,9873,2075,102,"Lead Qualification",2022-04-29,17:33:42,,0,0,18,2022-04-01,2022-04-27,2022-04-01
2022-04-01,9905,2075,103,"Initial Communication Success",2022-05-02,17:10:33,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9948,2075,104,"Approach Success",2022-05-04,10:13:36,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10130,2075,105,"Discussion Success",2022-05-12,11:58:42,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10166,2075,106,"Offer Sent",2022-05-16,09:10:06,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10284,2075,107,"Quatation Received",2022-05-24,09:35:18,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10531,2075,108,"Deal Won",2022-06-02,17:57:37,,0,0,20,2022-06-01,2022-04-27,2022-04-01
2022-04-01,9802,2076,101,"Lead Registered",2022-04-27,10:29:55,,0,0,18,2022-04-01,2022-04-27,2022-04-01
2022-04-01,9881,2076,102,"Lead Qualification",2022-05-02,10:37:10,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9925,2076,103,"Initial Communication Success",2022-05-03,13:26:30,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9951,2076,104,"Approach Success",2022-05-04,12:02:10,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10159,2076,105,"Discussion Success",2022-05-13,16:02:35,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10192,2076,106,"Offer Sent",2022-05-17,10:53:14,"Not Answered",1,1,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9803,2077,101,"Lead Registered",2022-04-27,11:01:39,,0,0,18,2022-04-01,2022-04-27,2022-04-01
2022-04-01,9804,2078,101,"Lead Registered",2022-04-27,11:18:53,,0,0,18,2022-04-01,2022-04-27,2022-04-01
2022-04-01,9887,2078,102,"Lead Qualification",2022-05-02,12:41:21,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9915,2078,103,"Initial Communication Success",2022-05-03,09:39:07,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9957,2078,104,"Approach Success",2022-05-04,14:39:13,"Not Answered",1,1,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9810,2079,101,"Lead Registered",2022-04-27,14:17:31,,0,0,18,2022-04-01,2022-04-27,2022-04-01
2022-04-01,9912,2079,102,"Lead Qualification",2022-05-02,17:44:44,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9970,2079,103,"Initial Communication Success",2022-05-04,17:35:00,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10006,2079,104,"Approach Success",2022-05-06,11:53:18,,,1,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9815,2080,101,"Lead Registered",2022-04-27,15:04:29,,0,0,18,2022-04-01,2022-04-27,2022-04-01
2022-04-01,9895,2080,102,"Lead Qualification",2022-05-02,14:51:38,"Not Selected",2,1,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9819,2081,101,"Lead Registered",2022-04-27,15:45:15,,0,0,18,2022-04-01,2022-04-27,2022-04-01
2022-04-01,9875,2081,102,"Lead Qualification",2022-05-02,09:23:36,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9988,2081,103,"Initial Communication Success",2022-05-05,17:11:21,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10001,2081,104,"Approach Success",2022-05-06,10:33:31,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10162,2081,105,"Discussion Success",2022-05-13,16:42:32,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10203,2081,106,"Offer Sent",2022-05-17,17:20:33,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10287,2081,107,"Quatation Received",2022-05-24,10:05:28,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10420,2081,108,"Deal Won",2022-05-30,17:39:41,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9826,2082,101,"Lead Registered",2022-04-27,17:29:57,,0,0,18,2022-04-01,2022-04-27,2022-04-01
2022-04-01,9903,2082,102,"Lead Qualification",2022-05-02,17:04:21,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9949,2082,103,"Initial Communication Success",2022-05-04,11:08:22,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9998,2082,104,"Approach Success",2022-05-06,10:24:39,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10174,2082,105,"Discussion Success",2022-05-16,12:13:38,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10191,2082,106,"Offer Sent",2022-05-17,10:48:50,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10317,2082,107,"Quatation Received",2022-05-25,17:28:58,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,10435,2082,108,"Deal Won",2022-05-31,10:50:41,,0,0,19,2022-05-01,2022-04-27,2022-04-01
2022-04-01,9829,2083,101,"Lead Registered",2022-04-28,09:02:42,,0,0,18,2022-04-01,2022-04-28,2022-04-01
2022-04-01,9883,2083,102,"Lead Qualification",2022-05-02,10:46:15,,0,0,19,2022-05-01,2022-04-28,2022-04-01
2022-04-01,9936,2083,103,"Initial Communication Success",2022-05-03,16:47:54,,0,0,19,2022-05-01,2022-04-28,2022-04-01
2022-04-01,9950,2083,104,"Approach Success",2022-05-04,11:54:12,,0,0,19,2022-05-01,2022-04-28,2022-04-01
2022-04-01,10051,2083,105,"Discussion Success",2022-05-09,14:54:06,,0,0,19,2022-05-01,2022-04-28,2022-04-01
2022-04-01,10113,2083,106,"Offer Sent",2022-05-11,11:44:17,,0,0,19,2022-05-01,2022-04-28,2022-04-01
2022-04-01,10253,2083,107,"Quatation Received",2022-05-20,13:49:54,,0,0,19,2022-05-01,2022-04-28,2022-04-01
2022-04-01,10264,2083,108,"Deal Won",2022-05-23,10:25:03,,0,0,19,2022-05-01,2022-04-28,2022-04-01
2022-04-01,9831,2084,101,"Lead Registered",2022-04-28,10:34:09,,0,0,18,2022-04-01,2022-04-28,2022-04-01
2022-04-01,9839,2085,101,"Lead Registered",2022-04-29,09:25:16,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,10018,2085,102,"Lead Qualification",2022-05-06,15:45:46,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10062,2085,103,"Initial Communication Success",2022-05-09,16:10:35,,,1,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9840,2086,101,"Lead Registered",2022-04-29,09:54:36,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,9842,2087,101,"Lead Registered",2022-04-29,10:51:04,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,9843,2088,101,"Lead Registered",2022-04-29,10:52:25,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,9901,2088,102,"Lead Qualification",2022-05-02,16:34:48,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9934,2088,103,"Initial Communication Success",2022-05-03,16:34:24,"Not Answered",1,1,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9846,2089,101,"Lead Registered",2022-04-29,11:19:18,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,9909,2089,102,"Lead Qualification",2022-05-02,17:34:50,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9918,2089,103,"Initial Communication Success",2022-05-03,10:40:03,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9966,2089,104,"Approach Success",2022-05-04,16:51:36,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10095,2089,105,"Discussion Success",2022-05-10,16:43:18,"Not Answered",1,1,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9848,2090,101,"Lead Registered",2022-04-29,11:53:33,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,10020,2090,102,"Lead Qualification",2022-05-06,16:26:32,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10059,2090,103,"Initial Communication Success",2022-05-09,16:00:09,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10078,2090,104,"Approach Success",2022-05-10,11:52:08,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10173,2090,105,"Discussion Success",2022-05-16,12:10:11,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10225,2090,106,"Offer Sent",2022-05-18,16:55:04,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10319,2090,107,"Quatation Received",2022-05-25,17:57:26,"Not Answered",1,1,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9849,2091,101,"Lead Registered",2022-04-29,12:04:07,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,9969,2091,102,"Lead Qualification",2022-05-04,17:33:31,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10010,2091,103,"Initial Communication Success",2022-05-06,12:33:11,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10044,2091,104,"Approach Success",2022-05-09,13:13:18,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10226,2091,105,"Discussion Success",2022-05-18,17:31:44,,,1,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9850,2092,101,"Lead Registered",2022-04-29,12:24:51,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,10015,2092,102,"Lead Qualification",2022-05-06,14:42:28,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10064,2092,103,"Initial Communication Success",2022-05-09,16:23:17,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10118,2092,104,"Approach Success",2022-05-11,13:26:43,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10209,2092,105,"Discussion Success",2022-05-18,09:22:41,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10254,2092,106,"Offer Sent",2022-05-20,15:06:21,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10329,2092,107,"Quatation Received",2022-05-26,16:22:02,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10587,2092,108,"Deal Won",2022-06-03,16:19:44,,0,0,20,2022-06-01,2022-04-29,2022-04-01
2022-04-01,9851,2093,101,"Lead Registered",2022-04-29,12:29:22,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,10019,2093,102,"Lead Qualification",2022-05-06,16:20:18,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10050,2093,103,"Initial Communication Success",2022-05-09,14:33:57,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10099,2093,104,"Approach Success",2022-05-10,17:29:03,,,1,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9853,2094,101,"Lead Registered",2022-04-29,13:38:44,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,9930,2094,102,"Lead Qualification",2022-05-03,15:29:31,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10011,2094,103,"Initial Communication Success",2022-05-06,12:47:09,,,1,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9858,2095,101,"Lead Registered",2022-04-29,14:47:45,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,9999,2095,102,"Lead Qualification",2022-05-06,10:25:47,"Not Selected",2,1,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9859,2096,101,"Lead Registered",2022-04-29,15:14:48,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,10002,2096,102,"Lead Qualification",2022-05-06,10:57:12,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10029,2096,103,"Initial Communication Success",2022-05-09,10:13:27,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10103,2096,104,"Approach Success",2022-05-11,09:48:19,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10183,2096,105,"Discussion Success",2022-05-16,14:58:58,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10201,2096,106,"Offer Sent",2022-05-17,17:04:22,,,1,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9861,2097,101,"Lead Registered",2022-04-29,16:04:48,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,9893,2097,102,"Lead Qualification",2022-05-02,14:21:23,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9960,2097,103,"Initial Communication Success",2022-05-04,15:44:33,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10004,2097,104,"Approach Success",2022-05-06,11:10:35,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10182,2097,105,"Discussion Success",2022-05-16,14:36:14,,,1,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,9862,2098,101,"Lead Registered",2022-04-29,16:10:02,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,9978,2098,102,"Lead Qualification",2022-05-05,13:29:08,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10013,2098,103,"Initial Communication Success",2022-05-06,13:44:25,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10057,2098,104,"Approach Success",2022-05-09,15:48:51,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10161,2098,105,"Discussion Success",2022-05-13,16:35:00,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10198,2098,106,"Offer Sent",2022-05-17,15:11:43,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10272,2098,107,"Quatation Received",2022-05-23,13:04:42,,0,0,19,2022-05-01,2022-04-29,2022-04-01
2022-04-01,10490,2098,108,"Deal Won",2022-06-01,16:15:10,,0,0,20,2022-06-01,2022-04-29,2022-04-01
2022-04-01,9864,2099,101,"Lead Registered",2022-04-29,16:47:59,,0,0,18,2022-04-01,2022-04-29,2022-04-01
2022-04-01,9997,2099,102,"Lead Qualification",2022-05-06,10:20:11,"Not Selected",2,1,19,2022-05-01,2022-04-29,2022-04-01
2022-05-01,9929,1942,108,"Deal Won",2022-05-03,15:15:48,,0,0,19,2022-05-01,2022-03-28,2022-03-01
2022-05-01,9937,1955,108,"Deal Won",2022-05-03,17:35:17,,0,0,19,2022-05-01,2022-03-29,2022-03-01
2022-05-01,9945,1957,108,"Deal Won",2022-05-04,10:00:11,,0,0,19,2022-05-01,2022-03-29,2022-03-01
2022-05-01,9904,1971,108,"Deal Won",2022-05-02,17:08:57,,0,0,19,2022-05-01,2022-03-30,2022-03-01
2022-05-01,9939,1973,108,"Deal Won",2022-05-03,17:52:41,,0,0,19,2022-05-01,2022-03-31,2022-03-01
2022-05-01,9919,1980,108,"Deal Won",2022-05-03,10:54:13,,0,0,19,2022-05-01,2022-03-31,2022-03-01
2022-05-01,10000,1984,108,"Deal Won",2022-05-06,10:27:52,,0,0,19,2022-05-01,2022-04-01,2022-04-01
2022-05-01,9986,1989,108,"Deal Won",2022-05-05,16:55:37,,0,0,19,2022-05-01,2022-04-01,2022-04-01
2022-05-01,9907,1996,108,"Deal Won",2022-05-02,17:17:48,,0,0,19,2022-05-01,2022-04-01,2022-04-01
